ensembl_id	gene_symbol	type	entrezgene
ENSG00000163785	RYK	gene	6259
ENSG00000114019	AMOTL2	gene	51421
ENSG00000129055	ANAPC13	gene	25847
ENSG00000182923	CEP63	gene	80254
ENSG00000154928	EPHB1	gene	2047
ENSG00000174611	KY	gene	339855
ENSG00000073711	PPP2R3A	gene	5523
ENSG00000174579	MSL2	gene	55167
ENSG00000114054	PCCB	gene	5096
ENSG00000118007	STAG1	gene	10274
ENSG00000168917	SLC35G2	gene	80723
ENSG00000158092	NCK1	gene	4690
ENSG00000174564	IL20RB	gene	53833
ENSG00000168875	SOX14	gene	8403
ENSG00000066405	CLDN18	gene	51208
ENSG00000158163	DZIP1L	gene	199221
ENSG00000118017	A4GNT	gene	51146
ENSG00000138231	DBR1	gene	51163
ENSG00000114098	ARMC8	gene	25852
ENSG00000181322	NME9	gene	347736
ENSG00000158186	MRAS	gene	22808
ENSG00000158220	ESYT3	gene	83850
ENSG00000114107	CEP70	gene	80321
ENSG00000158234	FAIM	gene	55179
ENSG00000051382	PIK3CB	gene	5291
ENSG00000183770	FOXL2	gene	668
ENSG00000206262	C3orf72	gene	401089
ENSG00000206260	PRR23A	gene	729627
ENSG00000175110	MRPS22	gene	56945
ENSG00000184814	PRR23B	gene	389151
ENSG00000233701	PRR23C	gene	389152
ENSG00000184432	COPB2	gene	9276
ENSG00000114113	RBP2	gene	5948
ENSG00000114115	RBP1	gene	5947
ENSG00000163864	NMNAT3	gene	349565
ENSG00000158258	CLSTN2	gene	64084
ENSG00000155890	TRIM42	gene	287015
ENSG00000114120	SLC25A36	gene	55186
ENSG00000175093	SPSB4	gene	92369
ENSG00000155893	ACPL2	gene	92370
ENSG00000177311	ZBTB38	gene	253461
ENSG00000155903	RASA2	gene	5922
ENSG00000114125	RNF7	gene	9616
ENSG00000114124	GRK7	gene	131890
ENSG00000069849	ATP1B3	gene	483
ENSG00000114126	TFDP2	gene	7029
ENSG00000175066	GK5	gene	256356
ENSG00000114127	XRN1	gene	54464
ENSG00000175054	ATR	gene	545
ENSG00000120756	PLS1	gene	5357
ENSG00000144935	TRPC1	gene	7220
ENSG00000163710	PCOLCE2	gene	26577
ENSG00000188582	PAQR9	gene	344838
ENSG00000163714	U2SURP	gene	23350
ENSG00000175040	CHST2	gene	9435
ENSG00000181804	SLC9A9	gene	285195
ENSG00000181744	C3orf58	gene	205428
ENSG00000232013	AC107021.1	gene	NA
ENSG00000152952	PLOD2	gene	5352
ENSG00000114698	PLSCR4	gene	57088
ENSG00000163746	PLSCR2	gene	57047
ENSG00000188313	PLSCR1	gene	5359
ENSG00000231213	PLSCR5	gene	389158
ENSG00000174963	ZIC4	gene	84107
ENSG00000152977	ZIC1	gene	7545
ENSG00000144891	AGTR1	gene	185
ENSG00000153002	CPB1	gene	1360
ENSG00000163751	CPA3	gene	1359
ENSG00000163754	GYG1	gene	2992
ENSG00000071794	HLTF	gene	6596
ENSG00000163755	HPS3	gene	84343
ENSG00000047457	CP	gene	1356
ENSG00000163762	TM4SF18	gene	116441
ENSG00000169908	TM4SF1	gene	4071
ENSG00000169903	TM4SF4	gene	7104
ENSG00000018408	WWTR1	gene	25937
ENSG00000114744	COMMD2	gene	51122
ENSG00000206199	ANKUB1	gene	389161
ENSG00000082996	RNF13	gene	11342
ENSG00000070087	PFN2	gene	5217
ENSG00000268175	AC117395.1	gene	NA
ENSG00000196428	TSC22D2	gene	9819
ENSG00000120742	SERP1	gene	27230
ENSG00000144895	EIF2A	gene	83939
ENSG00000198843	SELT	gene	51714
ENSG00000163645	FAM194A	gene	131831
ENSG00000181788	SIAH2	gene	6478
ENSG00000214237	FAM188B2	gene	NA
ENSG00000163646	CLRN1	gene	7401
ENSG00000144893	MED12L	gene	116931
ENSG00000174946	GPR171	gene	29909
ENSG00000174944	P2RY14	gene	9934
ENSG00000138271	GPR87	gene	53836
ENSG00000181631	P2RY13	gene	53829
ENSG00000169313	P2RY12	gene	64805
ENSG00000152580	IGSF10	gene	285313
ENSG00000197953	AADACL2	gene	344752
ENSG00000114771	AADAC	gene	13
ENSG00000198829	SUCNR1	gene	56670
ENSG00000152601	MBNL1	gene	4154
ENSG00000221962	TMEM14E	gene	645843
ENSG00000169860	P2RY1	gene	5028
ENSG00000181467	RAP2B	gene	5912
ENSG00000237787	C3orf79	gene	152118
ENSG00000114790	ARHGEF26	gene	26084
ENSG00000174953	DHX36	gene	170506
ENSG00000174948	GPR149	gene	344758
ENSG00000196549	MME	gene	4311
ENSG00000114805	PLCH1	gene	23007
ENSG00000214919	AC104472.1	gene	NA
ENSG00000174928	C3orf33	gene	285315
ENSG00000169359	SLC33A1	gene	9197
ENSG00000163655	GMPS	gene	8833
ENSG00000169282	KCNAB1	gene	7881
ENSG00000114850	SSR3	gene	6747
ENSG00000163659	TIPARP	gene	25976
ENSG00000197980	LEKR1	gene	389170
ENSG00000163660	CCNL1	gene	57018
ENSG00000197415	VEPH1	gene	79674
ENSG00000163661	PTX3	gene	5806
ENSG00000174899	C3orf55	gene	152078
ENSG00000168779	SHOX2	gene	6474
ENSG00000174891	RSRC1	gene	51319
ENSG00000178053	MLF1	gene	4291
ENSG00000168827	GFM1	gene	85476
ENSG00000079257	LXN	gene	56925
ENSG00000118849	RARRES1	gene	5918
ENSG00000118855	MFSD1	gene	64747
ENSG00000250588	IQCJ-SCHIP1	gene	NA
ENSG00000214216	IQCJ	gene	654502
ENSG00000151967	SCHIP1	gene	29970
ENSG00000168811	IL12A	gene	3592
ENSG00000242107	CTD-2049J23.3	gene	NA
ENSG00000180044	C3orf80	gene	401097
ENSG00000068885	IFT80	gene	57560
ENSG00000113810	SMC4	gene	10051
ENSG00000213186	TRIM59	gene	286827
ENSG00000186432	KPNA4	gene	3840
ENSG00000179674	ARL14	gene	80117
ENSG00000163590	PPM1L	gene	151742
ENSG00000169255	B3GALNT1	gene	8706
ENSG00000169251	NMD3	gene	51068
ENSG00000196542	SPTSSB	gene	165679
ENSG00000182447	OTOL1	gene	131149
ENSG00000090402	SI	gene	6476
ENSG00000121871	SLITRK3	gene	22865
ENSG00000114200	BCHE	gene	590
ENSG00000169064	ZBBX	gene	79740
ENSG00000114204	SERPINI2	gene	5276
ENSG00000174776	WDR49	gene	151790
ENSG00000114209	PDCD10	gene	11235
ENSG00000163536	SERPINI1	gene	5274
ENSG00000173905	GOLIM4	gene	27333
ENSG00000085276	MECOM	gene	2122
ENSG00000184378	ACTRT3	gene	84517
ENSG00000085274	MYNN	gene	55892
ENSG00000171757	LRRC34	gene	151827
ENSG00000188306	LRRIQ4	gene	344657
ENSG00000114248	LRRC31	gene	79782
ENSG00000187033	SAMD7	gene	344658
ENSG00000008952	SEC62	gene	7095
ENSG00000173890	GPR160	gene	26996
ENSG00000173889	PHC3	gene	80012
ENSG00000163558	PRKCI	gene	5584
ENSG00000136603	SKIL	gene	6498
ENSG00000013297	CLDN11	gene	5010
ENSG00000013293	SLC7A14	gene	57709
ENSG00000163584	RPL22L1	gene	200916
ENSG00000163577	EIF5A2	gene	56648
ENSG00000163581	SLC2A2	gene	6514
ENSG00000154310	TNIK	gene	23043
ENSG00000075651	PLD1	gene	5337
ENSG00000183657	PP13439	gene	NA
ENSG00000186329	TMEM212	gene	389177
ENSG00000075420	FNDC3B	gene	64778
ENSG00000267979	AC092964.2	gene	NA
ENSG00000203443	AC092964.1	gene	NA
ENSG00000121853	GHSR	gene	2693
ENSG00000121858	TNFSF10	gene	8743
ENSG00000144959	NCEH1	gene	57552
ENSG00000269496	AC007919.2	gene	NA
ENSG00000114346	ECT2	gene	1894
ENSG00000144962	SPATA16	gene	83893
ENSG00000169760	NLGN1	gene	22871
ENSG00000177694	NAALADL2	gene	254827
ENSG00000177565	TBL1XR1	gene	79718
ENSG00000197584	KCNMB2	gene	10242
ENSG00000172667	ZMAT3	gene	64393
ENSG00000121879	PIK3CA	gene	5290
ENSG00000171121	KCNMB3	gene	27094
ENSG00000121864	ZNF639	gene	51193
ENSG00000171109	MFN1	gene	55669
ENSG00000114450	GNB4	gene	59345
ENSG00000136518	ACTL6A	gene	86
ENSG00000136522	MRPL47	gene	57129
ENSG00000136521	NDUFB5	gene	4711
ENSG00000058056	USP13	gene	8975
ENSG00000114757	PEX5L	gene	51555
ENSG00000163728	TTC14	gene	151613
ENSG00000145075	CCDC39	gene	NA
ENSG00000114416	FXR1	gene	8087
ENSG00000205981	DNAJC19	gene	131118
ENSG00000181449	SOX2	gene	6657
ENSG00000058063	ATP11B	gene	23200
ENSG00000043093	DCUN1D1	gene	54165
ENSG00000078070	MCCC1	gene	56922
ENSG00000078081	LAMP3	gene	27074
ENSG00000053524	MCF2L2	gene	23101
ENSG00000176597	B3GNT5	gene	84002
ENSG00000172578	KLHL6	gene	89857
ENSG00000114796	KLHL24	gene	54800
ENSG00000163872	YEATS2	gene	55689
ENSG00000180834	MAP6D1	gene	79929
ENSG00000175193	PARL	gene	55486
ENSG00000114770	ABCC5	gene	10057
ENSG00000186090	HTR3D	gene	200909
ENSG00000178084	HTR3C	gene	170572
ENSG00000186038	HTR3E	gene	285242
ENSG00000145191	EIF2B5	gene	8893
ENSG00000161202	DVL3	gene	1857
ENSG00000161203	AP2M1	gene	1173
ENSG00000161204	ABCF3	gene	55324
ENSG00000145198	VWA5B2	gene	90113
ENSG00000214160	ALG3	gene	10195
ENSG00000145194	ECE2	gene	9718
ENSG00000163888	CAMK2N2	gene	94032
ENSG00000175166	PSMD2	gene	5708
ENSG00000114867	EIF4G1	gene	1981
ENSG00000175182	FAM131A	gene	131408
ENSG00000114859	CLCN2	gene	1181
ENSG00000163882	POLR2H	gene	5437
ENSG00000090534	THPO	gene	7066
ENSG00000090539	CHRD	gene	8646
ENSG00000224153	RP11-433C9.2	gene	105374250
ENSG00000182580	EPHB3	gene	2049
ENSG00000177383	MAGEF1	gene	64110
ENSG00000156931	VPS8	gene	23355
ENSG00000187068	C3orf70	gene	285382
ENSG00000113790	EHHADH	gene	1962
ENSG00000073803	MAP3K13	gene	9175
ENSG00000163900	TMEM41A	gene	90407
ENSG00000163898	LIPH	gene	200879
ENSG00000163904	SENP2	gene	59343
ENSG00000073792	IGF2BP2	gene	10644
ENSG00000163915	C3orf65	gene	646600
ENSG00000136527	TRA2B	gene	6434
ENSG00000244405	ETV5	gene	2119
ENSG00000058866	DGKG	gene	1608
ENSG00000213139	CRYGS	gene	1427
ENSG00000113838	TBCCD1	gene	55171
ENSG00000090520	DNAJB11	gene	51726
ENSG00000145192	AHSG	gene	197
ENSG00000090512	FETUB	gene	26998
ENSG00000113905	HRG	gene	3273
ENSG00000113889	KNG1	gene	3827
ENSG00000156976	EIF4A2	gene	1974
ENSG00000163918	RFC4	gene	5984
ENSG00000181092	ADIPOQ	gene	9370
ENSG00000073849	ST6GAL1	gene	6480
ENSG00000163923	RPL39L	gene	116832
ENSG00000175077	RTP1	gene	132112
ENSG00000127241	MASP1	gene	5648
ENSG00000136514	RTP4	gene	64108
ENSG00000157005	SST	gene	6750
ENSG00000198471	RTP2	gene	344892
ENSG00000228804	RP11-211G3.3	gene	100131635
ENSG00000113916	BCL6	gene	604
ENSG00000145012	LPP	gene	4026
ENSG00000213132	AC022498.1	gene	NA
ENSG00000188001	TPRG1	gene	285386
ENSG00000073282	TP63	gene	8626
ENSG00000090530	LEPREL1	gene	55214
ENSG00000163347	CLDN1	gene	9076
ENSG00000113946	CLDN16	gene	10686
ENSG00000198398	TMEM207	gene	131920
ENSG00000196083	IL1RAP	gene	3556
ENSG00000205835	GMNC	gene	647309
ENSG00000188729	OSTN	gene	344901
ENSG00000188958	UTS2B	gene	257313
ENSG00000152492	CCDC50	gene	152137
ENSG00000253548	PYDC2	gene	152138
ENSG00000114279	FGF12	gene	2257
ENSG00000180611	MB21D2	gene	151963
ENSG00000127252	HRASLS	gene	57110
ENSG00000187527	ATP13A5	gene	344905
ENSG00000127249	ATP13A4	gene	84239
ENSG00000198836	OPA1	gene	4976
ENSG00000114315	HES1	gene	3280
ENSG00000178772	CPN2	gene	1370
ENSG00000172061	LRRC15	gene	131578
ENSG00000178732	GP5	gene	2814
ENSG00000133657	ATP13A3	gene	79572
ENSG00000145014	TMEM44	gene	93109
ENSG00000041802	LSG1	gene	55341
ENSG00000185112	FAM43A	gene	131583
ENSG00000173950	XXYLT1	gene	152002
ENSG00000114331	ACAP2	gene	23527
ENSG00000184203	PPP1R2	gene	5504
ENSG00000189058	APOD	gene	347
ENSG00000176945	MUC20	gene	200958
ENSG00000145113	MUC4	gene	4585
ENSG00000061938	TNK2	gene	10188
ENSG00000072274	TFRC	gene	7037
ENSG00000163958	ZDHHC19	gene	131540
ENSG00000163959	SLC51A	gene	200931
ENSG00000161217	PCYT1A	gene	5130
ENSG00000213123	TCTEX1D2	gene	255758
ENSG00000145107	TM4SF19	gene	116211
ENSG00000163960	UBXN7	gene	26043
ENSG00000163961	RNF168	gene	165918
ENSG00000214097	SMCO1	gene	255798
ENSG00000185798	WDR53	gene	348793
ENSG00000174013	FBXO45	gene	200933
ENSG00000174004	NRROS	gene	375387
ENSG00000163964	PIGX	gene	54965
ENSG00000174007	CEP19	gene	84984
ENSG00000180370	PAK2	gene	5062
ENSG00000119231	SENP5	gene	205564
ENSG00000114503	NCBP2	gene	22916
ENSG00000119227	PIGZ	gene	80235
ENSG00000163975	MFI2	gene	4241
ENSG00000075711	DLG1	gene	1739
ENSG00000161267	BDH1	gene	622
ENSG00000145016	KIAA0226	gene	9711
ENSG00000122068	FYTTD1	gene	84248
ENSG00000186001	LRCH3	gene	84859
ENSG00000114473	IQCG	gene	84223
ENSG00000182899	RPL35A	gene	6165
ENSG00000185621	LMLN	gene	89782
ENSG00000197701	ZNF595	gene	NA
ENSG00000186777	ZNF732	gene	654254
ENSG00000131127	ZNF141	gene	7700
ENSG00000182903	ZNF721	gene	170960
ENSG00000174227	PIGG	gene	54872
ENSG00000133256	PDE6B	gene	5158
ENSG00000169020	ATP5I	gene	521
ENSG00000215375	MYL5	gene	4636
ENSG00000169026	MFSD7	gene	84179
ENSG00000185619	PCGF3	gene	10336
ENSG00000168993	CPLX1	gene	10815
ENSG00000178950	GAK	gene	2580
ENSG00000127419	TMEM175	gene	84286
ENSG00000145214	DGKQ	gene	1609
ENSG00000145217	SLC26A1	gene	10861
ENSG00000127415	IDUA	gene	3425
ENSG00000127418	FGFRL1	gene	53834
ENSG00000178222	RNF212	gene	285498
ENSG00000159674	SPON2	gene	10417
ENSG00000159692	CTBP1	gene	1487
ENSG00000090316	MAEA	gene	10296
ENSG00000163945	UVSSA	gene	57654
ENSG00000179979	CRIPAK	gene	NA
ENSG00000235608	NKX1-1	gene	54729
ENSG00000174137	FAM53A	gene	152877
ENSG00000163950	SLBP	gene	7884
ENSG00000168936	TMEM129	gene	92305
ENSG00000013810	TACC3	gene	10460
ENSG00000068078	FGFR3	gene	2261
ENSG00000168924	LETM1	gene	3954
ENSG00000109685	WHSC1	gene	7468
ENSG00000185049	NELFA	gene	7469
ENSG00000243449	C4orf48	gene	401115
ENSG00000185818	NAT8L	gene	339983
ENSG00000130997	POLN	gene	353497
ENSG00000214367	HAUS3	gene	79441
ENSG00000123933	MXD4	gene	10608
ENSG00000159733	ZFYVE28	gene	57732
ENSG00000249428	RP11-503N18.3	gene	NA
ENSG00000063978	RNF4	gene	6047
ENSG00000125386	FAM193A	gene	8603
ENSG00000168884	TNIP2	gene	79155
ENSG00000087266	SH3BP2	gene	6452
ENSG00000087274	ADD1	gene	118
ENSG00000109736	MFSD10	gene	10227
ENSG00000087269	NOP14	gene	8602
ENSG00000125388	GRK4	gene	2868
ENSG00000197386	HTT	gene	3064
ENSG00000188981	MSANTD1	gene	345222
ENSG00000159788	RGS12	gene	6002
ENSG00000109758	HGFAC	gene	3083
ENSG00000175920	DOK7	gene	285489
ENSG00000163956	LRPAP1	gene	4043
ENSG00000268781	AL590235.1	gene	NA
ENSG00000216560	LINC00955	gene	285492
ENSG00000184160	ADRA2C	gene	152
ENSG00000163982	OTOP1	gene	133060
ENSG00000132406	TMEM128	gene	85013
ENSG00000145220	LYAR	gene	55646
ENSG00000168826	ZBTB49	gene	166793
ENSG00000168824	NSG1	gene	27065
ENSG00000168818	STX18	gene	53407
ENSG00000163132	MSX1	gene	4487
ENSG00000170891	CYTL1	gene	54360
ENSG00000152953	STK32B	gene	55351
ENSG00000082929	C4orf6	gene	10141
ENSG00000173040	EVC2	gene	132884
ENSG00000072840	EVC	gene	2121
ENSG00000072832	CRMP1	gene	1400
ENSG00000181215	C4orf50	gene	389197
ENSG00000152969	JAKMIP1	gene	152789
ENSG00000109501	WFS1	gene	7466
ENSG00000074211	PPP2R2C	gene	5522
ENSG00000013288	MAN2B2	gene	23324
ENSG00000179010	MRFAP1	gene	93621
ENSG00000268791	AC093323.1	gene	NA
ENSG00000163993	S100P	gene	6286
ENSG00000178988	MRFAP1L1	gene	114932
ENSG00000186222	BLOC1S4	gene	55330
ENSG00000170871	KIAA0232	gene	9778
ENSG00000132405	TBC1D14	gene	57533
ENSG00000173013	CCDC96	gene	257236
ENSG00000173011	TADA2B	gene	93624
ENSG00000109519	GRPEL1	gene	80273
ENSG00000184985	SORCS2	gene	57537
ENSG00000178597	PSAPL1	gene	768239
ENSG00000196526	AFAP1	gene	60312
ENSG00000228919	AC097381.1	gene	389199
ENSG00000163995	ABLIM2	gene	84448
ENSG00000125089	SH3TC1	gene	54436
ENSG00000170801	HTRA3	gene	94031
ENSG00000087008	ACOX3	gene	8310
ENSG00000155275	TRMT44	gene	152992
ENSG00000155269	GPR78	gene	27201
ENSG00000109625	CPZ	gene	8532
ENSG00000215612	HMX1	gene	3166
ENSG00000229924	FAM90A26	gene	100287045
ENSG00000232399	USP17L13	gene	100287238
ENSG00000231396	USP17L10	gene	100287144
ENSG00000233136	USP17L11	gene	100287178
ENSG00000227551	USP17L12	gene	100287205
ENSG00000223569	USP17L15	gene	100288520
ENSG00000249104	USP17L17	gene	100287327
ENSG00000250844	USP17L18	gene	100287364
ENSG00000248920	USP17L19	gene	100287404
ENSG00000250745	USP17L20	gene	100287441
ENSG00000249811	USP17L21	gene	100287478
ENSG00000248933	USP17L22	gene	100287513
ENSG00000250913	USP17L23	gene	NA
ENSG00000232264	USP17L24	gene	728369
ENSG00000230430	USP17L25	gene	728373
ENSG00000229579	USP17L26	gene	728379
ENSG00000227140	USP17L5	gene	728386
ENSG00000235780	USP17L27	gene	728393
ENSG00000231051	USP17L28	gene	728400
ENSG00000231637	USP17L29	gene	728405
ENSG00000228856	USP17L30	gene	728419
ENSG00000219492	RP11-1396O13.13	gene	NA
ENSG00000186146	DEFB131	gene	644414
ENSG00000109667	SLC2A9	gene	56606
ENSG00000169676	DRD5	gene	1816
ENSG00000071127	WDR1	gene	9948
ENSG00000178163	ZNF518B	gene	85460
ENSG00000109684	CLNK	gene	116449
ENSG00000002587	HS3ST1	gene	9957
ENSG00000157869	RAB28	gene	9364
ENSG00000109705	NKX3-2	gene	579
ENSG00000038219	BOD1L1	gene	259282
ENSG00000137449	CPEB2	gene	132864
ENSG00000163145	C1QTNF7	gene	114905
ENSG00000048342	CC2D2A	gene	57545
ENSG00000118564	FBXL5	gene	26234
ENSG00000237765	FAM200B	gene	285550
ENSG00000109743	BST1	gene	683
ENSG00000004468	CD38	gene	952
ENSG00000137440	FGFBP1	gene	9982
ENSG00000137441	FGFBP2	gene	83888
ENSG00000007062	PROM1	gene	8842
ENSG00000169762	TAPT1	gene	202018
ENSG00000169744	LDB2	gene	9079
ENSG00000151552	QDPR	gene	5860
ENSG00000249581	CLRN2	gene	645104
ENSG00000002549	LAP3	gene	51056
ENSG00000118579	MED28	gene	80306
ENSG00000047662	FAM184B	gene	27146
ENSG00000163257	DCAF16	gene	54876
ENSG00000109805	NCAPG	gene	64151
ENSG00000178177	LCORL	gene	254251
ENSG00000145147	SLIT2	gene	9353
ENSG00000163138	PACRGL	gene	133015
ENSG00000185774	KCNIP4	gene	80333
ENSG00000152990	GPR125	gene	166647
ENSG00000109819	PPARGC1A	gene	10891
ENSG00000109606	DHX15	gene	1665
ENSG00000109610	SOD3	gene	6649
ENSG00000181982	CCDC149	gene	91050
ENSG00000153012	LGI2	gene	55203
ENSG00000109618	SEPSECS	gene	51091
ENSG00000038210	PI4K2B	gene	55300
ENSG00000168228	ZCCHC4	gene	29063
ENSG00000053900	ANAPC4	gene	29945
ENSG00000157765	SLC34A2	gene	10568
ENSG00000091490	SEL1L3	gene	23231
ENSG00000250317	SMIM20	gene	389203
ENSG00000168214	RBPJ	gene	3516
ENSG00000163394	CCKAR	gene	886
ENSG00000109680	TBC1D19	gene	55296
ENSG00000109689	STIM2	gene	57620
ENSG00000250038	RP11-180C1.1	gene	NA
ENSG00000169851	PCDH7	gene	5099
ENSG00000047365	ARAP2	gene	116984
ENSG00000197057	DTHD1	gene	401124
ENSG00000174145	KIAA1239	gene	57495
ENSG00000154274	C4orf19	gene	55286
ENSG00000181826	RELL1	gene	768211
ENSG00000169299	PGM2	gene	55276
ENSG00000065882	TBC1D1	gene	23216
ENSG00000250254	PTTG2	gene	10744
ENSG00000196355	AC021860.1	gene	NA
ENSG00000109787	KLF3	gene	51274
ENSG00000174123	TLR10	gene	81793
ENSG00000174125	TLR1	gene	7096
ENSG00000174130	TLR6	gene	10333
ENSG00000197712	FAM114A1	gene	92689
ENSG00000121895	TMEM156	gene	80008
ENSG00000109790	KLHL5	gene	51088
ENSG00000157796	WDR19	gene	57728
ENSG00000035928	RFC1	gene	5981
ENSG00000134962	KLB	gene	152831
ENSG00000163682	RPL9	gene	6133
ENSG00000121897	LIAS	gene	11019
ENSG00000109814	UGDH	gene	7358
ENSG00000163683	SMIM14	gene	201895
ENSG00000078140	UBE2K	gene	3093
ENSG00000121892	PDS5A	gene	23244
ENSG00000078177	N4BP2	gene	55728
ENSG00000168421	RHOH	gene	399
ENSG00000174343	CHRNA9	gene	55584
ENSG00000163694	RBM47	gene	54502
ENSG00000179299	NSUN7	gene	79730
ENSG00000163697	APBB2	gene	323
ENSG00000154277	UCHL1	gene	7345
ENSG00000064042	LIMCH1	gene	22998
ENSG00000109132	PHOX2B	gene	8929
ENSG00000109133	TMEM33	gene	55161
ENSG00000182308	DCAF4L1	gene	285429
ENSG00000014824	SLC30A9	gene	10463
ENSG00000188848	BEND4	gene	389206
ENSG00000178343	SHISA3	gene	152573
ENSG00000124406	ATP8A1	gene	10396
ENSG00000215203	GRXCR1	gene	389207
ENSG00000183783	KCTD8	gene	386617
ENSG00000177752	YIPF7	gene	285525
ENSG00000151806	GUF1	gene	60558
ENSG00000163281	GNPDA2	gene	132789
ENSG00000163285	GABRG1	gene	2565
ENSG00000151834	GABRA2	gene	2555
ENSG00000170516	COX7B2	gene	170712
ENSG00000109158	GABRA4	gene	2557
ENSG00000163288	GABRB1	gene	2560
ENSG00000169019	COMMD8	gene	54951
ENSG00000145246	ATP10D	gene	57205
ENSG00000145244	CORIN	gene	10699
ENSG00000170448	NFXL1	gene	152518
ENSG00000163293	NIPAL1	gene	152519
ENSG00000198515	CNGA1	gene	1259
ENSG00000074966	TXK	gene	7294
ENSG00000135605	TEC	gene	7006
ENSG00000109171	SLAIN2	gene	57606
ENSG00000145248	SLC10A4	gene	201780
ENSG00000182223	ZAR1	gene	326340
ENSG00000075539	FRYL	gene	285527
ENSG00000109180	OCIAD1	gene	54940
ENSG00000145247	OCIAD2	gene	132299
ENSG00000109182	CWH43	gene	80157
ENSG00000109184	DCUN1D4	gene	23142
ENSG00000188993	LRRC66	gene	339977
ENSG00000163069	SGCB	gene	6443
ENSG00000163071	SPATA18	gene	132671
ENSG00000109189	USP46	gene	64854
ENSG00000226887	ERVMER34-1	gene	100288413
ENSG00000128045	RASL11B	gene	65997
ENSG00000184178	SCFD2	gene	152579
ENSG00000145216	FIP1L1	gene	81608
ENSG00000072201	LNX1	gene	84708
ENSG00000109220	CHIC2	gene	26511
ENSG00000269506	AC110792.1	gene	NA
ENSG00000180613	GSX2	gene	170825
ENSG00000134853	PDGFRA	gene	5156
ENSG00000157404	KIT	gene	3815
ENSG00000128052	KDR	gene	3791
ENSG00000128039	SRD5A3	gene	79644
ENSG00000134851	TMEM165	gene	55858
ENSG00000134852	CLOCK	gene	9575
ENSG00000163440	PDCL2	gene	132954
ENSG00000109255	NMU	gene	10874
ENSG00000090989	EXOC1	gene	55763
ENSG00000174799	CEP135	gene	9662
ENSG00000109265	KIAA1211	gene	57482
ENSG00000157426	AASDH	gene	132949
ENSG00000128059	PPAT	gene	5471
ENSG00000268171	AC068620.1	gene	NA
ENSG00000128050	PAICS	gene	10606
ENSG00000174780	SRP72	gene	6731
ENSG00000196503	ARL9	gene	132946
ENSG00000249693	THEGL	gene	100506564
ENSG00000171476	HOPX	gene	84525
ENSG00000128040	SPINK2	gene	6691
ENSG00000084093	REST	gene	5978
ENSG00000084092	NOA1	gene	84273
ENSG00000047315	POLR2B	gene	5431
ENSG00000163453	IGFBP7	gene	3490
ENSG00000150471	LPHN3	gene	23284
ENSG00000205678	TECRL	gene	253017
ENSG00000145242	EPHA5	gene	2044
ENSG00000145241	CENPC	gene	1060
ENSG00000035720	STAP1	gene	26228
ENSG00000033178	UBA6	gene	55236
ENSG00000109163	GNRHR	gene	2798
ENSG00000153802	TMPRSS11D	gene	9407
ENSG00000187054	TMPRSS11A	gene	339967
ENSG00000198092	TMPRSS11F	gene	389208
ENSG00000226894	TMPRSS11BNL	gene	NA
ENSG00000185873	TMPRSS11B	gene	132724
ENSG00000083896	YTHDC1	gene	91746
ENSG00000087128	TMPRSS11E	gene	28983
ENSG00000197888	UGT2B17	gene	7367
ENSG00000196620	UGT2B15	gene	7366
ENSG00000109181	UGT2B10	gene	7365
ENSG00000135220	UGT2A3	gene	79799
ENSG00000171234	UGT2B7	gene	7364
ENSG00000213759	UGT2B11	gene	10720
ENSG00000135226	UGT2B28	gene	54490
ENSG00000156096	UGT2B4	gene	7363
ENSG00000173610	UGT2A1	gene	10941
ENSG00000271271	UGT2A2	gene	574537
ENSG00000270386	UGT2A1	gene	NA
ENSG00000173597	SULT1B1	gene	27284
ENSG00000109193	SULT1E1	gene	6783
ENSG00000126545	CSN1S1	gene	1446
ENSG00000135222	CSN2	gene	1447
ENSG00000126549	STATH	gene	6779
ENSG00000205649	HTN3	gene	3347
ENSG00000126550	HTN1	gene	3346
ENSG00000187533	C4orf40	gene	401137
ENSG00000109205	ODAM	gene	54959
ENSG00000181617	FDCSP	gene	260436
ENSG00000171209	CSN3	gene	1448
ENSG00000145309	CABS1	gene	85438
ENSG00000109208	SMR3A	gene	26952
ENSG00000171201	SMR3B	gene	10879
ENSG00000171199	PROL1	gene	58503
ENSG00000171195	MUC7	gene	4589
ENSG00000187689	AMTN	gene	401138
ENSG00000178522	AMBN	gene	258
ENSG00000132464	ENAM	gene	10117
ENSG00000132465	IGJ	gene	3512
ENSG00000132467	UTP3	gene	57050
ENSG00000018189	RUFY3	gene	22902
ENSG00000132463	GRSF1	gene	2926
ENSG00000173542	MOB1B	gene	92597
ENSG00000156136	DCK	gene	1633
ENSG00000080493	SLC4A4	gene	8671
ENSG00000145321	GC	gene	2638
ENSG00000056291	NPFFR2	gene	10886
ENSG00000156140	ADAMTS3	gene	9508
ENSG00000163626	COX18	gene	285521
ENSG00000132466	ANKRD17	gene	26057
ENSG00000163631	ALB	gene	213
ENSG00000081051	AFP	gene	174
ENSG00000079557	AFM	gene	173
ENSG00000169435	RASSF6	gene	166824
ENSG00000169429	IL8	gene	3576
ENSG00000124875	CXCL6	gene	6372
ENSG00000109272	PF4V1	gene	5197
ENSG00000163739	CXCL1	gene	2919
ENSG00000163737	PF4	gene	5196
ENSG00000163736	PPBP	gene	5473
