ensembl_id	entrezgene_id	genesymbol	biotype	Length
ENSG00000172900	NA	AP002387.1	pseudogene	3496
ENSG00000172901	206338	AQPEP	protein_coding	5741
ENSG00000172912	NA	COX6B1P3	pseudogene	260
ENSG00000172915	26960	NBEA	protein_coding	11941
ENSG00000172922	84153	RNASEH2C	protein_coding	2779
ENSG00000172927	26579	MYEOV	protein_coding	3468
ENSG00000172932	338692	ANKRD13D	protein_coding	3476
ENSG00000172935	116535	MRGPRF	protein_coding	2136
ENSG00000172936	4615	MYD88	protein_coding	3036
ENSG00000172938	116512	MRGPRD	protein_coding	966
ENSG00000172939	9943	OXSR1	protein_coding	5530
ENSG00000172940	9390	SLC22A13	protein_coding	2555
ENSG00000172943	23133	PHF8	protein_coding	8141
ENSG00000172954	253558	LCLAT1	protein_coding	7517
ENSG00000172955	130	ADH6	protein_coding	4326
ENSG00000172965	NA	MIR4435-1HG	lincRNA	8044
ENSG00000172967	150165	XKR3	protein_coding	1690
ENSG00000172969	100288801	FRG2C	protein_coding	2078
ENSG00000172971	NA	UNC93B3	pseudogene	687
ENSG00000172974	NA	AC007318.5	pseudogene	1260
ENSG00000172977	10524	KAT5	protein_coding	1856
ENSG00000172985	344558	SH3RF3	protein_coding	5801
ENSG00000172986	727936	GXYLT2	protein_coding	3605
ENSG00000172987	60495	HPSE2	protein_coding	2365
ENSG00000172992	79877	DCAKD	protein_coding	2778
ENSG00000172995	10777	ARPP21	protein_coding	9136
ENSG00000173011	93624	TADA2B	protein_coding	5588
ENSG00000173013	257236	CCDC96	protein_coding	1962
ENSG00000173020	156	ADRBK1	protein_coding	4044
ENSG00000173039	5970	RELA	protein_coding	4008
ENSG00000173040	132884	EVC2	protein_coding	5509
ENSG00000173041	340252	ZNF680	protein_coding	5169
ENSG00000173064	283450	HECTD4	protein_coding	16122
ENSG00000173065	55731	FAM222B	protein_coding	5233
ENSG00000173068	54796	BNC2	protein_coding	14812
ENSG00000173077	50514	DEC1	protein_coding	4689
ENSG00000173080	339403	RXFP4	protein_coding	1146
ENSG00000173083	10855	HPSE	protein_coding	4721
ENSG00000173085	27235	COQ2	protein_coding	2774
ENSG00000173088	NA	C10orf131	protein_coding	1301
ENSG00000173093	160762	CCDC63	protein_coding	2184
ENSG00000173110	3310	HSPA6	protein_coding	2646
ENSG00000173113	51504	TRMT112	protein_coding	1225
ENSG00000173114	54674	LRRN3	protein_coding	3875
ENSG00000173120	22992	KDM2A	protein_coding	10258
ENSG00000173124	142827	C10orf129	protein_coding	2807
ENSG00000173137	203054	ADCK5	protein_coding	2728
ENSG00000173141	78988	MRP63	protein_coding	2246
ENSG00000173145	64318	NOC3L	protein_coding	4610
ENSG00000173153	2101	ESRRA	protein_coding	2566
ENSG00000173156	29984	RHOD	protein_coding	1265
ENSG00000173157	80070	ADAMTS20	protein_coding	7182
ENSG00000173163	150684	COMMD1	protein_coding	1698
ENSG00000173166	65059	RAPH1	protein_coding	2756
ENSG00000173171	4580	MTX1	protein_coding	1382
ENSG00000173175	111	ADCY5	protein_coding	8049
ENSG00000173193	54625	PARP14	protein_coding	9501
ENSG00000173198	10800	CYSLTR1	protein_coding	5431
ENSG00000173200	165631	PARP15	protein_coding	5507
ENSG00000173207	1163	CKS1B	protein_coding	2338
ENSG00000173208	225	ABCD2	protein_coding	6238
ENSG00000173209	NA	AHSA2	protein_coding	5501
ENSG00000173210	22885	ABLIM3	protein_coding	6477
ENSG00000173212	126868	MAB21L3	protein_coding	3256
ENSG00000173213	260334	RP11-683L23.1	protein_coding	2753
ENSG00000173214	91749	KIAA1919	protein_coding	5958
ENSG00000173218	81839	VANGL1	protein_coding	9062
ENSG00000173221	2745	GLRX	protein_coding	3632
ENSG00000173226	9657	IQCB1	protein_coding	2736
ENSG00000173227	91683	SYT12	protein_coding	5282
ENSG00000173230	2804	GOLGB1	protein_coding	11853
ENSG00000173231	NA	TERF1P1	pseudogene	1181
ENSG00000173237	254439	C11orf86	protein_coding	1187
ENSG00000173239	340654	LIPM	protein_coding	1670
ENSG00000173250	134391	GPR151	protein_coding	3088
ENSG00000173253	10655	DMRT2	protein_coding	2925
ENSG00000173258	158399	ZNF483	protein_coding	5738
ENSG00000173261	153770	PLAC8L1	protein_coding	656
ENSG00000173262	144195	SLC2A14	protein_coding	4919
ENSG00000173264	56834	GPR137	protein_coding	3187
ENSG00000173267	6623	SNCG	protein_coding	1247
ENSG00000173269	79812	MMRN2	protein_coding	4814
ENSG00000173272	653784	MZT2A	protein_coding	1189
ENSG00000173273	8658	TNKS	protein_coding	12842
ENSG00000173275	203523	ZNF449	protein_coding	5330
ENSG00000173276	49854	ZBTB21	protein_coding	7944
ENSG00000173281	79660	PPP1R3B	protein_coding	5531
ENSG00000173285	391109	OR10K1	protein_coding	1073
ENSG00000173295	NA	FAM86B3P	pseudogene	4099
ENSG00000173302	344561	GPR148	protein_coding	1267
ENSG00000173320	56977	STOX2	protein_coding	10952
ENSG00000173327	4296	MAP3K11	protein_coding	4335
ENSG00000173334	10221	TRIB1	protein_coding	4138
ENSG00000173335	128822	CST9	protein_coding	1592
ENSG00000173338	10089	KCNK7	protein_coding	1563
ENSG00000173357	NA	AC007967.3	pseudogene	1193
ENSG00000173369	713	C1QB	protein_coding	1601
ENSG00000173372	712	C1QA	protein_coding	1272
ENSG00000173376	79625	NDNF	protein_coding	3556
ENSG00000173389	132141	IQCF1	protein_coding	745
ENSG00000173391	4973	OLR1	protein_coding	2956
ENSG00000173401	256710	GLIPR1L1	protein_coding	1384
ENSG00000173402	1605	DAG1	protein_coding	6910
ENSG00000173404	3642	INSM1	protein_coding	2826
ENSG00000173406	1600	DAB1	protein_coding	7466
ENSG00000173409	64801	ARV1	protein_coding	1987
ENSG00000173418	51126	NAA20	protein_coding	2042
ENSG00000173421	339834	CCDC36	protein_coding	4356
ENSG00000173431	122665	RNASE8	protein_coding	634
ENSG00000173432	6288	SAA1	protein_coding	714
ENSG00000173436	440574	MINOS1	protein_coding	5220
ENSG00000173442	254102	EHBP1L1	protein_coding	5102
ENSG00000173451	83591	THAP2	protein_coding	5566
ENSG00000173452	256130	TMEM196	protein_coding	4023
ENSG00000173456	79102	RNF26	protein_coding	2280
ENSG00000173457	26472	PPP1R14B	protein_coding	1612
ENSG00000173464	122651	RNASE11	protein_coding	1464
ENSG00000173465	10534	SSSCA1	protein_coding	909
ENSG00000173467	155465	AGR3	protein_coding	796
ENSG00000173473	6599	SMARCC1	protein_coding	7069
ENSG00000173480	147687	ZNF417	protein_coding	4204
ENSG00000173482	5797	PTPRM	protein_coding	7748
ENSG00000173486	2286	FKBP2	protein_coding	1296
ENSG00000173511	7423	VEGFB	protein_coding	1479
ENSG00000173517	79834	PEAK1	protein_coding	13408
ENSG00000173530	8793	TNFRSF10D	protein_coding	3538
ENSG00000173531	4485	MST1	protein_coding	3170
ENSG00000173535	8794	TNFRSF10C	protein_coding	2475
ENSG00000173540	29925	GMPPB	protein_coding	444
ENSG00000173542	92597	MOB1B	protein_coding	7145
ENSG00000173545	90441	ZNF622	protein_coding	1699
ENSG00000173546	1464	CSPG4	protein_coding	7727
ENSG00000173548	257364	SNX33	protein_coding	7207
ENSG00000173557	339778	C2orf70	protein_coding	844
ENSG00000173559	64859	NABP1	protein_coding	12537
ENSG00000173566	NA	NUDT18	protein_coding	1758
ENSG00000173567	165082	GPR113	protein_coding	5252
ENSG00000173572	126204	NLRP13	protein_coding	3580
ENSG00000173575	1106	CHD2	protein_coding	13834
ENSG00000173578	2829	XCR1	protein_coding	5403
ENSG00000173581	29903	CCDC106	protein_coding	2291
ENSG00000173585	10803	CCR9	protein_coding	2653
ENSG00000173588	51134	CCDC41	protein_coding	6353
ENSG00000173597	27284	SULT1B1	protein_coding	7356
ENSG00000173598	11163	NUDT4	protein_coding	5180
ENSG00000173599	5091	PC	protein_coding	5306
ENSG00000173610	10941	UGT2A1	protein_coding	1228
ENSG00000173611	286205	SCAI	protein_coding	12529
ENSG00000173612	222545	GPRC6A	protein_coding	2862
ENSG00000173614	64802	NMNAT1	protein_coding	4174
ENSG00000173621	78999	LRFN4	protein_coding	2207
ENSG00000173626	100128327	TRAPPC3L	protein_coding	2236
ENSG00000173627	403314	APOBEC4	protein_coding	2651
ENSG00000173638	6573	SLC19A1	protein_coding	8597
ENSG00000173641	27129	HSPB7	protein_coding	3574
ENSG00000173653	9986	RCE1	protein_coding	1479
ENSG00000173660	7388	UQCRH	protein_coding	1408
ENSG00000173662	80835	TAS1R1	protein_coding	2892
ENSG00000173673	390992	HES3	protein_coding	697
ENSG00000173674	1964	EIF1AX	protein_coding	4427
ENSG00000173678	100310812	SPDYE2B	protein_coding	2074
ENSG00000173679	26737	OR1L1	protein_coding	1083
ENSG00000173681	256643	CXorf23	protein_coding	8630
ENSG00000173692	5707	PSMD1	protein_coding	3569
ENSG00000173698	10149	GPR64	protein_coding	4875
ENSG00000173699	130560	SPATA3	protein_coding	2066
ENSG00000173702	56667	MUC13	protein_coding	3362
ENSG00000173705	26032	SUSD5	protein_coding	5005
ENSG00000173706	57493	HEG1	protein_coding	9735
ENSG00000173714	124857	WFIKKN2	protein_coding	3514
ENSG00000173715	79703	C11orf80	protein_coding	2755
ENSG00000173726	9804	TOMM20	protein_coding	3542
ENSG00000173727	NA	AP000769.1	protein_coding	693
ENSG00000173728	200159	C1orf100	protein_coding	1055
ENSG00000173744	3267	AGFG1	protein_coding	9285
ENSG00000173757	6777	STAT5B	protein_coding	5183
ENSG00000173762	924	CD7	protein_coding	2478
ENSG00000173769	375337	TOPAZ1	protein_coding	5334
ENSG00000173786	1267	CNP	protein_coding	5503
ENSG00000173801	3728	JUP	protein_coding	4647
ENSG00000173805	9001	HAP1	protein_coding	6223
ENSG00000173809	91646	TDRD12	protein_coding	7008
ENSG00000173810	NA	PPIAP7	pseudogene	489
ENSG00000173811	NA	CCDC13-AS1	antisense	2164
ENSG00000173812	10209	EIF1	protein_coding	2963
ENSG00000173818	284131	ENDOV	protein_coding	6633
ENSG00000173821	57674	RNF213	protein_coding	23484
ENSG00000173825	220359	TIGD3	protein_coding	2012
ENSG00000173826	81033	KCNH6	protein_coding	4211
ENSG00000173838	162333	MARCH10	protein_coding	3518
ENSG00000173846	1263	PLK3	protein_coding	3401
ENSG00000173848	10276	NET1	protein_coding	4194
ENSG00000173852	23333	DPY19L1	protein_coding	5546
ENSG00000173862	NA	RP11-89N17.1	protein_coding	1058
ENSG00000173867	NA	RP11-97O12.7	processed_transcript	90
ENSG00000173868	162466	PHOSPHO1	protein_coding	2375
ENSG00000173875	163049	ZNF791	protein_coding	4671
ENSG00000173876	NA	TUBB8	protein_coding	2778
ENSG00000173889	80012	PHC3	protein_coding	15133
ENSG00000173890	26996	GPR160	protein_coding	3939
ENSG00000173894	84733	CBX2	protein_coding	5375
ENSG00000173898	6712	SPTBN2	protein_coding	8688
ENSG00000173905	27333	GOLIM4	protein_coding	4373
ENSG00000173908	162605	KRT28	protein_coding	1685
ENSG00000173914	83759	RBM4B	protein_coding	3865
ENSG00000173915	84833	USMG5	protein_coding	731
ENSG00000173917	3212	HOXB2	protein_coding	2551
ENSG00000173918	114897	C1QTNF1	protein_coding	4854
ENSG00000173926	115123	MARCH3	protein_coding	5176
ENSG00000173928	126074	SWSAP1	protein_coding	1439
ENSG00000173930	353189	SLCO4C1	protein_coding	3750
ENSG00000173933	5936	RBM4	protein_coding	4120
ENSG00000173947	128344	PIFO	protein_coding	4261
ENSG00000173950	152002	XXYLT1	protein_coding	5409
ENSG00000173954	NA	SNURFL	pseudogene	343
ENSG00000173960	165324	UBXN2A	protein_coding	6637
ENSG00000173966	NA	RP11-18M17.1	pseudogene	675
ENSG00000173976	84839	RAX2	protein_coding	2428
ENSG00000173988	220416	LRRC63	protein_coding	2677
ENSG00000173991	8557	TCAP	protein_coding	2123
ENSG00000173992	9973	CCS	protein_coding	1839
ENSG00000174004	375387	NRROS	protein_coding	2342
ENSG00000174007	84984	CEP19	protein_coding	2201
ENSG00000174010	80311	KLHL15	protein_coding	6272
ENSG00000174013	200933	FBXO45	protein_coding	5912
ENSG00000174015	220082	SPERT	protein_coding	2078
ENSG00000174016	169966	FAM46D	protein_coding	3204
ENSG00000174021	2787	GNG5	protein_coding	984
ENSG00000174028	NA	FAM3C2	pseudogene	681
ENSG00000174032	253512	SLC25A30	protein_coding	3795
ENSG00000174038	138724	C9orf131	protein_coding	3662
ENSG00000174059	947	CD34	protein_coding	3949
ENSG00000174080	8722	CTSF	protein_coding	2347
ENSG00000174083	NA	PIK3R6	protein_coding	3563
ENSG00000174093	NA	RP11-1407O15.2	protein_coding	1595
ENSG00000174099	253827	MSRB3	protein_coding	5703
ENSG00000174100	NA	MRPL45	protein_coding	1827
ENSG00000174106	23592	LEMD3	protein_coding	4764
ENSG00000174109	283951	C16orf91	protein_coding	1560
ENSG00000174111	NA	SOCS7	protein_coding	2047
ENSG00000174123	81793	TLR10	protein_coding	4217
ENSG00000174125	7096	TLR1	protein_coding	4476
ENSG00000174130	10333	TLR6	protein_coding	5978
ENSG00000174132	345757	FAM174A	protein_coding	1416
ENSG00000174136	285704	RGMB	protein_coding	5211
ENSG00000174137	152877	FAM53A	protein_coding	3628
ENSG00000174145	57495	KIAA1239	protein_coding	8325
ENSG00000174151	284613	CYB561D1	protein_coding	5690
ENSG00000174156	2940	GSTA3	protein_coding	902
ENSG00000174165	254359	ZDHHC24	protein_coding	3268
ENSG00000174171	NA	RP11-23P13.6	antisense	3034
ENSG00000174173	54931	TRMT10C	protein_coding	1888
ENSG00000174175	6403	SELP	protein_coding	3376
ENSG00000174177	348180	CTU2	protein_coding	2532
ENSG00000174194	NA	AGAP8	protein_coding	3473
ENSG00000174196	NA	FAM21D	protein_coding	1503
ENSG00000174197	23269	MGA	protein_coding	12615
ENSG00000174206	144577	C12orf66	protein_coding	4342
ENSG00000174225	392509	ARL13A	protein_coding	1535
ENSG00000174226	169166	SNX31	protein_coding	3143
ENSG00000174227	54872	PIGG	protein_coding	7086
ENSG00000174231	10594	PRPF8	protein_coding	7549
ENSG00000174233	112	ADCY6	protein_coding	6187
ENSG00000174236	387849	REP15	protein_coding	335
ENSG00000174238	5306	PITPNA	protein_coding	3975
ENSG00000174243	9416	DDX23	protein_coding	3866
ENSG00000174255	7634	ZNF80	protein_coding	1374
ENSG00000174276	741	ZNHIT2	protein_coding	1121
ENSG00000174279	344191	EVX2	protein_coding	4203
ENSG00000174282	57659	ZBTB4	protein_coding	6026
ENSG00000174292	8711	TNK1	protein_coding	3371
ENSG00000174306	23051	ZHX3	protein_coding	11401
ENSG00000174307	23612	PHLDA3	protein_coding	2029
ENSG00000174325	116093	DIRC1	protein_coding	1037
ENSG00000174326	162515	SLC16A11	protein_coding	1803
ENSG00000174327	201232	SLC16A13	protein_coding	1748
ENSG00000174332	148979	GLIS1	protein_coding	2812
ENSG00000174339	134083	OR2Y1	protein_coding	1058
ENSG00000174343	55584	CHRNA9	protein_coding	3168
ENSG00000174348	127435	PODN	protein_coding	4023
ENSG00000174353	378108	STAG3L3	pseudogene	3122
ENSG00000174358	340024	SLC6A19	protein_coding	5276
ENSG00000174365	NA	SNHG11	processed_transcript	1613
ENSG00000174368	NA	PMS2P2	pseudogene	1706
ENSG00000174370	219833	C11orf45	protein_coding	3750
ENSG00000174371	9156	EXO1	protein_coding	4140
ENSG00000174373	253959	RALGAPA1	protein_coding	9830
ENSG00000174374	NA	WBSCR16	protein_coding	3772
ENSG00000174384	NA	RP11-313P13.4	pseudogene	305
ENSG00000174403	NA	C20orf166-AS1	antisense	3397
ENSG00000174405	3981	LIG4	protein_coding	4412
ENSG00000174407	128826	C20orf166	protein_coding	1195
ENSG00000174408	NA	PPIAP24	pseudogene	471
ENSG00000174417	7201	TRHR	protein_coding	1678
ENSG00000174418	NA	RPL35P9	pseudogene	350
ENSG00000174428	389524	GTF2IRD2B	protein_coding	5035
ENSG00000174429	137735	ABRA	protein_coding	2755
ENSG00000174437	488	ATP2A2	protein_coding	9139
ENSG00000174442	55055	ZWILCH	protein_coding	3682
ENSG00000174444	6124	RPL4	protein_coding	3439
ENSG00000174446	10302	SNAPC5	protein_coding	1926
ENSG00000174448	147323	STARD6	protein_coding	1814
ENSG00000174450	283685	GOLGA6L2	protein_coding	3030
ENSG00000174453	402117	VWC2L	protein_coding	4610
ENSG00000174456	400073	C12orf76	protein_coding	5920
ENSG00000174460	170261	ZCCHC12	protein_coding	2231
ENSG00000174469	26047	CNTNAP2	protein_coding	10308
ENSG00000174473	442117	GALNTL6	protein_coding	9241
ENSG00000174482	158038	LINGO2	protein_coding	3590
ENSG00000174483	582	BBS1	protein_coding	4519
ENSG00000174485	10260	DENND4A	protein_coding	7912
ENSG00000174495	NA	AC005017.2	pseudogene	490
ENSG00000174498	9543	IGDCC3	protein_coding	4912
ENSG00000174500	257144	GCSAM	protein_coding	3708
ENSG00000174501	400986	ANKRD36C	protein_coding	6547
ENSG00000174502	115019	SLC26A9	protein_coding	4726
ENSG00000174514	148808	MFSD4	protein_coding	5570
ENSG00000174516	246330	PELI3	protein_coding	3192
ENSG00000174521	148014	TTC9B	protein_coding	843
ENSG00000174527	283446	MYO1H	protein_coding	4133
ENSG00000174529	388730	TMEM81	protein_coding	1388
ENSG00000174547	65003	MRPL11	protein_coding	2539
ENSG00000174562	55554	KLK15	protein_coding	1497
ENSG00000174564	53833	IL20RB	protein_coding	2370
ENSG00000174567	127845	GOLT1A	protein_coding	1136
ENSG00000174572	NA	RP11-209A2.1	pseudogene	670
ENSG00000174574	79647	AKIRIN1	protein_coding	2741
ENSG00000174576	266743	NPAS4	protein_coding	3303
ENSG00000174579	55167	MSL2	protein_coding	5095
ENSG00000174586	162968	ZNF497	protein_coding	2754
ENSG00000174595	NA	KLF14	protein_coding	1488
ENSG00000174599	133022	TRAM1L1	protein_coding	2019
ENSG00000174600	1240	CMKLR1	protein_coding	5690
ENSG00000174606	90806	ANGEL2	protein_coding	7349
ENSG00000174607	7368	UGT8	protein_coding	4699
ENSG00000174611	339855	KY	protein_coding	2777
ENSG00000174628	124152	IQCK	protein_coding	2656
ENSG00000174640	6578	SLCO2A1	protein_coding	4350
ENSG00000174652	10781	ZNF266	protein_coding	5269
ENSG00000174667	125958	OR7D4	protein_coding	1017
ENSG00000174669	3177	SLC29A2	protein_coding	2441
ENSG00000174672	9024	BRSK2	protein_coding	6003
ENSG00000174677	NA	VN1R6P	pseudogene	907
ENSG00000174678	NA	FAM47DP	pseudogene	3290
ENSG00000174680	NA	GRIK1-AS1	antisense	1330
ENSG00000174684	11041	B3GNT1	protein_coding	2072
ENSG00000174695	153339	TMEM167A	protein_coding	4844
ENSG00000174697	3952	LEP	protein_coding	3420
ENSG00000174705	285590	SH3PXD2B	protein_coding	7977
ENSG00000174715	NA	RP11-79L9.2	pseudogene	504
ENSG00000174718	55196	KIAA1551	protein_coding	6571
ENSG00000174720	51574	LARP7	protein_coding	2919
ENSG00000174721	143282	FGFBP3	protein_coding	2275
ENSG00000174738	9975	NR1D2	protein_coding	5498
ENSG00000174740	140886	PABPC5	protein_coding	3450
ENSG00000174744	25855	BRMS1	protein_coding	1674
ENSG00000174748	6138	RPL15	protein_coding	4795
ENSG00000174749	132720	C4orf32	protein_coding	8901
ENSG00000174775	3265	HRAS	protein_coding	1854
ENSG00000174776	151790	WDR49	protein_coding	3740
ENSG00000174780	6731	SRP72	protein_coding	4095
ENSG00000174788	126006	PCP2	protein_coding	601
ENSG00000174791	9610	RIN1	protein_coding	2971
ENSG00000174792	152816	C4orf26	protein_coding	2054
ENSG00000174796	152815	THAP6	protein_coding	5839
ENSG00000174799	9662	CEP135	protein_coding	6831
ENSG00000174804	8322	FZD4	protein_coding	5984
ENSG00000174807	57124	CD248	protein_coding	2558
ENSG00000174808	685	BTC	protein_coding	2816
ENSG00000174827	5174	PDZK1	protein_coding	2347
ENSG00000174837	2015	EMR1	protein_coding	3310
ENSG00000174839	201627	DENND6A	protein_coding	4659
ENSG00000174840	201626	PDE12	protein_coding	8947
ENSG00000174842	11146	GLMN	protein_coding	2037
ENSG00000174844	201625	DNAH12	protein_coding	10553
ENSG00000174851	10897	YIF1A	protein_coding	1489
ENSG00000174871	254263	CNIH2	protein_coding	1696
ENSG00000174876	277	AMY1B	protein_coding	2334
ENSG00000174885	171389	NLRP6	protein_coding	2939
ENSG00000174886	126328	NDUFA11	protein_coding	4613
ENSG00000174891	51319	RSRC1	protein_coding	4603
ENSG00000174898	257062	CATSPERD	protein_coding	3084
ENSG00000174899	152078	C3orf55	protein_coding	3180
ENSG00000174903	81876	RAB1B	protein_coding	1153
ENSG00000174912	NA	METTL15P1	pseudogene	1045
ENSG00000174914	390174	OR9G1	protein_coding	918
ENSG00000174915	81490	PTDSS2	protein_coding	3579
ENSG00000174917	125988	C19orf70	protein_coding	1258
ENSG00000174928	285315	C3orf33	protein_coding	2139
ENSG00000174930	NA	VN2R1P	pseudogene	1861
ENSG00000174937	219482	OR5M3	protein_coding	1051
ENSG00000174938	26470	SEZ6L2	protein_coding	3840
ENSG00000174939	253982	ASPHD1	protein_coding	1980
ENSG00000174942	NA	OR5R1	protein_coding	975
ENSG00000174943	253980	KCTD13	protein_coding	4237
ENSG00000174944	9934	P2RY14	protein_coding	2815
ENSG00000174945	155185	AMZ1	protein_coding	6841
ENSG00000174946	29909	GPR171	protein_coding	1795
ENSG00000174948	344758	GPR149	protein_coding	2323
ENSG00000174950	388611	CD164L2	protein_coding	2041
ENSG00000174951	2523	FUT1	protein_coding	4343
ENSG00000174953	170506	DHX36	protein_coding	6951
ENSG00000174957	282775	OR5J2	protein_coding	939
ENSG00000174963	84107	ZIC4	protein_coding	6181
ENSG00000174970	282770	OR10AG1	protein_coding	1016
ENSG00000174977	NA	AC026271.5	pseudogene	1348
ENSG00000174982	219431	OR4S2	protein_coding	936
ENSG00000174989	26259	FBXW8	protein_coding	4686
ENSG00000174990	763	CA5A	protein_coding	1194
ENSG00000174992	653808	ZG16	protein_coding	1934
ENSG00000174996	64837	KLC2	protein_coding	4465
ENSG00000175003	6580	SLC22A1	protein_coding	2291
ENSG00000175018	387718	TEX36	protein_coding	1308
ENSG00000175029	1488	CTBP2	protein_coding	6901
ENSG00000175040	9435	CHST2	protein_coding	3526
ENSG00000175048	79683	ZDHHC14	protein_coding	7437
ENSG00000175054	545	ATR	protein_coding	9791
ENSG00000175061	NA	C17orf76-AS1	processed_transcript	3408
ENSG00000175063	11065	UBE2C	protein_coding	1641
ENSG00000175065	147409	DSG4	protein_coding	4696
ENSG00000175066	256356	GK5	protein_coding	5560
ENSG00000175073	80124	VCPIP1	protein_coding	9942
ENSG00000175077	132112	RTP1	protein_coding	1352
ENSG00000175084	1674	DES	protein_coding	2144
ENSG00000175087	149420	PDIK1L	protein_coding	4527
ENSG00000175093	92369	SPSB4	protein_coding	3740
ENSG00000175097	5897	RAG2	protein_coding	2593
ENSG00000175104	7189	TRAF6	protein_coding	4871
ENSG00000175105	55279	ZNF654	protein_coding	4887
ENSG00000175106	201158	TVP23C	protein_coding	5185
ENSG00000175110	56945	MRPS22	protein_coding	2541
ENSG00000175115	55690	PACS1	protein_coding	5995
ENSG00000175121	149708	WFDC5	protein_coding	1044
ENSG00000175130	65108	MARCKSL1	protein_coding	1699
ENSG00000175137	80851	SH3BP5L	protein_coding	6461
ENSG00000175143	26696	OR2T1	protein_coding	1110
ENSG00000175147	NA	TMEM51-AS1	processed_transcript	1107
ENSG00000175155	388403	YPEL2	protein_coding	5226
ENSG00000175161	253559	CADM2	protein_coding	9990
ENSG00000175164	28	ABO	processed_transcript	1178
ENSG00000175166	5708	PSMD2	protein_coding	3891
ENSG00000175170	NA	FAM182B	protein_coding	3852
ENSG00000175175	22843	PPM1E	protein_coding	2988
ENSG00000175182	131408	FAM131A	protein_coding	6506
ENSG00000175183	1466	CSRP2	protein_coding	1171
ENSG00000175189	3626	INHBC	protein_coding	1992
ENSG00000175193	55486	PARL	protein_coding	1471
ENSG00000175197	1649	DDIT3	protein_coding	823
ENSG00000175198	5095	PCCA	protein_coding	4486
ENSG00000175202	123346	HIGD2B	protein_coding	1116
ENSG00000175203	10540	DCTN2	protein_coding	2595
ENSG00000175206	4878	NPPA	protein_coding	834
ENSG00000175213	79797	ZNF408	protein_coding	2442
ENSG00000175215	10106	CTDSP2	protein_coding	4934
ENSG00000175216	9793	CKAP5	protein_coding	7746
ENSG00000175220	392	ARHGAP1	protein_coding	3639
ENSG00000175221	10025	MED16	protein_coding	3890
ENSG00000175224	9776	ATG13	protein_coding	5711
ENSG00000175229	89792	GAL3ST3	protein_coding	2181
ENSG00000175262	148345	C1orf127	protein_coding	2792
ENSG00000175264	8534	CHST1	protein_coding	2632
ENSG00000175265	23015	GOLGA8A	protein_coding	6908
ENSG00000175267	146177	VWA3A	protein_coding	4824
ENSG00000175274	9537	TP53I11	protein_coding	6552
ENSG00000175279	378708	APITD1	protein_coding	1389
ENSG00000175283	22845	DOLK	protein_coding	2090
ENSG00000175287	254295	PHYHD1	protein_coding	2915
ENSG00000175294	117144	CATSPER1	protein_coding	2619
ENSG00000175302	NA	ANKRD30BP1	pseudogene	2190
ENSG00000175305	9134	CCNE2	protein_coding	2127
ENSG00000175309	85007	PHYKPL	protein_coding	5169
ENSG00000175311	257629	ANKS4B	protein_coding	2936
ENSG00000175315	1474	CST6	protein_coding	759
ENSG00000175318	196996	GRAMD2	protein_coding	4593
ENSG00000175319	NA	NF1P5	pseudogene	450
ENSG00000175322	162655	ZNF519	protein_coding	7303
ENSG00000175324	27257	LSM1	protein_coding	1040
ENSG00000175325	5626	PROP1	protein_coding	1464
ENSG00000175329	91464	ISX	protein_coding	3384
ENSG00000175334	8815	BANF1	protein_coding	1547
ENSG00000175336	319	APOF	protein_coding	1715
ENSG00000175344	1139	CHRNA7	protein_coding	5766
ENSG00000175348	56674	TMEM9B	protein_coding	2843
ENSG00000175352	56675	NRIP3	protein_coding	4123
ENSG00000175354	5771	PTPN2	protein_coding	5024
ENSG00000175356	57758	SCUBE2	protein_coding	6223
ENSG00000175376	84285	EIF1AD	protein_coding	3074
ENSG00000175387	4087	SMAD2	protein_coding	13770
ENSG00000175390	8665	EIF3F	protein_coding	7814
ENSG00000175393	NA	OR10A6	protein_coding	1030
ENSG00000175395	219749	ZNF25	protein_coding	4244
ENSG00000175398	121130	OR10P1	protein_coding	995
ENSG00000175414	285598	ARL10	protein_coding	11059
ENSG00000175416	1212	CLTB	protein_coding	2039
ENSG00000175426	5122	PCSK1	protein_coding	5307
ENSG00000175445	4023	LPL	protein_coding	4237
ENSG00000175449	317671	RFESD	protein_coding	4107
ENSG00000175455	64770	CCDC14	protein_coding	11254
ENSG00000175463	374403	TBC1D10C	protein_coding	1839
ENSG00000175467	9092	SART1	protein_coding	3402
ENSG00000175470	55844	PPP2R2D	protein_coding	5248
ENSG00000175471	79772	MCTP1	protein_coding	10005
ENSG00000175482	57804	POLD4	protein_coding	1961
ENSG00000175485	120787	OR52W1	protein_coding	1114
ENSG00000175489	126364	LRRC25	protein_coding	2415
ENSG00000175497	57628	DPP10	protein_coding	8400
ENSG00000175505	23529	CLCF1	protein_coding	1986
ENSG00000175509	NA	RP11-395L14.13	pseudogene	698
ENSG00000175513	254187	TSGA10IP	polymorphic_pseudogene	1969
ENSG00000175514	390212	GPR152	protein_coding	1105
ENSG00000175518	143630	UBQLNL	protein_coding	2313
ENSG00000175520	50613	UBQLN3	protein_coding	2440
ENSG00000175535	5406	PNLIP	protein_coding	1539
ENSG00000175536	387787	LIPT2	protein_coding	819
ENSG00000175538	10008	KCNE3	protein_coding	3068
ENSG00000175544	57010	CABP4	protein_coding	1918
ENSG00000175548	144245	ALG10B	protein_coding	3086
