"id"	"ensembl_gene_id"	"biotype"	"hgnc_symbol"	"entrezgene_id"
"ENSG00000160404"	"ENSG00000160404.18"	"protein_coding"	"TOR2A"	27433
"ENSG00000160408"	"ENSG00000160408.14"	"protein_coding"	"ST6GALNAC6"	30815
"ENSG00000160410"	"ENSG00000160410.15"	"protein_coding"	"SHKBP1"	92799
"ENSG00000160439"	"ENSG00000160439.16"	"protein_coding"	"RDH13"	112724
"ENSG00000160445"	"ENSG00000160445.11"	"protein_coding"	"ZER1"	10444
"ENSG00000160446"	"ENSG00000160446.19"	"protein_coding"	"ZDHHC12"	84885
"ENSG00000160447"	"ENSG00000160447.7"	"protein_coding"	"PKN3"	29941
"ENSG00000160460"	"ENSG00000160460.16"	"protein_coding"	"SPTBN4"	57731
"ENSG00000160469"	"ENSG00000160469.17"	"protein_coding"	"BRSK1"	84446
"ENSG00000160471"	"ENSG00000160471.13"	"protein_coding"	"COX6B2"	125965
"ENSG00000160472"	"ENSG00000160472.5"	"protein_coding"	"TMEM190"	147744
"ENSG00000160505"	"ENSG00000160505.16"	"protein_coding"	"NLRP4"	147945
"ENSG00000160539"	"ENSG00000160539.6"	"protein_coding"	"PLPP7"	84814
"ENSG00000160551"	"ENSG00000160551.11"	"protein_coding"	"TAOK1"	57551
"ENSG00000160563"	"ENSG00000160563.14"	"protein_coding"	"MED27"	9442
"ENSG00000160570"	"ENSG00000160570.14"	"protein_coding"	"DEDD2"	162989
"ENSG00000160584"	"ENSG00000160584.16"	"protein_coding"	"SIK3"	23387
"ENSG00000160588"	"ENSG00000160588.10"	"protein_coding"	"MPZL3"	196264
"ENSG00000160593"	"ENSG00000160593.19"	"protein_coding"	"JAML"	120425
"ENSG00000160602"	"ENSG00000160602.14"	"protein_coding"	"NEK8"	284086
"ENSG00000160606"	"ENSG00000160606.11"	"protein_coding"	"TLCD1"	116238
"ENSG00000160613"	"ENSG00000160613.13"	"protein_coding"	"PCSK7"	9159
"ENSG00000160633"	"ENSG00000160633.13"	"protein_coding"	"SAFB"	6294
"ENSG00000160654"	"ENSG00000160654.10"	"protein_coding"	"CD3G"	917
"ENSG00000160678"	"ENSG00000160678.11"	"protein_coding"	"S100A1"	6271
"ENSG00000160679"	"ENSG00000160679.13"	"protein_coding"	"CHTOP"	26097
"ENSG00000160683"	"ENSG00000160683.5"	"protein_coding"	"CXCR5"	643
"ENSG00000160685"	"ENSG00000160685.13"	"protein_coding"	"ZBTB7B"	51043
"ENSG00000160688"	"ENSG00000160688.19"	"protein_coding"	"FLAD1"	80308
"ENSG00000160691"	"ENSG00000160691.18"	"protein_coding"	"SHC1"	6464
"ENSG00000160695"	"ENSG00000160695.14"	"protein_coding"	"VPS11"	55823
"ENSG00000160703"	"ENSG00000160703.16"	"protein_coding"	"NLRX1"	79671
"ENSG00000160710"	"ENSG00000160710.17"	"protein_coding"	"ADAR"	103
"ENSG00000160712"	"ENSG00000160712.13"	"protein_coding"	"IL6R"	3570
"ENSG00000160714"	"ENSG00000160714.10"	"protein_coding"	"UBE2Q1"	55585
"ENSG00000160716"	"ENSG00000160716.6"	"protein_coding"	"CHRNB2"	1141
"ENSG00000160741"	"ENSG00000160741.17"	"protein_coding"	"CRTC2"	200186
"ENSG00000160746"	"ENSG00000160746.13"	"protein_coding"	"ANO10"	55129
"ENSG00000160752"	"ENSG00000160752.14"	"protein_coding"	"FDPS"	2224
"ENSG00000160753"	"ENSG00000160753.16"	"protein_coding"	"RUSC1"	23623
"ENSG00000160766"	"ENSG00000160766.14"	"transcribed_unprocessed_pseudogene"	"GBAP1"	2630
"ENSG00000160767"	"ENSG00000160767.21"	"protein_coding"	"FAM189B"	10712
"ENSG00000160781"	"ENSG00000160781.17"	"protein_coding"	"PAQR6"	79957
"ENSG00000160783"	"ENSG00000160783.19"	"protein_coding"	"PMF1"	11243
"ENSG00000160785"	"ENSG00000160785.13"	"protein_coding"	"SLC25A44"	9673
"ENSG00000160789"	"ENSG00000160789.20"	"protein_coding"	"LMNA"	4000
"ENSG00000160791"	"ENSG00000160791.13"	"protein_coding"	"CCR5"	1234
"ENSG00000160796"	"ENSG00000160796.17"	"protein_coding"	"NBEAL2"	23218
"ENSG00000160799"	"ENSG00000160799.11"	"protein_coding"	"CCDC12"	151903
"ENSG00000160801"	"ENSG00000160801.14"	"protein_coding"	"PTH1R"	5745
"ENSG00000160803"	"ENSG00000160803.8"	"protein_coding"	"UBQLN4"	56893
"ENSG00000160808"	"ENSG00000160808.10"	"protein_coding"	"MYL3"	4634
"ENSG00000160813"	"ENSG00000160813.7"	"protein_coding"	"PPP1R35"	221908
"ENSG00000160818"	"ENSG00000160818.16"	"protein_coding"	"GPATCH4"	54865
"ENSG00000160838"	"ENSG00000160838.14"	"protein_coding"	"LRRC71"	149499
"ENSG00000160856"	"ENSG00000160856.21"	"protein_coding"	"FCRL3"	115352
"ENSG00000160862"	"ENSG00000160862.13"	"protein_coding"	"AZGP1"	563
"ENSG00000160867"	"ENSG00000160867.15"	"protein_coding"	"FGFR4"	2264
"ENSG00000160868"	"ENSG00000160868.15"	"protein_coding"	"CYP3A4"	1576
"ENSG00000160870"	"ENSG00000160870.14"	"protein_coding"	"CYP3A7"	1551
"ENSG00000160877"	"ENSG00000160877.6"	"protein_coding"	"NACC1"	112939
"ENSG00000160882"	"ENSG00000160882.11"	"protein_coding"	"CYP11B1"	1584
"ENSG00000160883"	"ENSG00000160883.11"	"protein_coding"	"HK3"	3101
"ENSG00000160886"	"ENSG00000160886.13"	"protein_coding"	"LY6K"	54742
"ENSG00000160888"	"ENSG00000160888.7"	"protein_coding"	"IER2"	9592
"ENSG00000160908"	"ENSG00000160908.15"	"protein_coding"	"ZNF394"	84124
"ENSG00000160917"	"ENSG00000160917.15"	"protein_coding"	"CPSF4"	10898
"ENSG00000160932"	"ENSG00000160932.11"	"protein_coding"	"LY6E"	4061
"ENSG00000160948"	"ENSG00000160948.14"	"protein_coding"	"VPS28"	51160
"ENSG00000160949"	"ENSG00000160949.17"	"protein_coding"	"TONSL"	4796
"ENSG00000160951"	"ENSG00000160951.4"	"protein_coding"	"PTGER1"	5731
"ENSG00000160953"	"ENSG00000160953.16"	"protein_coding"	"PWWP3A"	84939
"ENSG00000160957"	"ENSG00000160957.13"	"protein_coding"	"RECQL4"	9401
"ENSG00000160959"	"ENSG00000160959.8"	"protein_coding"	"LRRC14"	9684
"ENSG00000160961"	"ENSG00000160961.12"	"protein_coding"	"ZNF333"	84449
"ENSG00000160963"	"ENSG00000160963.14"	"protein_coding"	"COL26A1"	136227
"ENSG00000160972"	"ENSG00000160972.9"	"protein_coding"	"PPP1R16A"	84988
"ENSG00000160973"	"ENSG00000160973.8"	"protein_coding"	"FOXH1"	8928
"ENSG00000160991"	"ENSG00000160991.16"	"protein_coding"	"ORAI2"	80228
"ENSG00000160993"	"ENSG00000160993.4"	"protein_coding"	"ALKBH4"	54784
"ENSG00000160994"	"ENSG00000160994.4"	"protein_coding"	"CCDC105"	126402
"ENSG00000160999"	"ENSG00000160999.10"	"protein_coding"	"SH2B2"	10603
"ENSG00000161010"	"ENSG00000161010.15"	"protein_coding"	"MRNIP"	51149
"ENSG00000161011"	"ENSG00000161011.20"	"protein_coding"	"SQSTM1"	8878
"ENSG00000161013"	"ENSG00000161013.17"	"protein_coding"	"MGAT4B"	11282
"ENSG00000161016"	"ENSG00000161016.17"	"protein_coding"	"RPL8"	6132
"ENSG00000161021"	"ENSG00000161021.13"	"protein_coding"	"MAML1"	9794
"ENSG00000161031"	"ENSG00000161031.13"	"protein_coding"	"PGLYRP2"	114770
"ENSG00000161036"	"ENSG00000161036.13"	"protein_coding"	"LRWD1"	222229
"ENSG00000161040"	"ENSG00000161040.16"	"protein_coding"	"FBXL13"	222235
"ENSG00000161048"	"ENSG00000161048.11"	"protein_coding"	"NAPEPLD"	222236
"ENSG00000161055"	"ENSG00000161055.4"	"protein_coding"	"SCGB3A1"	92304
"ENSG00000161057"	"ENSG00000161057.12"	"protein_coding"	"PSMC2"	5701
"ENSG00000161082"	"ENSG00000161082.13"	"protein_coding"	"CELF5"	60680
"ENSG00000161091"	"ENSG00000161091.13"	"protein_coding"	"MFSD12"	126321
"ENSG00000161103"	"ENSG00000161103.11"	"transcribed_processed_pseudogene"	"AC008132.1"	102725072
"ENSG00000161132"	"ENSG00000161132.6"	"unprocessed_pseudogene"	"AC007663.1"	NA
"ENSG00000161133"	"ENSG00000161133.16"	"protein_coding"	"USP41"	373856
"ENSG00000161149"	"ENSG00000161149.12"	"lncRNA"	"TUBA3FP"	113691
"ENSG00000161179"	"ENSG00000161179.13"	"protein_coding"	"YDJC"	150223
"ENSG00000161180"	"ENSG00000161180.11"	"protein_coding"	"CCDC116"	164592
"ENSG00000161202"	"ENSG00000161202.20"	"protein_coding"	"DVL3"	1857
"ENSG00000161203"	"ENSG00000161203.13"	"protein_coding"	"AP2M1"	1173
"ENSG00000161204"	"ENSG00000161204.11"	"protein_coding"	"ABCF3"	55324
"ENSG00000161217"	"ENSG00000161217.12"	"protein_coding"	"PCYT1A"	5130
"ENSG00000161243"	"ENSG00000161243.9"	"protein_coding"	"FBXO27"	126433
"ENSG00000161249"	"ENSG00000161249.21"	"protein_coding"	"DMKN"	93099
"ENSG00000161265"	"ENSG00000161265.15"	"protein_coding"	"U2AF1L4"	199746
"ENSG00000161267"	"ENSG00000161267.12"	"protein_coding"	"BDH1"	622
"ENSG00000161270"	"ENSG00000161270.19"	"protein_coding"	"NPHS1"	4868
"ENSG00000161277"	"ENSG00000161277.11"	"protein_coding"	"THAP8"	199745
"ENSG00000161281"	"ENSG00000161281.11"	"protein_coding"	"COX7A1"	1346
"ENSG00000161298"	"ENSG00000161298.18"	"protein_coding"	"ZNF382"	84911
"ENSG00000161328"	"ENSG00000161328.11"	"protein_coding"	"LRRC56"	115399
"ENSG00000161381"	"ENSG00000161381.14"	"protein_coding"	"PLXDC1"	57125
"ENSG00000161395"	"ENSG00000161395.14"	"protein_coding"	"PGAP3"	93210
"ENSG00000161405"	"ENSG00000161405.17"	"protein_coding"	"IKZF3"	22806
"ENSG00000161509"	"ENSG00000161509.14"	"protein_coding"	"GRIN2C"	2905
"ENSG00000161513"	"ENSG00000161513.12"	"protein_coding"	"FDXR"	2232
"ENSG00000161526"	"ENSG00000161526.15"	"protein_coding"	"SAP30BP"	29115
"ENSG00000161533"	"ENSG00000161533.12"	"protein_coding"	"ACOX1"	51
"ENSG00000161542"	"ENSG00000161542.17"	"protein_coding"	"PRPSAP1"	5635
"ENSG00000161544"	"ENSG00000161544.10"	"protein_coding"	"CYGB"	114757
"ENSG00000161547"	"ENSG00000161547.16"	"protein_coding"	"SRSF2"	6427
"ENSG00000161551"	"ENSG00000161551.14"	"protein_coding"	"ZNF577"	84765
"ENSG00000161558"	"ENSG00000161558.11"	"protein_coding"	"TMEM143"	55260
"ENSG00000161594"	"ENSG00000161594.7"	"protein_coding"	"KLHL10"	317719
"ENSG00000161609"	"ENSG00000161609.10"	"protein_coding"	"CCDC155"	147872
"ENSG00000161610"	"ENSG00000161610.1"	"protein_coding"	"HCRT"	3060
"ENSG00000161618"	"ENSG00000161618.10"	"protein_coding"	"ALDH16A1"	126133
"ENSG00000161634"	"ENSG00000161634.12"	"protein_coding"	"DCD"	117159
"ENSG00000161638"	"ENSG00000161638.11"	"protein_coding"	"ITGA5"	3678
"ENSG00000161640"	"ENSG00000161640.15"	"protein_coding"	"SIGLEC11"	114132
"ENSG00000161642"	"ENSG00000161642.17"	"protein_coding"	"ZNF385A"	25946
"ENSG00000161643"	"ENSG00000161643.12"	"transcribed_unprocessed_pseudogene"	"SIGLEC16"	400709
"ENSG00000161647"	"ENSG00000161647.18"	"protein_coding"	"MPP3"	4356
"ENSG00000161649"	"ENSG00000161649.13"	"protein_coding"	"CD300LG"	146894
"ENSG00000161652"	"ENSG00000161652.12"	"protein_coding"	"IZUMO2"	126123
"ENSG00000161653"	"ENSG00000161653.11"	"protein_coding"	"NAGS"	162417
"ENSG00000161654"	"ENSG00000161654.9"	"protein_coding"	"LSM12"	124801
"ENSG00000161664"	"ENSG00000161664.7"	"protein_coding"	"ASB16"	92591
"ENSG00000161671"	"ENSG00000161671.16"	"protein_coding"	"EMC10"	284361
"ENSG00000161677"	"ENSG00000161677.11"	"protein_coding"	"JOSD2"	126119
"ENSG00000161681"	"ENSG00000161681.15"	"protein_coding"	"SHANK1"	50944
"ENSG00000161682"	"ENSG00000161682.15"	"protein_coding"	"FAM171A2"	284069
"ENSG00000161692"	"ENSG00000161692.18"	"protein_coding"	"DBF4B"	80174
"ENSG00000161714"	"ENSG00000161714.12"	"protein_coding"	"PLCD3"	113026
"ENSG00000161791"	"ENSG00000161791.14"	"protein_coding"	"FMNL3"	91010
"ENSG00000161798"	"ENSG00000161798.7"	"protein_coding"	"AQP5"	362
"ENSG00000161800"	"ENSG00000161800.13"	"protein_coding"	"RACGAP1"	29127
"ENSG00000161807"	"ENSG00000161807.3"	"protein_coding"	"OR7G1"	125962
"ENSG00000161813"	"ENSG00000161813.22"	"protein_coding"	"LARP4"	113251
"ENSG00000161835"	"ENSG00000161835.11"	"protein_coding"	"GRASP"	160622
"ENSG00000161847"	"ENSG00000161847.14"	"protein_coding"	"RAVER1"	125950
"ENSG00000161849"	"ENSG00000161849.3"	"protein_coding"	"KRT84"	3890
"ENSG00000161850"	"ENSG00000161850.2"	"protein_coding"	"KRT82"	3888
"ENSG00000161860"	"ENSG00000161860.8"	"protein_coding"	"SYCE2"	256126
"ENSG00000161888"	"ENSG00000161888.11"	"protein_coding"	"SPC24"	147841
"ENSG00000161896"	"ENSG00000161896.12"	"protein_coding"	"IP6K3"	117283
"ENSG00000161904"	"ENSG00000161904.12"	"protein_coding"	"LEMD2"	221496
"ENSG00000161905"	"ENSG00000161905.12"	"protein_coding"	"ALOX15"	246
"ENSG00000161911"	"ENSG00000161911.11"	"protein_coding"	"TREML1"	340205
"ENSG00000161912"	"ENSG00000161912.18"	"transcribed_unprocessed_pseudogene"	"ADCY10P1"	221442
"ENSG00000161914"	"ENSG00000161914.10"	"protein_coding"	"ZNF653"	115950
"ENSG00000161920"	"ENSG00000161920.10"	"protein_coding"	"MED11"	400569
"ENSG00000161921"	"ENSG00000161921.15"	"protein_coding"	"CXCL16"	58191
"ENSG00000161929"	"ENSG00000161929.15"	"protein_coding"	"SCIMP"	388325
"ENSG00000161939"	"ENSG00000161939.19"	"protein_coding"	"RNASEK-C17orf49"	NA
"ENSG00000161940"	"ENSG00000161940.11"	"protein_coding"	"BCL6B"	255877
"ENSG00000161944"	"ENSG00000161944.16"	"protein_coding"	"ASGR2"	433
"ENSG00000161955"	"ENSG00000161955.16"	"protein_coding"	"TNFSF13"	8741
"ENSG00000161956"	"ENSG00000161956.13"	"protein_coding"	"SENP3"	26168
"ENSG00000161958"	"ENSG00000161958.11"	"protein_coding"	"FGF11"	2256
"ENSG00000161960"	"ENSG00000161960.15"	"protein_coding"	"EIF4A1"	1973
"ENSG00000161970"	"ENSG00000161970.15"	"protein_coding"	"RPL26"	6154
"ENSG00000161973"	"ENSG00000161973.11"	"protein_coding"	"CCDC42"	146849
"ENSG00000161980"	"ENSG00000161980.6"	"protein_coding"	"POLR3K"	51728
"ENSG00000161981"	"ENSG00000161981.10"	"protein_coding"	"SNRNP25"	79622
"ENSG00000161992"	"ENSG00000161992.6"	"protein_coding"	"PRR35"	146325
"ENSG00000161996"	"ENSG00000161996.19"	"protein_coding"	"WDR90"	197335
"ENSG00000161999"	"ENSG00000161999.12"	"protein_coding"	"JMJD8"	339123
"ENSG00000162004"	"ENSG00000162004.17"	"protein_coding"	"CCDC78"	124093
"ENSG00000162006"	"ENSG00000162006.9"	"protein_coding"	"MSLNL"	NA
"ENSG00000162009"	"ENSG00000162009.8"	"protein_coding"	"SSTR5"	6755
"ENSG00000162032"	"ENSG00000162032.16"	"protein_coding"	"SPSB3"	90864
"ENSG00000162039"	"ENSG00000162039.15"	"protein_coding"	"MEIOB"	254528
"ENSG00000162040"	"ENSG00000162040.7"	"protein_coding"	"HS3ST6"	64711
"ENSG00000162062"	"ENSG00000162062.15"	"protein_coding"	"TEDC2"	80178
"ENSG00000162063"	"ENSG00000162063.13"	"protein_coding"	"CCNF"	899
"ENSG00000162065"	"ENSG00000162065.14"	"protein_coding"	"TBC1D24"	57465
"ENSG00000162066"	"ENSG00000162066.15"	"protein_coding"	"AMDHD2"	51005
"ENSG00000162068"	"ENSG00000162068.2"	"protein_coding"	"NTN3"	4917
"ENSG00000162069"	"ENSG00000162069.16"	"protein_coding"	"BICDL2"	146439
"ENSG00000162073"	"ENSG00000162073.14"	"protein_coding"	"PAQR4"	124222
"ENSG00000162076"	"ENSG00000162076.13"	"protein_coding"	"FLYWCH2"	114984
"ENSG00000162078"	"ENSG00000162078.11"	"protein_coding"	"ZG16B"	124220
"ENSG00000162086"	"ENSG00000162086.15"	"protein_coding"	"ZNF75A"	7627
"ENSG00000162104"	"ENSG00000162104.10"	"protein_coding"	"ADCY9"	115
"ENSG00000162105"	"ENSG00000162105.19"	"protein_coding"	"SHANK2"	22941
"ENSG00000162129"	"ENSG00000162129.14"	"protein_coding"	"CLPB"	81570
"ENSG00000162139"	"ENSG00000162139.10"	"protein_coding"	"NEU3"	10825
"ENSG00000162144"	"ENSG00000162144.9"	"protein_coding"	"CYB561A3"	220002
"ENSG00000162148"	"ENSG00000162148.11"	"protein_coding"	"PPP1R32"	220004
"ENSG00000162174"	"ENSG00000162174.12"	"protein_coding"	"ASRGL1"	80150
"ENSG00000162188"	"ENSG00000162188.6"	"protein_coding"	"GNG3"	2785
"ENSG00000162191"	"ENSG00000162191.13"	"protein_coding"	"UBXN1"	51035
"ENSG00000162194"	"ENSG00000162194.12"	"protein_coding"	"LBHD1"	79081
"ENSG00000162222"	"ENSG00000162222.14"	"protein_coding"	"TTC9C"	283237
"ENSG00000162227"	"ENSG00000162227.8"	"protein_coding"	"TAF6L"	10629
"ENSG00000162231"	"ENSG00000162231.14"	"protein_coding"	"NXF1"	10482
"ENSG00000162236"	"ENSG00000162236.12"	"protein_coding"	"STX5"	6811
"ENSG00000162241"	"ENSG00000162241.12"	"protein_coding"	"SLC25A45"	283130
"ENSG00000162244"	"ENSG00000162244.12"	"protein_coding"	"RPL29"	6159
"ENSG00000162267"	"ENSG00000162267.12"	"protein_coding"	"ITIH3"	3699
"ENSG00000162298"	"ENSG00000162298.18"	"protein_coding"	"SYVN1"	84447
"ENSG00000162300"	"ENSG00000162300.13"	"protein_coding"	"ZFPL1"	7542
"ENSG00000162302"	"ENSG00000162302.13"	"protein_coding"	"RPS6KA4"	8986
"ENSG00000162337"	"ENSG00000162337.12"	"protein_coding"	"LRP5"	4041
"ENSG00000162341"	"ENSG00000162341.18"	"protein_coding"	"TPCN2"	219931
"ENSG00000162344"	"ENSG00000162344.4"	"protein_coding"	"FGF19"	9965
"ENSG00000162365"	"ENSG00000162365.12"	"protein_coding"	"CYP4A22"	284541
"ENSG00000162366"	"ENSG00000162366.8"	"protein_coding"	"PDZK1IP1"	10158
"ENSG00000162367"	"ENSG00000162367.11"	"protein_coding"	"TAL1"	6886
"ENSG00000162368"	"ENSG00000162368.13"	"protein_coding"	"CMPK1"	51727
"ENSG00000162373"	"ENSG00000162373.13"	"protein_coding"	"BEND5"	79656
"ENSG00000162374"	"ENSG00000162374.17"	"protein_coding"	"ELAVL4"	1996
"ENSG00000162377"	"ENSG00000162377.6"	"protein_coding"	"COA7"	65260
"ENSG00000162378"	"ENSG00000162378.13"	"protein_coding"	"ZYG11B"	79699
"ENSG00000162383"	"ENSG00000162383.12"	"protein_coding"	"SLC1A7"	6512
"ENSG00000162384"	"ENSG00000162384.14"	"protein_coding"	"CZIB"	54987
"ENSG00000162385"	"ENSG00000162385.11"	"protein_coding"	"MAGOH"	4116
"ENSG00000162390"	"ENSG00000162390.17"	"protein_coding"	"ACOT11"	26027
"ENSG00000162391"	"ENSG00000162391.12"	"protein_coding"	"FAM151A"	338094
"ENSG00000162396"	"ENSG00000162396.6"	"protein_coding"	"PARS2"	25973
"ENSG00000162398"	"ENSG00000162398.11"	"protein_coding"	"LEXM"	163747
"ENSG00000162399"	"ENSG00000162399.9"	"protein_coding"	"BSND"	7809
"ENSG00000162402"	"ENSG00000162402.14"	"protein_coding"	"USP24"	23358
"ENSG00000162407"	"ENSG00000162407.9"	"protein_coding"	"PLPP3"	8613
"ENSG00000162408"	"ENSG00000162408.11"	"protein_coding"	"NOL9"	79707
"ENSG00000162409"	"ENSG00000162409.11"	"protein_coding"	"PRKAA2"	5563
"ENSG00000162413"	"ENSG00000162413.16"	"protein_coding"	"KLHL21"	9903
"ENSG00000162415"	"ENSG00000162415.7"	"protein_coding"	"ZSWIM5"	57643
"ENSG00000162419"	"ENSG00000162419.12"	"protein_coding"	"GMEB1"	10691
"ENSG00000162426"	"ENSG00000162426.14"	"protein_coding"	"SLC45A1"	50651
"ENSG00000162430"	"ENSG00000162430.17"	"protein_coding"	"SELENON"	57190
"ENSG00000162433"	"ENSG00000162433.15"	"protein_coding"	"AK4"	205
"ENSG00000162434"	"ENSG00000162434.13"	"protein_coding"	"JAK1"	3716
"ENSG00000162437"	"ENSG00000162437.14"	"protein_coding"	"RAVER2"	55225
"ENSG00000162438"	"ENSG00000162438.12"	"protein_coding"	"CTRC"	11330
"ENSG00000162441"	"ENSG00000162441.12"	"protein_coding"	"LZIC"	84328
"ENSG00000162444"	"ENSG00000162444.12"	"protein_coding"	"RBP7"	116362
"ENSG00000162456"	"ENSG00000162456.9"	"protein_coding"	"KNCN"	148930
"ENSG00000162458"	"ENSG00000162458.13"	"protein_coding"	"FBLIM1"	54751
"ENSG00000162460"	"ENSG00000162460.7"	"protein_coding"	"TMEM82"	388595
"ENSG00000162461"	"ENSG00000162461.8"	"protein_coding"	"SLC25A34"	284723
"ENSG00000162482"	"ENSG00000162482.5"	"protein_coding"	"AKR7A3"	22977
"ENSG00000162490"	"ENSG00000162490.7"	"protein_coding"	"DRAXIN"	374946
"ENSG00000162493"	"ENSG00000162493.16"	"protein_coding"	"PDPN"	10630
"ENSG00000162494"	"ENSG00000162494.6"	"protein_coding"	"LRRC38"	126755
"ENSG00000162496"	"ENSG00000162496.9"	"protein_coding"	"DHRS3"	9249
"ENSG00000162510"	"ENSG00000162510.6"	"protein_coding"	"MATN1"	4146
"ENSG00000162511"	"ENSG00000162511.8"	"protein_coding"	"LAPTM5"	7805
"ENSG00000162512"	"ENSG00000162512.16"	"protein_coding"	"SDC3"	9672
"ENSG00000162517"	"ENSG00000162517.13"	"protein_coding"	"PEF1"	553115
"ENSG00000162520"	"ENSG00000162520.15"	"protein_coding"	"SYNC"	81493
"ENSG00000162521"	"ENSG00000162521.19"	"protein_coding"	"RBBP4"	5928
"ENSG00000162522"	"ENSG00000162522.11"	"protein_coding"	"KIAA1522"	57648
"ENSG00000162526"	"ENSG00000162526.7"	"protein_coding"	"TSSK3"	81629
"ENSG00000162542"	"ENSG00000162542.13"	"protein_coding"	"TMCO4"	255104
"ENSG00000162543"	"ENSG00000162543.6"	"protein_coding"	"UBXN10"	127733
"ENSG00000162545"	"ENSG00000162545.6"	"protein_coding"	"CAMK2N1"	55450
"ENSG00000162551"	"ENSG00000162551.14"	"protein_coding"	"ALPL"	249
"ENSG00000162552"	"ENSG00000162552.15"	"protein_coding"	"WNT4"	54361
"ENSG00000162571"	"ENSG00000162571.13"	"protein_coding"	"TTLL10"	254173
"ENSG00000162572"	"ENSG00000162572.21"	"protein_coding"	"SCNN1D"	6339
"ENSG00000162576"	"ENSG00000162576.16"	"protein_coding"	"MXRA8"	54587
"ENSG00000162585"	"ENSG00000162585.17"	"protein_coding"	"FAAP20"	199990
"ENSG00000162591"	"ENSG00000162591.16"	"protein_coding"	"MEGF6"	1953
"ENSG00000162592"	"ENSG00000162592.10"	"protein_coding"	"CCDC27"	148870
"ENSG00000162594"	"ENSG00000162594.16"	"protein_coding"	"IL23R"	149233
"ENSG00000162595"	"ENSG00000162595.7"	"protein_coding"	"DIRAS3"	9077
"ENSG00000162598"	"ENSG00000162598.13"	"protein_coding"	"C1orf87"	127795
"ENSG00000162599"	"ENSG00000162599.17"	"protein_coding"	"NFIA"	4774
"ENSG00000162600"	"ENSG00000162600.12"	"protein_coding"	"OMA1"	115209
"ENSG00000162601"	"ENSG00000162601.11"	"protein_coding"	"MYSM1"	114803
"ENSG00000162604"	"ENSG00000162604.12"	"protein_coding"	"TM2D1"	83941
"ENSG00000162607"	"ENSG00000162607.13"	"protein_coding"	"USP1"	7398
"ENSG00000162613"	"ENSG00000162613.16"	"protein_coding"	"FUBP1"	8880
"ENSG00000162614"	"ENSG00000162614.18"	"protein_coding"	"NEXN"	91624
"ENSG00000162616"	"ENSG00000162616.9"	"protein_coding"	"DNAJB4"	11080
"ENSG00000162618"	"ENSG00000162618.15"	"protein_coding"	"ADGRL4"	64123
"ENSG00000162620"	"ENSG00000162620.16"	"protein_coding"	"LRRIQ3"	127255
"ENSG00000162621"	"ENSG00000162621.6"	"protein_coding"	"LRRC53"	105378803
"ENSG00000162623"	"ENSG00000162623.16"	"protein_coding"	"TYW3"	127253
"ENSG00000162624"	"ENSG00000162624.14"	"protein_coding"	"LHX8"	431707
"ENSG00000162627"	"ENSG00000162627.17"	"protein_coding"	"SNX7"	51375
"ENSG00000162630"	"ENSG00000162630.6"	"protein_coding"	"B3GALT2"	8707
"ENSG00000162631"	"ENSG00000162631.18"	"protein_coding"	"NTNG1"	22854
"ENSG00000162636"	"ENSG00000162636.16"	"protein_coding"	"FAM102B"	284611
"ENSG00000162639"	"ENSG00000162639.16"	"protein_coding"	"HENMT1"	113802
"ENSG00000162641"	"ENSG00000162641.20"	"protein_coding"	"AKNAD1"	254268
"ENSG00000162642"	"ENSG00000162642.14"	"protein_coding"	"C1orf52"	148423
"ENSG00000162643"	"ENSG00000162643.13"	"protein_coding"	"WDR63"	126820
"ENSG00000162645"	"ENSG00000162645.13"	"protein_coding"	"GBP2"	2634
"ENSG00000162650"	"ENSG00000162650.16"	"protein_coding"	"ATXN7L2"	127002
"ENSG00000162654"	"ENSG00000162654.9"	"protein_coding"	"GBP4"	115361
"ENSG00000162664"	"ENSG00000162664.17"	"protein_coding"	"ZNF326"	284695
"ENSG00000162669"	"ENSG00000162669.16"	"protein_coding"	"HFM1"	164045
"ENSG00000162670"	"ENSG00000162670.11"	"protein_coding"	"BRINP3"	339479
"ENSG00000162676"	"ENSG00000162676.12"	"protein_coding"	"GFI1"	2672
"ENSG00000162685"	"ENSG00000162685.6"	"processed_pseudogene"	"LSP1P3"	NA
"ENSG00000162687"	"ENSG00000162687.17"	"protein_coding"	"KCNT2"	343450
"ENSG00000162688"	"ENSG00000162688.17"	"protein_coding"	"AGL"	178
"ENSG00000162692"	"ENSG00000162692.12"	"protein_coding"	"VCAM1"	7412
"ENSG00000162694"	"ENSG00000162694.14"	"protein_coding"	"EXTL2"	2135
"ENSG00000162695"	"ENSG00000162695.12"	"protein_coding"	"SLC30A7"	148867
"ENSG00000162699"	"ENSG00000162699.5"	"processed_pseudogene"	"DNAJA1P5"	NA
"ENSG00000162702"	"ENSG00000162702.8"	"protein_coding"	"ZNF281"	23528
"ENSG00000162704"	"ENSG00000162704.16"	"protein_coding"	"ARPC5"	10092
"ENSG00000162706"	"ENSG00000162706.13"	"protein_coding"	"CADM3"	57863
"ENSG00000162711"	"ENSG00000162711.17"	"protein_coding"	"NLRP3"	114548
"ENSG00000162714"	"ENSG00000162714.12"	"protein_coding"	"ZNF496"	84838
"ENSG00000162722"	"ENSG00000162722.9"	"protein_coding"	"TRIM58"	25893
