id	ensembl_gene_id	biotype	hgnc_symbol	entrezgene_id
ENSG00000124313	ENSG00000124313.16	protein_coding	IQSEC2	23096
ENSG00000124343	ENSG00000124343.13	protein_coding	XG	7499
ENSG00000124356	ENSG00000124356.16	protein_coding	STAMBP	10617
ENSG00000124357	ENSG00000124357.13	protein_coding	NAGK	55577
ENSG00000124370	ENSG00000124370.11	protein_coding	MCEE	84693
ENSG00000124380	ENSG00000124380.11	protein_coding	SNRNP27	11017
ENSG00000124383	ENSG00000124383.9	protein_coding	MPHOSPH10	10199
ENSG00000124391	ENSG00000124391.5	protein_coding	IL17C	27189
ENSG00000124406	ENSG00000124406.16	protein_coding	ATP8A1	10396
ENSG00000124422	ENSG00000124422.12	protein_coding	USP22	23326
ENSG00000124429	ENSG00000124429.18	protein_coding	POF1B	79983
ENSG00000124440	ENSG00000124440.15	protein_coding	HIF3A	64344
ENSG00000124444	ENSG00000124444.16	protein_coding	ZNF576	79177
ENSG00000124459	ENSG00000124459.12	protein_coding	ZNF45	7596
ENSG00000124466	ENSG00000124466.9	protein_coding	LYPD3	27076
ENSG00000124469	ENSG00000124469.12	protein_coding	CEACAM8	1088
ENSG00000124479	ENSG00000124479.11	protein_coding	NDP	4693
ENSG00000124486	ENSG00000124486.13	protein_coding	USP9X	8239
ENSG00000124491	ENSG00000124491.15	protein_coding	F13A1	2162
ENSG00000124493	ENSG00000124493.13	protein_coding	GRM4	2914
ENSG00000124496	ENSG00000124496.12	protein_coding	TRERF1	55809
ENSG00000124507	ENSG00000124507.11	protein_coding	PACSIN1	29993
ENSG00000124508	ENSG00000124508.17	protein_coding	BTN2A2	10385
ENSG00000124523	ENSG00000124523.16	protein_coding	SIRT5	23408
ENSG00000124532	ENSG00000124532.14	protein_coding	MRS2	57380
ENSG00000124535	ENSG00000124535.16	protein_coding	WRNIP1	56897
ENSG00000124541	ENSG00000124541.7	protein_coding	RRP36	88745
ENSG00000124557	ENSG00000124557.12	protein_coding	BTN1A1	696
ENSG00000124562	ENSG00000124562.10	protein_coding	SNRPC	6631
ENSG00000124570	ENSG00000124570.20	protein_coding	SERPINB6	5269
ENSG00000124571	ENSG00000124571.18	protein_coding	XPO5	57510
ENSG00000124574	ENSG00000124574.15	protein_coding	ABCC10	89845
ENSG00000124575	ENSG00000124575.6	protein_coding	HIST1H1D	3007
ENSG00000124587	ENSG00000124587.14	protein_coding	PEX6	5190
ENSG00000124588	ENSG00000124588.20	protein_coding	NQO2	4835
ENSG00000124596	ENSG00000124596.17	protein_coding	OARD1	221443
ENSG00000124602	ENSG00000124602.10	protein_coding	UNC5CL	222643
ENSG00000124608	ENSG00000124608.5	protein_coding	AARS2	57505
ENSG00000124613	ENSG00000124613.8	protein_coding	ZNF391	346157
ENSG00000124615	ENSG00000124615.20	protein_coding	MOCS1	4337
ENSG00000124635	ENSG00000124635.8	protein_coding	HIST1H2BJ	8970
ENSG00000124641	ENSG00000124641.16	protein_coding	MED20	9477
ENSG00000124659	ENSG00000124659.7	protein_coding	TBCC	6903
ENSG00000124664	ENSG00000124664.11	protein_coding	SPDEF	25803
ENSG00000124678	ENSG00000124678.18	protein_coding	TCP11	6954
ENSG00000124688	ENSG00000124688.13	protein_coding	MAD2L1BP	9587
ENSG00000124701	ENSG00000124701.5	protein_coding	APOBEC2	10930
ENSG00000124702	ENSG00000124702.18	protein_coding	KLHDC3	116138
ENSG00000124713	ENSG00000124713.6	protein_coding	GNMT	27232
ENSG00000124721	ENSG00000124721.18	protein_coding	DNAH8	1769
ENSG00000124731	ENSG00000124731.13	protein_coding	TREM1	54210
ENSG00000124733	ENSG00000124733.5	protein_coding	MEA1	4201
ENSG00000124743	ENSG00000124743.6	protein_coding	KLHL31	401265
ENSG00000124749	ENSG00000124749.17	protein_coding	COL21A1	81578
ENSG00000124762	ENSG00000124762.13	protein_coding	CDKN1A	1026
ENSG00000124766	ENSG00000124766.7	protein_coding	SOX4	6659
ENSG00000124767	ENSG00000124767.7	protein_coding	GLO1	2739
ENSG00000124772	ENSG00000124772.12	protein_coding	CPNE5	57699
ENSG00000124780	ENSG00000124780.14	protein_coding	KCNK17	89822
ENSG00000124782	ENSG00000124782.20	protein_coding	RREB1	6239
ENSG00000124783	ENSG00000124783.14	protein_coding	SSR1	6745
ENSG00000124784	ENSG00000124784.9	protein_coding	RIOK1	83732
ENSG00000124785	ENSG00000124785.9	protein_coding	NRN1	51299
ENSG00000124786	ENSG00000124786.11	protein_coding	SLC35B3	51000
ENSG00000124787	ENSG00000124787.14	protein_coding	RPP40	10799
ENSG00000124788	ENSG00000124788.18	protein_coding	ATXN1	6310
ENSG00000124789	ENSG00000124789.11	protein_coding	NUP153	9972
ENSG00000124795	ENSG00000124795.17	protein_coding	DEK	7913
ENSG00000124802	ENSG00000124802.12	protein_coding	EEF1E1	9521
ENSG00000124813	ENSG00000124813.23	protein_coding	RUNX2	860
ENSG00000124831	ENSG00000124831.19	protein_coding	LRRFIP1	9208
ENSG00000124839	ENSG00000124839.13	protein_coding	RAB17	64284
ENSG00000124875	ENSG00000124875.10	protein_coding	CXCL6	6372
ENSG00000124882	ENSG00000124882.4	protein_coding	EREG	2069
ENSG00000124915	ENSG00000124915.10	lncRNA	MYRF-AS1	26070
ENSG00000124920	ENSG00000124920.13	protein_coding	MYRF	745
ENSG00000124939	ENSG00000124939.6	protein_coding	SCGB2A1	4246
ENSG00000124942	ENSG00000124942.14	protein_coding	AHNAK	79026
ENSG00000125037	ENSG00000125037.12	protein_coding	EMC3	55831
ENSG00000125046	ENSG00000125046.15	protein_coding	SSUH2	51066
ENSG00000125089	ENSG00000125089.17	protein_coding	SH3TC1	54436
ENSG00000125107	ENSG00000125107.18	protein_coding	CNOT1	23019
ENSG00000125122	ENSG00000125122.15	protein_coding	LRRC29	26231
ENSG00000125124	ENSG00000125124.12	protein_coding	BBS2	583
ENSG00000125144	ENSG00000125144.13	protein_coding	MT1G	4495
ENSG00000125148	ENSG00000125148.7	protein_coding	MT2A	4502
ENSG00000125149	ENSG00000125149.12	protein_coding	C16orf70	80262
ENSG00000125166	ENSG00000125166.13	protein_coding	GOT2	2806
ENSG00000125170	ENSG00000125170.11	protein_coding	DOK4	55715
ENSG00000125207	ENSG00000125207.7	protein_coding	PIWIL1	9271
ENSG00000125245	ENSG00000125245.12	protein_coding	GPR18	2841
ENSG00000125246	ENSG00000125246.15	protein_coding	CLYBL	171425
ENSG00000125247	ENSG00000125247.15	protein_coding	TMTC4	84899
ENSG00000125249	ENSG00000125249.7	protein_coding	RAP2A	5911
ENSG00000125257	ENSG00000125257.16	protein_coding	ABCC4	10257
ENSG00000125266	ENSG00000125266.8	protein_coding	EFNB2	1948
ENSG00000125304	ENSG00000125304.10	protein_coding	TM9SF2	9375
ENSG00000125319	ENSG00000125319.14	protein_coding	C17orf53	78995
ENSG00000125337	ENSG00000125337.19	protein_coding	KIF25	3834
ENSG00000125347	ENSG00000125347.14	protein_coding	IRF1	3659
ENSG00000125351	ENSG00000125351.11	protein_coding	UPF3B	65109
ENSG00000125352	ENSG00000125352.6	protein_coding	RNF113A	7737
ENSG00000125354	ENSG00000125354.23	protein_coding	SEPTIN6	23157
ENSG00000125355	ENSG00000125355.15	protein_coding	TMEM255A	55026
ENSG00000125356	ENSG00000125356.7	protein_coding	NDUFA1	4694
ENSG00000125363	ENSG00000125363.14	protein_coding	AMELX	265
ENSG00000125375	ENSG00000125375.15	protein_coding	DMAC2L	27109
ENSG00000125378	ENSG00000125378.16	protein_coding	BMP4	652
ENSG00000125384	ENSG00000125384.7	protein_coding	PTGER2	5732
ENSG00000125386	ENSG00000125386.15	protein_coding	FAM193A	8603
ENSG00000125388	ENSG00000125388.20	protein_coding	GRK4	2868
ENSG00000125398	ENSG00000125398.8	protein_coding	SOX9	6662
ENSG00000125409	ENSG00000125409.13	protein_coding	TEKT3	64518
ENSG00000125430	ENSG00000125430.9	protein_coding	HS3ST3B1	9953
ENSG00000125434	ENSG00000125434.11	protein_coding	SLC25A35	399512
ENSG00000125445	ENSG00000125445.11	protein_coding	MRPS7	51081
ENSG00000125447	ENSG00000125447.17	protein_coding	GGA3	23163
ENSG00000125449	ENSG00000125449.7	protein_coding	ARMC7	79637
ENSG00000125450	ENSG00000125450.11	protein_coding	NUP85	79902
ENSG00000125454	ENSG00000125454.12	protein_coding	SLC25A19	60386
ENSG00000125457	ENSG00000125457.14	protein_coding	MIF4GD	57409
ENSG00000125458	ENSG00000125458.7	protein_coding	NT5C	30833
ENSG00000125462	ENSG00000125462.18	protein_coding	C1orf61	10485
ENSG00000125482	ENSG00000125482.13	protein_coding	TTF1	7270
ENSG00000125484	ENSG00000125484.12	protein_coding	GTF3C4	9329
ENSG00000125485	ENSG00000125485.17	protein_coding	DDX31	64794
ENSG00000125503	ENSG00000125503.13	protein_coding	PPP1R12C	54776
ENSG00000125505	ENSG00000125505.17	protein_coding	MBOAT7	79143
ENSG00000125508	ENSG00000125508.3	protein_coding	SRMS	6725
ENSG00000125510	ENSG00000125510.17	protein_coding	OPRL1	4987
ENSG00000125520	ENSG00000125520.14	protein_coding	SLC2A4RG	56731
ENSG00000125531	ENSG00000125531.7	protein_coding	FNDC11	79025
ENSG00000125534	ENSG00000125534.10	protein_coding	PPDPF	79144
ENSG00000125538	ENSG00000125538.12	protein_coding	IL1B	3553
ENSG00000125571	ENSG00000125571.9	protein_coding	IL37	27178
ENSG00000125611	ENSG00000125611.15	protein_coding	CHCHD5	84269
ENSG00000125618	ENSG00000125618.17	protein_coding	PAX8	7849
ENSG00000125629	ENSG00000125629.15	protein_coding	INSIG2	51141
ENSG00000125630	ENSG00000125630.15	protein_coding	POLR1B	84172
ENSG00000125633	ENSG00000125633.11	protein_coding	CCDC93	54520
ENSG00000125637	ENSG00000125637.16	protein_coding	PSD4	23550
ENSG00000125648	ENSG00000125648.15	protein_coding	SLC25A23	79085
ENSG00000125650	ENSG00000125650.4	protein_coding	PSPN	5623
ENSG00000125651	ENSG00000125651.14	protein_coding	GTF2F1	2962
ENSG00000125652	ENSG00000125652.8	protein_coding	ALKBH7	84266
ENSG00000125656	ENSG00000125656.11	protein_coding	CLPP	8192
ENSG00000125657	ENSG00000125657.5	protein_coding	TNFSF9	8744
ENSG00000125675	ENSG00000125675.18	protein_coding	GRIA3	2892
ENSG00000125676	ENSG00000125676.20	protein_coding	THOC2	57187
ENSG00000125686	ENSG00000125686.12	protein_coding	MED1	5469
ENSG00000125691	ENSG00000125691.13	protein_coding	RPL23	9349
ENSG00000125703	ENSG00000125703.15	protein_coding	ATG4C	84938
ENSG00000125726	ENSG00000125726.11	protein_coding	CD70	970
ENSG00000125730	ENSG00000125730.17	protein_coding	C3	718
ENSG00000125731	ENSG00000125731.13	protein_coding	SH2D3A	10045
ENSG00000125733	ENSG00000125733.18	protein_coding	TRIP10	9322
ENSG00000125734	ENSG00000125734.15	protein_coding	GPR108	56927
ENSG00000125735	ENSG00000125735.10	protein_coding	TNFSF14	8740
ENSG00000125740	ENSG00000125740.14	protein_coding	FOSB	2354
ENSG00000125741	ENSG00000125741.4	protein_coding	OPA3	80207
ENSG00000125743	ENSG00000125743.10	protein_coding	SNRPD2	6633
ENSG00000125744	ENSG00000125744.12	protein_coding	RTN2	6253
ENSG00000125746	ENSG00000125746.16	protein_coding	EML2	24139
ENSG00000125753	ENSG00000125753.14	protein_coding	VASP	7408
ENSG00000125755	ENSG00000125755.19	protein_coding	SYMPK	8189
ENSG00000125772	ENSG00000125772.13	protein_coding	GPCPD1	56261
ENSG00000125775	ENSG00000125775.15	protein_coding	SDCBP2	27111
ENSG00000125779	ENSG00000125779.22	protein_coding	PANK2	80025
ENSG00000125798	ENSG00000125798.14	protein_coding	FOXA2	3170
ENSG00000125810	ENSG00000125810.10	protein_coding	CD93	22918
ENSG00000125812	ENSG00000125812.16	protein_coding	GZF1	64412
ENSG00000125814	ENSG00000125814.17	protein_coding	NAPB	63908
ENSG00000125817	ENSG00000125817.8	protein_coding	CENPB	1059
ENSG00000125818	ENSG00000125818.18	protein_coding	PSMF1	9491
ENSG00000125821	ENSG00000125821.12	protein_coding	DTD1	92675
ENSG00000125823	ENSG00000125823.12	protein_coding	CSTL1	128817
ENSG00000125826	ENSG00000125826.20	protein_coding	RBCK1	10616
ENSG00000125827	ENSG00000125827.9	protein_coding	TMX4	56255
ENSG00000125834	ENSG00000125834.13	protein_coding	STK35	140901
ENSG00000125835	ENSG00000125835.18	protein_coding	SNRPB	6628
ENSG00000125841	ENSG00000125841.13	protein_coding	NRSN2	80023
ENSG00000125843	ENSG00000125843.11	protein_coding	AP5S1	55317
ENSG00000125844	ENSG00000125844.16	protein_coding	RRBP1	6238
ENSG00000125845	ENSG00000125845.7	protein_coding	BMP2	650
ENSG00000125846	ENSG00000125846.15	protein_coding	ZNF133	7692
ENSG00000125848	ENSG00000125848.10	protein_coding	FLRT3	23767
ENSG00000125850	ENSG00000125850.11	protein_coding	OVOL2	58495
ENSG00000125863	ENSG00000125863.20	protein_coding	MKKS	8195
ENSG00000125864	ENSG00000125864.14	protein_coding	BFSP1	631
ENSG00000125868	ENSG00000125868.16	protein_coding	DSTN	11034
ENSG00000125869	ENSG00000125869.10	protein_coding	LAMP5	24141
ENSG00000125870	ENSG00000125870.11	protein_coding	SNRPB2	6629
ENSG00000125871	ENSG00000125871.14	protein_coding	MGME1	92667
ENSG00000125872	ENSG00000125872.8	protein_coding	LRRN4	164312
ENSG00000125875	ENSG00000125875.14	protein_coding	TBC1D20	128637
ENSG00000125877	ENSG00000125877.13	protein_coding	ITPA	3704
ENSG00000125878	ENSG00000125878.6	protein_coding	TCF15	6939
ENSG00000125885	ENSG00000125885.13	protein_coding	MCM8	84515
ENSG00000125895	ENSG00000125895.5	protein_coding	TMEM74B	55321
ENSG00000125898	ENSG00000125898.13	protein_coding	FAM110A	83541
ENSG00000125901	ENSG00000125901.6	protein_coding	MRPS26	64949
ENSG00000125910	ENSG00000125910.6	protein_coding	S1PR4	8698
ENSG00000125912	ENSG00000125912.11	protein_coding	NCLN	56926
ENSG00000125944	ENSG00000125944.20	protein_coding	HNRNPR	10236
ENSG00000125945	ENSG00000125945.15	protein_coding	ZNF436	80818
ENSG00000125952	ENSG00000125952.20	protein_coding	MAX	4149
ENSG00000125962	ENSG00000125962.14	protein_coding	ARMCX5	64860
ENSG00000125966	ENSG00000125966.10	protein_coding	MMP24	10893
ENSG00000125967	ENSG00000125967.16	protein_coding	NECAB3	63941
ENSG00000125968	ENSG00000125968.9	protein_coding	ID1	3397
ENSG00000125970	ENSG00000125970.12	protein_coding	RALY	22913
ENSG00000125971	ENSG00000125971.16	protein_coding	DYNLRB1	83658
ENSG00000125977	ENSG00000125977.7	protein_coding	EIF2S2	8894
ENSG00000125991	ENSG00000125991.19	protein_coding	ERGIC3	51614
ENSG00000125995	ENSG00000125995.16	protein_coding	ROMO1	140823
ENSG00000126001	ENSG00000126001.16	protein_coding	CEP250	11190
ENSG00000126003	ENSG00000126003.7	protein_coding	PLAGL2	5326
ENSG00000126005	ENSG00000126005.17	protein_coding	MMP24OS	101410538
ENSG00000126010	ENSG00000126010.6	protein_coding	GRPR	2925
ENSG00000126012	ENSG00000126012.11	protein_coding	KDM5C	8242
ENSG00000126016	ENSG00000126016.15	protein_coding	AMOT	154796
ENSG00000126062	ENSG00000126062.4	protein_coding	TMEM115	11070
ENSG00000126067	ENSG00000126067.12	protein_coding	PSMB2	5690
ENSG00000126070	ENSG00000126070.20	protein_coding	AGO3	192669
ENSG00000126088	ENSG00000126088.14	protein_coding	UROD	7389
ENSG00000126091	ENSG00000126091.20	protein_coding	ST3GAL3	6487
ENSG00000126106	ENSG00000126106.14	protein_coding	TMEM53	79639
ENSG00000126107	ENSG00000126107.15	protein_coding	HECTD3	79654
ENSG00000126214	ENSG00000126214.21	protein_coding	KLC1	3831
ENSG00000126215	ENSG00000126215.14	protein_coding	XRCC3	7517
ENSG00000126216	ENSG00000126216.15	protein_coding	TUBGCP3	10426
ENSG00000126217	ENSG00000126217.21	protein_coding	MCF2L	23263
ENSG00000126218	ENSG00000126218.12	protein_coding	F10	2159
ENSG00000126226	ENSG00000126226.22	protein_coding	PCID2	55795
ENSG00000126231	ENSG00000126231.14	protein_coding	PROZ	8858
ENSG00000126243	ENSG00000126243.8	protein_coding	LRFN3	79414
ENSG00000126247	ENSG00000126247.11	protein_coding	CAPNS1	826
ENSG00000126249	ENSG00000126249.8	protein_coding	PDCD2L	84306
ENSG00000126254	ENSG00000126254.12	protein_coding	RBM42	79171
ENSG00000126259	ENSG00000126259.19	protein_coding	KIRREL2	84063
ENSG00000126261	ENSG00000126261.13	protein_coding	UBA2	10054
ENSG00000126262	ENSG00000126262.4	protein_coding	FFAR2	2867
ENSG00000126264	ENSG00000126264.10	protein_coding	HCST	10870
ENSG00000126267	ENSG00000126267.11	protein_coding	COX6B1	1340
ENSG00000126337	ENSG00000126337.13	protein_coding	KRT36	8689
ENSG00000126351	ENSG00000126351.12	protein_coding	THRA	7067
ENSG00000126353	ENSG00000126353.3	protein_coding	CCR7	1236
ENSG00000126368	ENSG00000126368.6	protein_coding	NR1D1	9572
ENSG00000126391	ENSG00000126391.14	protein_coding	FRMD8	83786
ENSG00000126432	ENSG00000126432.14	protein_coding	PRDX5	25824
ENSG00000126453	ENSG00000126453.9	protein_coding	BCL2L12	83596
ENSG00000126456	ENSG00000126456.16	protein_coding	IRF3	3661
ENSG00000126457	ENSG00000126457.21	protein_coding	PRMT1	3276
ENSG00000126458	ENSG00000126458.4	protein_coding	RRAS	6237
ENSG00000126460	ENSG00000126460.11	protein_coding	PRRG2	5639
ENSG00000126461	ENSG00000126461.15	protein_coding	SCAF1	58506
ENSG00000126464	ENSG00000126464.14	protein_coding	PRR12	57479
ENSG00000126500	ENSG00000126500.3	protein_coding	FLRT1	23769
ENSG00000126522	ENSG00000126522.17	protein_coding	ASL	435
ENSG00000126561	ENSG00000126561.16	protein_coding	STAT5A	6776
ENSG00000126562	ENSG00000126562.17	protein_coding	WNK4	65266
ENSG00000126581	ENSG00000126581.13	protein_coding	BECN1	8678
ENSG00000126583	ENSG00000126583.11	protein_coding	PRKCG	5582
ENSG00000126602	ENSG00000126602.11	protein_coding	TRAP1	10131
ENSG00000126603	ENSG00000126603.8	protein_coding	GLIS2	84662
ENSG00000126653	ENSG00000126653.18	protein_coding	NSRP1	84081
ENSG00000126698	ENSG00000126698.11	protein_coding	DNAJC8	22826
ENSG00000126705	ENSG00000126705.14	protein_coding	AHDC1	27245
ENSG00000126709	ENSG00000126709.15	protein_coding	IFI6	2537
ENSG00000126746	ENSG00000126746.17	protein_coding	ZNF384	171017
ENSG00000126749	ENSG00000126749.16	protein_coding	EMG1	10436
ENSG00000126756	ENSG00000126756.12	protein_coding	UXT	8409
ENSG00000126767	ENSG00000126767.18	protein_coding	ELK1	2002
ENSG00000126768	ENSG00000126768.12	protein_coding	TIMM17B	10245
ENSG00000126773	ENSG00000126773.13	protein_coding	PCNX4	64430
ENSG00000126775	ENSG00000126775.8	protein_coding	ATG14	22863
ENSG00000126777	ENSG00000126777.18	protein_coding	KTN1	3895
ENSG00000126778	ENSG00000126778.12	protein_coding	SIX1	6495
ENSG00000126785	ENSG00000126785.13	protein_coding	RHOJ	57381
ENSG00000126787	ENSG00000126787.13	protein_coding	DLGAP5	9787
ENSG00000126790	ENSG00000126790.12	protein_coding	L3HYPDH	112849
ENSG00000126803	ENSG00000126803.9	protein_coding	HSPA2	3306
ENSG00000126804	ENSG00000126804.13	protein_coding	ZBTB1	22890
ENSG00000126814	ENSG00000126814.7	protein_coding	TRMT5	57570
ENSG00000126821	ENSG00000126821.8	protein_coding	SGPP1	81537
ENSG00000126822	ENSG00000126822.17	protein_coding	PLEKHG3	26030
ENSG00000126838	ENSG00000126838.10	protein_coding	PZP	5858
ENSG00000126858	ENSG00000126858.18	protein_coding	RHOT1	55288
ENSG00000126860	ENSG00000126860.11	protein_coding	EVI2A	2123
ENSG00000126861	ENSG00000126861.5	protein_coding	OMG	101927057
ENSG00000126870	ENSG00000126870.16	protein_coding	WDR60	55112
ENSG00000126878	ENSG00000126878.13	protein_coding	AIF1L	83543
ENSG00000126882	ENSG00000126882.13	protein_coding	FAM78A	286336
ENSG00000126883	ENSG00000126883.17	protein_coding	NUP214	8021
ENSG00000126895	ENSG00000126895.15	protein_coding	AVPR2	554
ENSG00000126903	ENSG00000126903.16	protein_coding	SLC10A3	8273
ENSG00000126934	ENSG00000126934.13	protein_coding	MAP2K2	5605
ENSG00000126945	ENSG00000126945.9	protein_coding	HNRNPH2	3188
ENSG00000126947	ENSG00000126947.13	protein_coding	ARMCX1	51309
ENSG00000126950	ENSG00000126950.8	protein_coding	TMEM35A	59353
ENSG00000126953	ENSG00000126953.8	protein_coding	TIMM8A	1678
ENSG00000126970	ENSG00000126970.16	protein_coding	ZC4H2	55906
ENSG00000127022	ENSG00000127022.15	protein_coding	CANX	821
ENSG00000127054	ENSG00000127054.20	protein_coding	INTS11	54973
ENSG00000127074	ENSG00000127074.14	protein_coding	RGS13	6003
ENSG00000127080	ENSG00000127080.10	protein_coding	IPPK	64768
ENSG00000127081	ENSG00000127081.14	protein_coding	ZNF484	83744
ENSG00000127083	ENSG00000127083.7	protein_coding	OMD	4958
ENSG00000127084	ENSG00000127084.19	protein_coding	FGD3	89846
ENSG00000127124	ENSG00000127124.16	protein_coding	HIVEP3	59269
ENSG00000127125	ENSG00000127125.9	protein_coding	PPCS	79717
ENSG00000127129	ENSG00000127129.10	protein_coding	EDN2	1907
ENSG00000127152	ENSG00000127152.18	protein_coding	BCL11B	64919
ENSG00000127184	ENSG00000127184.13	protein_coding	COX7C	1350
ENSG00000127191	ENSG00000127191.18	protein_coding	TRAF2	7186
ENSG00000127220	ENSG00000127220.6	protein_coding	ABHD8	79575
ENSG00000127241	ENSG00000127241.16	protein_coding	MASP1	5648
ENSG00000127249	ENSG00000127249.15	protein_coding	ATP13A4	84239
ENSG00000127311	ENSG00000127311.9	protein_coding	HELB	92797
ENSG00000127324	ENSG00000127324.9	protein_coding	TSPAN8	7103
ENSG00000127325	ENSG00000127325.19	protein_coding	BEST3	144453
ENSG00000127328	ENSG00000127328.21	protein_coding	RAB3IP	117177
ENSG00000127329	ENSG00000127329.15	protein_coding	PTPRB	5787
ENSG00000127334	ENSG00000127334.10	protein_coding	DYRK2	8445
ENSG00000127337	ENSG00000127337.7	protein_coding	YEATS4	8089
ENSG00000127364	ENSG00000127364.3	protein_coding	TAS2R4	50832
ENSG00000127366	ENSG00000127366.5	protein_coding	TAS2R5	54429
ENSG00000127399	ENSG00000127399.15	protein_coding	LRRC61	65999
ENSG00000127415	ENSG00000127415.13	protein_coding	IDUA	3425
ENSG00000127418	ENSG00000127418.15	protein_coding	FGFRL1	53834
ENSG00000127419	ENSG00000127419.17	protein_coding	TMEM175	84286
ENSG00000127423	ENSG00000127423.10	protein_coding	AUNIP	79000
ENSG00000127445	ENSG00000127445.13	protein_coding	PIN1	5300
ENSG00000127452	ENSG00000127452.9	protein_coding	FBXL12	54850
ENSG00000127463	ENSG00000127463.15	protein_coding	EMC1	23065
ENSG00000127472	ENSG00000127472.11	protein_coding	PLA2G5	5322
ENSG00000127481	ENSG00000127481.15	protein_coding	UBR4	23352
ENSG00000127483	ENSG00000127483.18	protein_coding	HP1BP3	50809
ENSG00000127507	ENSG00000127507.18	protein_coding	ADGRE2	30817
ENSG00000127511	ENSG00000127511.9	protein_coding	SIN3B	23309
ENSG00000127526	ENSG00000127526.15	protein_coding	SLC35E1	79939
ENSG00000127527	ENSG00000127527.14	protein_coding	EPS15L1	58513
ENSG00000127528	ENSG00000127528.5	protein_coding	KLF2	10365
ENSG00000127540	ENSG00000127540.12	protein_coding	UQCR11	10975
ENSG00000127554	ENSG00000127554.13	protein_coding	GFER	2671
ENSG00000127561	ENSG00000127561.15	protein_coding	SYNGR3	9143
ENSG00000127564	ENSG00000127564.17	protein_coding	PKMYT1	9088
ENSG00000127578	ENSG00000127578.7	protein_coding	WFIKKN1	117166
ENSG00000127580	ENSG00000127580.17	protein_coding	WDR24	84219
ENSG00000127585	ENSG00000127585.12	protein_coding	FBXL16	146330
ENSG00000127586	ENSG00000127586.17	protein_coding	CHTF18	63922
ENSG00000127588	ENSG00000127588.5	protein_coding	GNG13	51764
ENSG00000127603	ENSG00000127603.27	protein_coding	MACF1	23499
ENSG00000127616	ENSG00000127616.18	protein_coding	SMARCA4	6597
ENSG00000127663	ENSG00000127663.15	protein_coding	KDM4B	23030
ENSG00000127666	ENSG00000127666.9	protein_coding	TICAM1	148022
ENSG00000127720	ENSG00000127720.8	protein_coding	METTL25	84190
ENSG00000127743	ENSG00000127743.6	protein_coding	IL17B	27190
ENSG00000127774	ENSG00000127774.7	protein_coding	EMC6	83460
ENSG00000127804	ENSG00000127804.13	protein_coding	METTL16	79066
ENSG00000127824	ENSG00000127824.14	protein_coding	TUBA4A	7277
ENSG00000127831	ENSG00000127831.11	protein_coding	VIL1	7429
ENSG00000127837	ENSG00000127837.9	protein_coding	AAMP	14
ENSG00000127838	ENSG00000127838.14	protein_coding	PNKD	25953
ENSG00000127863	ENSG00000127863.15	protein_coding	TNFRSF19	55504
ENSG00000127870	ENSG00000127870.17	protein_coding	RNF6	6049
ENSG00000127884	ENSG00000127884.5	protein_coding	ECHS1	1892
ENSG00000127903	ENSG00000127903.14	protein_coding	ZNF835	90485
ENSG00000127914	ENSG00000127914.16	protein_coding	AKAP9	10142
ENSG00000127920	ENSG00000127920.6	protein_coding	GNG11	2791
ENSG00000127922	ENSG00000127922.9	protein_coding	SEM1	7979
ENSG00000127946	ENSG00000127946.17	protein_coding	HIP1	3092
ENSG00000127947	ENSG00000127947.16	protein_coding	PTPN12	5782
ENSG00000127948	ENSG00000127948.16	protein_coding	POR	5447
ENSG00000127951	ENSG00000127951.7	protein_coding	FGL2	10875
ENSG00000127952	ENSG00000127952.17	protein_coding	STYXL1	51657
ENSG00000127954	ENSG00000127954.12	protein_coding	STEAP4	79689
ENSG00000127955	ENSG00000127955.17	protein_coding	GNAI1	2770
ENSG00000127980	ENSG00000127980.16	protein_coding	PEX1	5189
ENSG00000127989	ENSG00000127989.14	protein_coding	MTERF1	7978
ENSG00000127990	ENSG00000127990.19	protein_coding	SGCE	8910
ENSG00000127993	ENSG00000127993.16	protein_coding	RBM48	84060
ENSG00000127995	ENSG00000127995.17	protein_coding	CASD1	64921
ENSG00000128000	ENSG00000128000.16	protein_coding	ZNF780B	163131
ENSG00000128011	ENSG00000128011.4	protein_coding	LRFN1	57622
ENSG00000128016	ENSG00000128016.7	protein_coding	ZFP36	7538
ENSG00000128039	ENSG00000128039.11	protein_coding	SRD5A3	79644
ENSG00000128040	ENSG00000128040.11	protein_coding	SPINK2	6691
ENSG00000128045	ENSG00000128045.7	protein_coding	RASL11B	65997
ENSG00000128050	ENSG00000128050.8	protein_coding	PAICS	10606
ENSG00000128052	ENSG00000128052.10	protein_coding	KDR	3791
ENSG00000128059	ENSG00000128059.8	protein_coding	PPAT	5471
ENSG00000128159	ENSG00000128159.12	protein_coding	TUBGCP6	85378
ENSG00000128165	ENSG00000128165.9	protein_coding	ADM2	79924
ENSG00000128191	ENSG00000128191.16	protein_coding	DGCR8	54487
ENSG00000128203	ENSG00000128203.7	protein_coding	ASPHD2	57168
ENSG00000128218	ENSG00000128218.8	protein_coding	VPREB3	29802
ENSG00000128228	ENSG00000128228.5	protein_coding	SDF2L1	23753
ENSG00000128242	ENSG00000128242.13	protein_coding	GAL3ST1	9514
ENSG00000128245	ENSG00000128245.15	protein_coding	YWHAH	7533
ENSG00000128254	ENSG00000128254.14	lncRNA	C22orf24	25775
