ensembl_id	entrezgene_id	genesymbol	biotype	Length
7981	ENSG00000140280	256586	LYSMD2	protein_coding	2049
7982	ENSG00000140284	11001	SLC27A2	protein_coding	2189
7983	ENSG00000140285	2252	FGF7	protein_coding	6657
7984	ENSG00000140287	3067	HDC	protein_coding	2727
7985	ENSG00000140297	9245	GCNT3	protein_coding	4576
7986	ENSG00000140299	663	BNIP2	protein_coding	6452
7987	ENSG00000140307	2958	GTF2A2	protein_coding	2180
7988	ENSG00000140319	6727	SRP14	protein_coding	1874
7989	ENSG00000140320	22893	BAHD1	protein_coding	4465
7990	ENSG00000140323	85455	DISP2	protein_coding	4549
7991	ENSG00000140326	146059	CDAN1	protein_coding	4664
7992	ENSG00000140332	7090	TLE3	protein_coding	7421
7993	ENSG00000140350	8125	ANP32A	protein_coding	5878
7994	ENSG00000140365	54939	COMMD4	protein_coding	2619
7995	ENSG00000140367	92912	UBE2Q2	protein_coding	3856
7996	ENSG00000140368	9051	PSTPIP1	protein_coding	3491
7997	ENSG00000140374	2108	ETFA	protein_coding	2987
7998	ENSG00000140379	597	BCL2A1	protein_coding	1089
7999	ENSG00000140382	10363	HMG20A	protein_coding	4877
8000	ENSG00000140386	49855	SCAPER	protein_coding	6557
8001	ENSG00000140391	10099	TSPAN3	protein_coding	4078
8002	ENSG00000140395	80349	WDR61	protein_coding	2349
8003	ENSG00000140396	10499	NCOA2	protein_coding	9592
8004	ENSG00000140398	79661	NEIL1	protein_coding	3235
8005	ENSG00000140400	4123	MAN2C1	protein_coding	3607
8006	ENSG00000140403	55466	DNAJA4	protein_coding	3690
8007	ENSG00000140406	59274	MESDC1	protein_coding	3048
8008	ENSG00000140416	7168	TPM1	protein_coding	4986
8009	ENSG00000140443	3480	IGF1R	protein_coding	13149
8010	ENSG00000140450	91947	ARRDC4	protein_coding	4118
8011	ENSG00000140451	80119	PIF1	protein_coding	2711
8012	ENSG00000140455	9960	USP3	protein_coding	6048
8013	ENSG00000140459	1583	CYP11A1	protein_coding	2464
8014	ENSG00000140463	585	BBS4	protein_coding	3371
8015	ENSG00000140464	5371	PML	protein_coding	8965
8016	ENSG00000140465	1543	CYP1A1	protein_coding	3435
8017	ENSG00000140470	170691	ADAMTS17	protein_coding	7116
8018	ENSG00000140471	55180	LINS	protein_coding	6892
8019	ENSG00000140474	25989	ULK3	protein_coding	2997
8020	ENSG00000140478	653643	GOLGA6D	protein_coding	2123
8021	ENSG00000140479	5046	PCSK6	protein_coding	5480
8022	ENSG00000140481	80125	CCDC33	protein_coding	4410
8023	ENSG00000140488	60677	CELF6	protein_coding	3588
8024	ENSG00000140497	10066	SCAMP2	protein_coding	2956
8025	ENSG00000140505	1544	CYP1A2	protein_coding	2728
8026	ENSG00000140506	79748	LMAN1L	protein_coding	2036
8027	ENSG00000140511	145864	HAPLN3	protein_coding	3312
8028	ENSG00000140519	51458	RHCG	protein_coding	2757
8029	ENSG00000140521	5428	POLG	protein_coding	4230
8030	ENSG00000140522	6017	RLBP1	protein_coding	1810
8031	ENSG00000140525	55215	FANCI	protein_coding	5119
8032	ENSG00000140526	11057	ABHD2	protein_coding	9443
8033	ENSG00000140527	56964	WDR93	protein_coding	4068
8034	ENSG00000140534	90381	TICRR	protein_coding	7813
8035	ENSG00000140538	4916	NTRK3	protein_coding	9078
8036	ENSG00000140543	55070	DET1	protein_coding	2658
8037	ENSG00000140545	4240	MFGE8	protein_coding	2699
8038	ENSG00000140548	374655	ZNF710	protein_coding	4146
8039	ENSG00000140553	55898	UNC45A	protein_coding	3854
8040	ENSG00000140557	8128	ST8SIA2	protein_coding	5708
8041	ENSG00000140563	55784	MCTP2	protein_coding	5792
8042	ENSG00000140564	5045	FURIN	protein_coding	4574
8043	ENSG00000140575	8826	IQGAP1	protein_coding	7496
8044	ENSG00000140577	64784	CRTC3	protein_coding	8130
8045	ENSG00000140598	79631	EFTUD1	protein_coding	4486
8046	ENSG00000140600	6457	SH3GL3	protein_coding	2686
8047	ENSG00000140612	23478	SEC11A	protein_coding	2043
8048	ENSG00000140623	124404	SEPT12	protein_coding	1877
8049	ENSG00000140632	84656	GLYR1	protein_coding	2760
8050	ENSG00000140650	5373	PMM2	protein_coding	1441
8051	ENSG00000140675	6524	SLC5A2	protein_coding	1383
8052	ENSG00000140678	3687	ITGAX	protein_coding	5253
8053	ENSG00000140682	7041	TGFB1I1	protein_coding	2347
8054	ENSG00000140688	64755	C16orf58	protein_coding	2096
8055	ENSG00000140691	79798	ARMC5	protein_coding	4210
8056	ENSG00000140694	5073	PARN	protein_coding	4208
8057	ENSG00000140718	79068	FTO	protein_coding	11315
8058	ENSG00000140740	7385	UQCRC2	protein_coding	2970
8059	ENSG00000140743	1039	CDR2	protein_coding	3025
8060	ENSG00000140749	10261	IGSF6	protein_coding	1034
8061	ENSG00000140750	55114	ARHGAP17	protein_coding	3289
8062	ENSG00000140795	91807	MYLK3	protein_coding	3712
8063	ENSG00000140798	94160	ABCC12	protein_coding	6121
8064	ENSG00000140807	85407	NKD1	protein_coding	4585
8065	ENSG00000140829	9785	DHX38	protein_coding	3890
8066	ENSG00000140830	54957	TXNL4B	protein_coding	2605
8067	ENSG00000140832	91862	MARVELD3	protein_coding	5798
8068	ENSG00000140835	10164	CHST4	protein_coding	2595
8069	ENSG00000140836	463	ZFHX3	protein_coding	17070
8070	ENSG00000140839	497190	CLEC18B	protein_coding	1865
8071	ENSG00000140848	221184	CPNE2	protein_coding	4750
8072	ENSG00000140853	84166	NLRC5	protein_coding	9730
8073	ENSG00000140854	10300	KATNB1	protein_coding	2836
8074	ENSG00000140859	3801	KIFC3	protein_coding	6564
8075	ENSG00000140873	170692	ADAMTS18	protein_coding	6085
8076	ENSG00000140876	283927	NUDT7	protein_coding	974
8077	ENSG00000140905	2653	GCSH	protein_coding	1880
8078	ENSG00000140931	123920	CMTM3	protein_coding	3100
8079	ENSG00000140932	146225	CMTM2	protein_coding	904
8080	ENSG00000140937	1009	CDH11	protein_coding	9495
8081	ENSG00000140939	8996	NOL3	protein_coding	2526
8082	ENSG00000140941	81631	MAP1LC3B	protein_coding	4529
8083	ENSG00000140943	8720	MBTPS1	protein_coding	5075
8084	ENSG00000140945	1012	CDH13	protein_coding	7051
8085	ENSG00000140948	23174	ZCCHC14	protein_coding	7206
8086	ENSG00000140950	57707	TLDC1	protein_coding	4101
8087	ENSG00000140955	161931	ADAD2	protein_coding	1555
8088	ENSG00000140961	29948	OSGIN1	protein_coding	3243
8089	ENSG00000140968	3394	IRF8	protein_coding	4744
8090	ENSG00000140983	89941	RHOT2	protein_coding	2739
8091	ENSG00000140986	6123	RPL3L	protein_coding	2758
8092	ENSG00000140987	54925	ZSCAN32	protein_coding	3312
8093	ENSG00000140988	6187	RPS2	protein_coding	1350
8094	ENSG00000140990	4716	NDUFB10	protein_coding	865
8095	ENSG00000140992	5170	PDPK1	protein_coding	7371
8096	ENSG00000140993	91151	TIGD7	protein_coding	1663
8097	ENSG00000140995	54849	DEF8	protein_coding	5907
8098	ENSG00000141002	22980	TCF25	protein_coding	3311
8099	ENSG00000141012	2588	GALNS	protein_coding	4485
8100	ENSG00000141013	2622	GAS8	protein_coding	3254
8101	ENSG00000141026	55090	MED9	protein_coding	2940
8102	ENSG00000141027	9611	NCOR1	protein_coding	12548
8103	ENSG00000141028	NA	CDRT15P1	pseudogene	564
8104	ENSG00000141030	8533	COPS3	protein_coding	2034
8105	ENSG00000141034	79018	GID4	protein_coding	5210
8106	ENSG00000141040	57336	ZNF287	protein_coding	3534
8107	ENSG00000141052	93649	MYOCD	protein_coding	6270
8108	ENSG00000141068	8844	KSR1	protein_coding	8493
8109	ENSG00000141076	84916	CIRH1A	protein_coding	5317
8110	ENSG00000141084	57610	RANBP10	protein_coding	6346
8111	ENSG00000141086	1506	CTRL	protein_coding	1657
8112	ENSG00000141096	64180	DPEP3	protein_coding	2018
8113	ENSG00000141098	81577	GFOD2	protein_coding	4046
8114	ENSG00000141101	28987	NOB1	protein_coding	1305
8115	ENSG00000141127	5636	PRPSAP2	protein_coding	3775
8116	ENSG00000141140	NA	MYO19	protein_coding	6810
8117	ENSG00000141141	NA	DDX52	protein_coding	6225
8118	ENSG00000141150	NA	RASL10B	protein_coding	3502
8119	ENSG00000141161	146862	UNC45B	protein_coding	5679
8120	ENSG00000141179	58488	PCTP	protein_coding	3504
8121	ENSG00000141194	26689	OR4D1	protein_coding	1024
8122	ENSG00000141198	10040	TOM1L1	protein_coding	5569
8123	ENSG00000141200	84643	KIF2B	protein_coding	2335
8124	ENSG00000141219	55028	C17orf80	protein_coding	4229
8125	ENSG00000141232	10140	TOB1	protein_coding	2240
8126	ENSG00000141252	55275	VPS53	protein_coding	15597
8127	ENSG00000141255	84690	SPATA22	protein_coding	2419
8128	ENSG00000141258	9905	SGSM2	protein_coding	4867
8129	ENSG00000141279	9520	NPEPPS	protein_coding	4851
8130	ENSG00000141293	8631	SKAP1	protein_coding	2547
8131	ENSG00000141294	90506	LRRC46	protein_coding	2798
8132	ENSG00000141295	90507	SCRN2	protein_coding	2392
8133	ENSG00000141298	85464	SSH2	protein_coding	10815
8134	ENSG00000141314	162494	RHBDL3	protein_coding	4800
8135	ENSG00000141316	124912	SPACA3	protein_coding	1230
8136	ENSG00000141337	22901	ARSG	protein_coding	4979
8137	ENSG00000141338	10351	ABCA8	protein_coding	6289
8138	ENSG00000141349	92579	G6PC3	protein_coding	1823
8139	ENSG00000141367	1213	CLTC	protein_coding	8089
8140	ENSG00000141371	124773	C17orf64	protein_coding	1112
8141	ENSG00000141376	54828	BCAS3	protein_coding	7877
8142	ENSG00000141378	51651	PTRH2	protein_coding	4334
8143	ENSG00000141380	6760	SS18	protein_coding	4836
8144	ENSG00000141384	6875	TAF4B	protein_coding	5395
8145	ENSG00000141385	10939	AFG3L2	protein_coding	2493
8146	ENSG00000141391	10650	SLMO1	protein_coding	1992
8147	ENSG00000141401	3613	IMPA2	protein_coding	2895
8148	ENSG00000141404	2774	GNAL	protein_coding	6071
8149	ENSG00000141424	25800	SLC39A6	protein_coding	3682
8150	ENSG00000141425	55197	RPRD1A	protein_coding	6853
8151	ENSG00000141428	83608	C18orf21	protein_coding	1717
8152	ENSG00000141429	2589	GALNT1	protein_coding	5126
8153	ENSG00000141431	80816	ASXL3	protein_coding	12546
8154	ENSG00000141433	116	ADCYAP1	protein_coding	2936
8155	ENSG00000141434	4225	MEP1B	protein_coding	2420
8156	ENSG00000141437	147407	SLC25A52	protein_coding	1319
8157	ENSG00000141441	64762	GAREM	protein_coding	6872
8158	ENSG00000141446	114799	ESCO1	protein_coding	5288
8159	ENSG00000141447	114876	OSBPL1A	protein_coding	7314
8160	ENSG00000141448	2627	GATA6	protein_coding	3624
8161	ENSG00000141449	80000	GREB1L	protein_coding	9411
8162	ENSG00000141452	29919	C18orf8	protein_coding	2020
8163	ENSG00000141456	27043	PELP1	protein_coding	4075
8164	ENSG00000141458	4864	NPC1	protein_coding	7887
8165	ENSG00000141469	6563	SLC14A1	protein_coding	6021
8166	ENSG00000141480	409	ARRB2	protein_coding	2685
8167	ENSG00000141485	284111	SLC13A5	protein_coding	3804
8168	ENSG00000141497	84225	ZMYND15	protein_coding	2442
8169	ENSG00000141499	55135	WRAP53	protein_coding	3810
8170	ENSG00000141503	50488	MINK1	protein_coding	5466
8171	ENSG00000141504	112483	SAT2	protein_coding	1030
8172	ENSG00000141505	432	ASGR1	protein_coding	2569
8173	ENSG00000141506	23533	PIK3R5	protein_coding	6656
8174	ENSG00000141510	7157	TP53	protein_coding	3055
8175	ENSG00000141519	55036	CCDC40	protein_coding	6638
8176	ENSG00000141522	396	ARHGDIA	protein_coding	2294
8177	ENSG00000141524	11322	TMC6	protein_coding	5430
8178	ENSG00000141526	9123	SLC16A3	protein_coding	4931
8179	ENSG00000141527	79092	CARD14	protein_coding	4592
8180	ENSG00000141540	94015	TTYH2	protein_coding	4526
8181	ENSG00000141542	10966	RAB40B	protein_coding	4531
8182	ENSG00000141543	9775	EIF4A3	protein_coding	1734
8183	ENSG00000141551	1453	CSNK1D	protein_coding	4832
8184	ENSG00000141552	51529	ANAPC11	protein_coding	2243
8185	ENSG00000141556	6904	TBCD	protein_coding	7147
8186	ENSG00000141560	79672	FN3KRP	protein_coding	2630
8187	ENSG00000141562	26502	NARF	protein_coding	6258
8188	ENSG00000141564	57521	RPTOR	protein_coding	9028
8189	ENSG00000141568	3607	FOXK2	protein_coding	6123
8190	ENSG00000141569	201292	TRIM65	protein_coding	3734
8191	ENSG00000141570	57332	CBX8	protein_coding	4164
8192	ENSG00000141574	6398	SECTM1	protein_coding	2961
8193	ENSG00000141576	114804	RNF157	protein_coding	7113
8194	ENSG00000141577	22994	AZI1	protein_coding	3846
8195	ENSG00000141579	79755	ZNF750	protein_coding	3713
8196	ENSG00000141580	56270	WDR45B	protein_coding	3315
8197	ENSG00000141582	8535	CBX4	protein_coding	2789
8198	ENSG00000141622	494470	RNF165	protein_coding	11303
8199	ENSG00000141627	54808	DYM	protein_coding	4571
8200	ENSG00000141639	5596	MAPK4	protein_coding	7268
8201	ENSG00000141642	55520	ELAC1	protein_coding	3366
8202	ENSG00000141644	4152	MBD1	protein_coding	5916
8203	ENSG00000141646	4089	SMAD4	protein_coding	9907
8204	ENSG00000141655	8792	TNFRSF11A	protein_coding	8166
8205	ENSG00000141664	54877	ZCCHC2	protein_coding	9763
8206	ENSG00000141665	201456	FBXO15	protein_coding	6149
8207	ENSG00000141668	147381	CBLN2	protein_coding	4067
8208	ENSG00000141682	5366	PMAIP1	protein_coding	2099
8209	ENSG00000141696	10609	LEPREL4	protein_coding	2849
8210	ENSG00000141698	115024	NT5C3B	protein_coding	2087
8211	ENSG00000141699	162427	FAM134C	protein_coding	4506
8212	ENSG00000141720	NA	PIP4K2B	protein_coding	6135
8213	ENSG00000141736	2064	ERBB2	protein_coding	6264
8214	ENSG00000141738	2886	GRB7	protein_coding	2955
8215	ENSG00000141741	84299	MIEN1	protein_coding	967
8216	ENSG00000141744	5409	PNMT	protein_coding	1457
8217	ENSG00000141748	390790	ARL5C	protein_coding	1355
8218	ENSG00000141750	342667	STAC2	protein_coding	3362
8219	ENSG00000141753	3487	IGFBP4	protein_coding	2211
8220	ENSG00000141756	60681	FKBP10	protein_coding	3225
8221	ENSG00000141759	10907	TXNL4A	protein_coding	3175
8222	ENSG00000141837	773	CACNA1A	protein_coding	10015
8223	ENSG00000141854	113230	hsa-mir-1199	protein_coding	2252
8224	ENSG00000141858	90378	SAMD1	protein_coding	2263
8225	ENSG00000141867	23476	BRD4	protein_coding	9800
8226	ENSG00000141873	29985	SLC39A3	protein_coding	4552
8227	ENSG00000141905	4782	NFIC	protein_coding	8876
8228	ENSG00000141933	91978	TPGS1	protein_coding	874
8229	ENSG00000141934	8612	PPAP2C	protein_coding	1652
8230	ENSG00000141946	114026	ZIM3	protein_coding	2455
8231	ENSG00000141956	63977	PRDM15	protein_coding	8366
8232	ENSG00000141959	5211	PFKL	protein_coding	3453
8233	ENSG00000141965	55527	FEM1A	protein_coding	272
8234	ENSG00000141968	7409	VAV1	protein_coding	3015
8235	ENSG00000141971	93343	MVB12A	protein_coding	2207
8236	ENSG00000141977	117286	CIB3	protein_coding	711
8237	ENSG00000141985	6455	SH3GL1	protein_coding	3491
8238	ENSG00000141994	56931	DUS3L	protein_coding	2899
8239	ENSG00000142002	91039	DPP9	protein_coding	6060
8240	ENSG00000142025	63946	DMRTC2	protein_coding	3321
8241	ENSG00000142039	90324	CCDC97	protein_coding	3821
8242	ENSG00000142046	641649	TMEM91	protein_coding	2546
8243	ENSG00000142065	57677	ZFP14	protein_coding	6010
8244	ENSG00000142082	23410	SIRT3	protein_coding	4886
8245	ENSG00000142089	10410	IFITM3	protein_coding	1061
8246	ENSG00000142102	80162	ATHL1	protein_coding	4047
8247	ENSG00000142149	30811	HUNK	protein_coding	8294
8248	ENSG00000142156	1291	COL6A1	protein_coding	4553
8249	ENSG00000142163	8389	OR1E3	pseudogene	944
8250	ENSG00000142166	3454	IFNAR1	protein_coding	6349
8251	ENSG00000142168	6647	SOD1	protein_coding	2019
8252	ENSG00000142173	1292	COL6A2	protein_coding	4927
8253	ENSG00000142178	150094	SIK1	protein_coding	4712
8254	ENSG00000142182	29947	DNMT3L	protein_coding	1618
8255	ENSG00000142185	7226	TRPM2	protein_coding	6614
8256	ENSG00000142186	57410	SCYL1	protein_coding	2920
8257	ENSG00000142188	757	TMEM50B	protein_coding	3411
8258	ENSG00000142192	351	APP	protein_coding	5539
8259	ENSG00000142197	9980	DOPEY2	protein_coding	7847
8260	ENSG00000142207	9875	URB1	protein_coding	10416
8261	ENSG00000142208	207	AKT1	protein_coding	4904
8262	ENSG00000142224	29949	IL19	protein_coding	1967
8263	ENSG00000142227	2014	EMP3	protein_coding	1232
8264	ENSG00000142230	10055	SAE1	protein_coding	3389
8265	ENSG00000142233	126147	NTN5	protein_coding	1910
8266	ENSG00000142235	114783	LMTK3	protein_coding	5163
8267	ENSG00000142252	79760	GEMIN7	protein_coding	1437
8268	ENSG00000142273	23624	CBLC	protein_coding	1579
8269	ENSG00000142279	126374	WTIP	protein_coding	8262
8270	ENSG00000142303	81794	ADAMTS10	protein_coding	4552
8271	ENSG00000142319	6531	SLC6A3	protein_coding	4152
8272	ENSG00000142327	57140	RNPEPL1	protein_coding	5741
8273	ENSG00000142330	11132	CAPN10	protein_coding	4307
8274	ENSG00000142347	4542	MYO1F	protein_coding	5571
8275	ENSG00000142396	NA	ERVK3-1	processed_transcript	1760
8276	ENSG00000142405	91662	NLRP12	protein_coding	3873
8277	ENSG00000142408	59283	CACNG8	protein_coding	8656
8278	ENSG00000142409	126208	ZNF787	protein_coding	3674
8279	ENSG00000142444	90580	C19orf52	protein_coding	1863
8280	ENSG00000142449	84467	FBN3	protein_coding	9754
8281	ENSG00000142453	10498	CARM1	protein_coding	3440
8282	ENSG00000142459	115704	EVI5L	protein_coding	4102
8283	ENSG00000142484	9032	TM4SF5	protein_coding	708
8284	ENSG00000142494	55244	SLC47A1	protein_coding	3807
8285	ENSG00000142507	5694	PSMB6	protein_coding	844
8286	ENSG00000142511	2854	GPR32	protein_coding	1269
8287	ENSG00000142512	89790	SIGLEC10	protein_coding	2564
8288	ENSG00000142513	93650	ACPT	protein_coding	1347
8289	ENSG00000142515	354	KLK3	protein_coding	2745
8290	ENSG00000142528	25888	ZNF473	protein_coding	4827
8291	ENSG00000142530	112703	FAM71E1	protein_coding	1025
8292	ENSG00000142534	6205	RPS11	protein_coding	866
8293	ENSG00000142538	113091	PTH2	protein_coding	459
8294	ENSG00000142541	23521	RPL13A	protein_coding	1394
8295	ENSG00000142544	90353	CTU1	protein_coding	2087
8296	ENSG00000142546	51070	NOSIP	protein_coding	2074
8297	ENSG00000142549	402665	IGLON5	protein_coding	2606
8298	ENSG00000142552	57333	RCN3	protein_coding	2093
8299	ENSG00000142556	80110	ZNF614	protein_coding	5813
8300	ENSG00000142583	6518	SLC2A5	protein_coding	6717
8301	ENSG00000142599	473	RERE	protein_coding	10140
8302	ENSG00000142606	79258	MMEL1	protein_coding	2923
8303	ENSG00000142609	85452	C1orf222	protein_coding	4089
8304	ENSG00000142611	63976	PRDM16	protein_coding	9288
8305	ENSG00000142615	63036	CELA2A	protein_coding	1220
8306	ENSG00000142619	51702	PADI3	protein_coding	3189
8307	ENSG00000142621	114827	FHAD1	protein_coding	7918
8308	ENSG00000142623	29943	PADI1	protein_coding	5061
8309	ENSG00000142627	1969	EPHA2	protein_coding	4159
8310	ENSG00000142632	128272	ARHGEF19	protein_coding	3745
8311	ENSG00000142634	79180	EFHD2	protein_coding	2531
8312	ENSG00000142655	5195	PEX14	protein_coding	2323
8313	ENSG00000142657	5226	PGD	protein_coding	2510
8314	ENSG00000142661	127294	MYOM3	protein_coding	8841
8315	ENSG00000142669	83442	SH3BGRL3	protein_coding	1591
8316	ENSG00000142675	10256	CNKSR1	protein_coding	3031
8317	ENSG00000142676	6135	RPL11	protein_coding	1987
8318	ENSG00000142677	58985	IL22RA1	protein_coding	2798
8319	ENSG00000142684	51042	ZNF593	protein_coding	900
8320	ENSG00000142686	127703	C1orf216	protein_coding	3629
8321	ENSG00000142687	79932	KIAA0319L	protein_coding	8799
8322	ENSG00000142694	55194	EVA1B	protein_coding	648
8323	ENSG00000142698	84970	C1orf94	protein_coding	2576
8324	ENSG00000142700	63950	DMRTA2	protein_coding	3225
8325	ENSG00000142731	10733	PLK4	protein_coding	3980
8326	ENSG00000142733	9064	MAP3K6	protein_coding	4369
8327	ENSG00000142748	8547	FCN3	protein_coding	1030
8328	ENSG00000142751	54707	GPN2	protein_coding	4771
8329	ENSG00000142765	84958	SYTL1	protein_coding	3631
8330	ENSG00000142784	23038	WDTC1	protein_coding	4805
8331	ENSG00000142789	10136	CELA3A	protein_coding	1224
8332	ENSG00000142794	84224	NBPF3	protein_coding	6567
8333	ENSG00000142798	3339	HSPG2	protein_coding	15368
8334	ENSG00000142856	23421	ITGB3BP	protein_coding	5131
8335	ENSG00000142864	26135	SERBP1	protein_coding	7676
8336	ENSG00000142867	8915	BCL10	protein_coding	2736
8337	ENSG00000142871	3491	CYR61	protein_coding	2455
8338	ENSG00000142875	5567	PRKACB	protein_coding	6676
8339	ENSG00000142892	10026	PIGK	protein_coding	5513
8340	ENSG00000142910	64129	TINAGL1	protein_coding	5925
8341	ENSG00000142920	113451	ADC	protein_coding	6559
8342	ENSG00000142937	6202	RPS8	protein_coding	2470
8343	ENSG00000142945	11004	KIF2C	protein_coding	3483
8344	ENSG00000142949	5792	PTPRF	protein_coding	10719
8345	ENSG00000142959	266675	BEST4	protein_coding	2047
8346	ENSG00000142961	148932	MOB3C	protein_coding	5783
8347	ENSG00000142973	1580	CYP4B1	protein_coding	3283
8348	ENSG00000143001	199964	TMEM61	protein_coding	669
8349	ENSG00000143006	63948	DMRTB1	protein_coding	2440
8350	ENSG00000143013	8543	LMO4	protein_coding	5833
8351	ENSG00000143028	284612	SYPL2	protein_coding	4033
8352	ENSG00000143032	343472	BARHL2	protein_coding	1979
8353	ENSG00000143033	22823	MTF2	protein_coding	5909
8354	ENSG00000143036	126969	SLC44A3	protein_coding	2869
8355	ENSG00000143061	3321	IGSF3	protein_coding	7388
8356	ENSG00000143067	90874	ZNF697	protein_coding	5041
8357	ENSG00000143079	55917	CTTNBP2NL	protein_coding	7404
8358	ENSG00000143093	85369	STRIP1	protein_coding	4162
8359	ENSG00000143105	3744	KCNA10	protein_coding	1959
8360	ENSG00000143106	5686	PSMA5	protein_coding	5737
8361	ENSG00000143107	163479	FNDC7	protein_coding	3401
8362	ENSG00000143110	128346	C1orf162	protein_coding	2768
8363	ENSG00000143119	963	CD53	protein_coding	2081
8364	ENSG00000143125	84432	PROK1	protein_coding	856
8365	ENSG00000143126	1952	CELSR2	protein_coding	12349
8366	ENSG00000143127	8515	ITGA10	protein_coding	5338
8367	ENSG00000143140	NA	GJA5	protein_coding	2746
8368	ENSG00000143147	23432	GPR161	protein_coding	3923
8369	ENSG00000143149	223	ALDH9A1	protein_coding	2953
8370	ENSG00000143153	481	ATP1B1	protein_coding	2876
8371	ENSG00000143155	261726	TIPRL	protein_coding	1818
8372	ENSG00000143156	29922	NME7	protein_coding	1859
8373	ENSG00000143157	57645	POGK	protein_coding	8451
8374	ENSG00000143158	25874	MPC2	protein_coding	2079
8375	ENSG00000143162	8804	CREG1	protein_coding	2688
8376	ENSG00000143164	55827	DCAF6	protein_coding	5228
8377	ENSG00000143167	10223	GPA33	protein_coding	3003
8378	ENSG00000143171	6258	RXRG	protein_coding	2532
8379	ENSG00000143178	9095	TBX19	protein_coding	3647
8380	ENSG00000143179	7371	UCK2	protein_coding	2540
8381	ENSG00000143183	54499	TMCO1	protein_coding	2605
8382	ENSG00000143184	6375	XCL1	protein_coding	1367
8383	ENSG00000143185	6846	XCL2	protein_coding	565
8384	ENSG00000143190	5451	POU2F1	protein_coding	15370
8385	ENSG00000143194	84944	MAEL	protein_coding	3043
8386	ENSG00000143195	387597	ILDR2	protein_coding	8283
8387	ENSG00000143196	1805	DPT	protein_coding	1786
8388	ENSG00000143198	4259	MGST3	protein_coding	4542
8389	ENSG00000143199	55811	ADCY10	protein_coding	6139
8390	ENSG00000143207	64326	RFWD2	protein_coding	3263
8391	ENSG00000143217	81607	PVRL4	protein_coding	3509
8392	ENSG00000143222	51506	UFC1	protein_coding	1943
8393	ENSG00000143224	5498	PPOX	protein_coding	3797
8394	ENSG00000143226	2212	FCGR2A	protein_coding	4279
8395	ENSG00000143228	83540	NUF2	protein_coding	2537
8396	ENSG00000143248	8490	RGS5	protein_coding	6383
8397	ENSG00000143252	6391	SDHC	protein_coding	2014
8398	ENSG00000143256	5202	PFDN2	protein_coding	651
8399	ENSG00000143257	9970	NR1I3	protein_coding	1699
8400	ENSG00000143258	27005	USP21	protein_coding	2402
8401	ENSG00000143278	2165	F13B	protein_coding	2450
8402	ENSG00000143294	5546	PRCC	protein_coding	2321
8403	ENSG00000143297	83416	FCRL5	protein_coding	12440
8404	ENSG00000143303	51093	RRNAD1	protein_coding	2787
8405	ENSG00000143314	79590	MRPL24	protein_coding	1695
8406	ENSG00000143315	93183	PIGM	protein_coding	4322
8407	ENSG00000143318	844	CASQ1	protein_coding	2073
8408	ENSG00000143319	81875	ISG20L2	protein_coding	4904
8409	ENSG00000143320	1382	CRABP2	protein_coding	1100
8410	ENSG00000143321	3068	HDGF	protein_coding	3790
8411	ENSG00000143322	27	ABL2	protein_coding	12649
8412	ENSG00000143324	9213	XPR1	protein_coding	8903
8413	ENSG00000143333	6004	RGS16	protein_coding	2427
8414	ENSG00000143337	26092	TOR1AIP1	protein_coding	9061
8415	ENSG00000143340	148753	FAM163A	protein_coding	2894
8416	ENSG00000143341	83872	HMCN1	protein_coding	18583
8417	ENSG00000143344	23179	RGL1	protein_coding	5415
8418	ENSG00000143353	127018	LYPLAL1	protein_coding	2848
8419	ENSG00000143355	56956	LHX9	protein_coding	9664
8420	ENSG00000143363	58497	PRUNE	protein_coding	3067
8421	ENSG00000143365	6097	RORC	protein_coding	6230
8422	ENSG00000143367	7286	TUFT1	protein_coding	3118
8423	ENSG00000143368	10262	SF3B4	protein_coding	2245
8424	ENSG00000143369	1893	ECM1	protein_coding	3360
8425	ENSG00000143373	57592	ZNF687	protein_coding	5547
8426	ENSG00000143374	80222	TARS2	protein_coding	2747
8427	ENSG00000143375	57530	CGN	protein_coding	5328
8428	ENSG00000143376	81609	SNX27	protein_coding	7132
8429	ENSG00000143379	9869	SETDB1	protein_coding	4536
8430	ENSG00000143382	54507	ADAMTSL4	protein_coding	4174
8431	ENSG00000143384	4170	MCL1	protein_coding	4218
8432	ENSG00000143387	1513	CTSK	protein_coding	1887
8433	ENSG00000143390	5993	RFX5	protein_coding	3821
8434	ENSG00000143393	5298	PI4KB	protein_coding	4432
8435	ENSG00000143398	8394	PIP5K1A	protein_coding	4384
8436	ENSG00000143401	81611	ANP32E	protein_coding	3607
8437	ENSG00000143409	55793	FAM63A	protein_coding	3590
8438	ENSG00000143412	8416	ANXA9	protein_coding	1826
8439	ENSG00000143416	8991	SELENBP1	protein_coding	2331
8440	ENSG00000143418	29956	CERS2	protein_coding	2537
8441	ENSG00000143420	2029	ENSA	protein_coding	5493
8442	ENSG00000143429	NA	AC027612.6	pseudogene	3070
8443	ENSG00000143434	10500	SEMA6C	protein_coding	5773
8444	ENSG00000143436	65005	MRPL9	protein_coding	1184
8445	ENSG00000143437	405	ARNT	protein_coding	5438
8446	ENSG00000143442	23126	POGZ	protein_coding	7528
8447	ENSG00000143443	54964	C1orf56	protein_coding	1779
8448	ENSG00000143450	51686	OAZ3	protein_coding	3077
