sampleID	ENSG00000049768.15	ENST00000376207.9	ENST00000376199.7
TCGA.AO.A128.01A.11R.A10J.07	5.094264	3.760229	0
TCGA.AO.A129.01A.21R.A10J.07	0.809787	0.662432	0
TCGA.AO.A12A.01A.21R.A115.07	0.117862	0.117862	0
TCGA.AO.A12B.01A.11R.A10J.07	0.076975	0	0
TCGA.AO.A12C.01A.11R.A10J.07	0.151891	0.151891	0
TCGA.AO.A12D.01A.11R.A115.07	0.766057	0.766057	0
TCGA.AO.A12E.01A.11R.A10J.07	0.069717	0.069717	0
TCGA.AO.A12F.01A.11R.A115.07	0.010566	0.010566	0
TCGA.AO.A12G.01A.11R.A10J.07	0.053972	0.053972	0
TCGA.AO.A12H.01A.11R.A115.07	0.016545	0.016545	0
TCGA.AO.A1KO.01A.31R.A13Q.07	0.141785	0.141785	0
TCGA.AO.A1KP.01A.11R.A13Q.07	0.071044	0.071044	0
TCGA.AO.A1KQ.01A.11R.A13Q.07	0.310031	0.310031	0
TCGA.AO.A1KR.01A.12R.A144.07	0.024226	0.024226	0
TCGA.AO.A1KS.01A.11R.A13Q.07	0.372276	0.372276	0
TCGA.AO.A1KT.01A.11R.A13Q.07	0.087827	0.087827	0
TCGA.AQ.A04H.01B.11R.A10J.07	0.142047	0.070518	0
TCGA.AQ.A04J.01A.02R.A034.07	0.350687	0.350687	0
TCGA.AQ.A04L.01B.21R.A10J.07	0.01575	0.01575	0
TCGA.AQ.A0Y5.01A.11R.A14M.07	0.009281	0.009281	0
TCGA.AQ.A1H2.01A.11R.A13Q.07	0.145708	0.145708	0
TCGA.AQ.A1H3.01A.31R.A13Q.07	0.025095	0.025095	0
TCGA.AQ.A54N.01A.11R.A266.07	0.114246	0.114246	0
TCGA.AQ.A54O.01A.11R.A266.07	0.43959	0.43959	0
TCGA.AQ.A7U7.01A.22R.A352.07	5.525666	5.316239	0
TCGA.AR.A0TP.01A.11R.A084.07	0.171615	0.067934	0
TCGA.AR.A0TQ.01A.11R.A084.07	0.191925	0.191925	0
TCGA.AR.A0TR.01A.11R.A084.07	0.164188	0.073911	0
TCGA.AR.A0TS.01A.11R.A115.07	1.575527	1.557459	0
TCGA.AR.A0TT.01A.31R.A084.07	0.76308	0.76308	0
TCGA.AR.A0TU.01A.31R.A109.07	0.227523	0.227523	0
TCGA.AR.A0TV.01A.21R.A084.07	0.044055	0.044055	0
TCGA.AR.A0TW.01A.11R.A084.07	0.207121	0.207121	0
TCGA.AR.A0TX.01A.11R.A084.07	0.901177	0.87442	0
TCGA.AR.A0TY.01A.12R.A115.07	0.023666	0.023666	0
TCGA.AR.A0TZ.01A.12R.A084.07	1.136394	1.079565	0
TCGA.AR.A0U0.01A.11R.A109.07	0.132024	0.132024	0
TCGA.AR.A0U2.01A.11R.A109.07	0.242714	0.242714	0
TCGA.AR.A0U3.01A.11R.A109.07	0.292475	0.134354	0
TCGA.AR.A0U4.01A.11R.A109.07	1.239142	1.239142	0
TCGA.AR.A1AH.01A.11R.A12D.07	0.494709	0.494709	0
TCGA.AR.A1AI.01A.11R.A12P.07	0.63944	0.63944	0
TCGA.AR.A1AJ.01A.21R.A12P.07	3.919528	3.861686	0
TCGA.AR.A1AK.01A.21R.A12P.07	0.552821	0.552821	0
TCGA.AR.A1AL.01A.21R.A12P.07	0.492616	0.444159	0
TCGA.AR.A1AM.01A.41R.A22K.07	0.202614	0.202614	0
TCGA.AR.A1AN.01A.11R.A12P.07	0.051417	0.051417	0
TCGA.AR.A1AO.01A.11R.A12P.07	1.041603	1.041603	0
TCGA.AR.A1AP.01A.11R.A12P.07	0.316186	0.276609	0
TCGA.AR.A1AQ.01A.11R.A12P.07	0.222516	0.222516	0
TCGA.AR.A1AR.01A.31R.A137.07	2.210886	1.771171	0
TCGA.AR.A1AS.01A.11R.A12P.07	0.036171	0.036171	0
TCGA.AR.A1AT.01A.11R.A12P.07	0.469759	0.267233	0
TCGA.AR.A1AU.01A.11R.A12P.07	0.220368	0.220368	0
TCGA.AR.A1AV.01A.21R.A12P.07	0.021188	0.021188	0
TCGA.AR.A1AW.01A.21R.A12P.07	0.247537	0.247537	0
TCGA.AR.A1AX.01A.11R.A12P.07	0.194285	0.194285	0
TCGA.AR.A1AY.01A.21R.A12P.07	0.028937	0.028937	0
TCGA.AR.A24H.01A.11R.A169.07	2.780072	0.924361	0.040462
TCGA.AR.A24K.01A.11R.A169.07	0.073464	0.073464	0
TCGA.AR.A24L.01A.11R.A169.07	0.242473	0.184461	0
TCGA.AR.A24M.01A.11R.A169.07	0.04871	0.04871	0
TCGA.AR.A24N.01A.11R.A169.07	0.077753	0.077753	0
TCGA.AR.A24O.01A.11R.A169.07	0.109186	0.109186	0
TCGA.AR.A24P.01A.11R.A169.07	0.082897	0.082897	0
TCGA.AR.A24Q.01A.12R.A169.07	0.543765	0.543765	0
TCGA.AR.A24R.01A.11R.A169.07	0.390692	0.313935	0
TCGA.AR.A24S.01A.11R.A169.07	1.620883	1.463029	0
TCGA.AR.A24T.01A.11R.A169.07	0.081604	0.081604	0
TCGA.AR.A24U.01A.11R.A169.07	3.982421	3.697636	0.241553
TCGA.AR.A24V.01A.21R.A169.07	1.211499	1.161993	0.049506
TCGA.AR.A24W.01A.11R.A169.07	0.027237	0.027237	0
TCGA.AR.A24X.01A.11R.A169.07	0.069188	0.069188	0
TCGA.AR.A24Z.01A.11R.A169.07	0.166996	0.147054	0
TCGA.AR.A250.01A.31R.A169.07	1.790675	1.790675	0
TCGA.AR.A251.01A.12R.A169.07	0.44576	0.398142	0.047618
TCGA.AR.A252.01A.11R.A169.07	0.556669	0.556669	0
TCGA.AR.A254.01A.21R.A169.07	0.106356	0.046198	0
TCGA.AR.A255.01A.11R.A169.07	3.573362	3.573362	0
TCGA.AR.A256.01A.11R.A169.07	0.211989	0.211989	0
TCGA.AR.A2LE.01A.11R.A180.07	0.007923	0	0
TCGA.AR.A2LH.01A.31R.A18M.07	0.385826	0.31745	0
TCGA.AR.A2LJ.01A.12R.A19W.07	0.3523	0.3523	0
TCGA.AR.A2LK.01A.11R.A180.07	0.709575	0.709575	0
TCGA.AR.A2LL.01A.11R.A180.07	0.068054	0.068054	0
TCGA.AR.A2LM.01A.11R.A180.07	0.153643	0.153643	0
TCGA.AR.A2LN.01A.21R.A18M.07	0.027946	0.027946	0
TCGA.AR.A2LO.01A.31R.A18M.07	0.558286	0.40743	0.014618
TCGA.AR.A2LQ.01A.22R.A18M.07	0.060058	0.039134	0
TCGA.AR.A2LR.01A.12R.A18M.07	0.02172	0.02172	0
TCGA.AR.A5QM.01A.11R.A27Q.07	0.117496	0.117496	0
TCGA.AR.A5QN.01A.12R.A28M.07	0.528593	0.477952	0
TCGA.AR.A5QP.01A.11R.A28M.07	0.539986	0.528161	0
TCGA.AR.A5QQ.01A.11R.A28M.07	0.77309	0.77309	0
TCGA.B6.A0I1.01A.11R.A21T.07	0.450304	0.41995	0
TCGA.B6.A0I2.01A.11R.A034.07	0.381953	0.381953	0
TCGA.B6.A0I5.01A.11R.A034.07	0.059252	0.059252	0
TCGA.B6.A0I6.01A.11R.A034.07	0.006532	0.006532	0
TCGA.B6.A0I8.01A.11R.A034.07	0.046634	0.008205	0
TCGA.B6.A0I9.01A.11R.A034.07	0.776663	0.751017	0
TCGA.B6.A0IA.01A.11R.A034.07	0.063586	0.063586	0
TCGA.B6.A0IB.01A.11R.A034.07	0.10225	0.10225	0
TCGA.B6.A0IC.01A.11R.A034.07	0.43894	0.425144	0
TCGA.B6.A0IE.01A.11R.A034.07	0.083794	0.083794	0
TCGA.B6.A0IG.01A.11R.A034.07	0.555905	0.555905	0
TCGA.B6.A0IH.01A.11R.A115.07	0.273984	0.273984	0
TCGA.B6.A0IJ.01A.11R.A034.07	7.181982	6.914356	0.213565
TCGA.B6.A0IK.01A.12R.A056.07	0.817122	0.47399	0
TCGA.B6.A0IM.01A.11R.A034.07	0.039746	0.039746	0
TCGA.B6.A0IN.01A.11R.A034.07	0.08062	0.08062	0
TCGA.B6.A0IO.01A.11R.A034.07	0.172115	0.132237	0
TCGA.B6.A0IP.01A.11R.A034.07	0.970774	0.970774	0
TCGA.B6.A0IQ.01A.11R.A034.07	0.206462	0.20218	0
TCGA.B6.A0RE.01A.11R.A056.07	0.38241	0.211409	0
TCGA.B6.A0RG.01A.11R.A056.07	0.038064	0.026907	0
TCGA.B6.A0RH.01A.21R.A115.07	1.097786	1.097786	0
TCGA.B6.A0RI.01A.11R.A056.07	0.051256	0.051256	0
TCGA.B6.A0RL.01A.11R.A084.07	0.19234	0.181534	0
TCGA.B6.A0RM.01A.11R.A084.07	0.014586	0.014586	0
TCGA.B6.A0RN.01A.12R.A084.07	0.064033	0.064033	0
TCGA.B6.A0RO.01A.22R.A084.07	0.234537	0.234537	0
TCGA.B6.A0RP.01A.21R.A084.07	0.025527	0.025527	0
TCGA.B6.A0RQ.01A.11R.A115.07	0.041105	0.041105	0
TCGA.B6.A0RS.01A.11R.A084.07	1.224541	1.1903	0.017628
TCGA.B6.A0RT.01A.21R.A084.07	9.928692	9.888556	0
TCGA.B6.A0RU.01A.11R.A084.07	0.085195	0.085195	0
TCGA.B6.A0RV.01A.11R.A084.07	0.34124	0.34124	0
TCGA.B6.A0WS.01A.11R.A115.07	0.115788	0.115788	0
TCGA.B6.A0WT.01A.11R.A109.07	0.303566	0.303566	0
TCGA.B6.A0WV.01A.11R.A109.07	0.082867	0.082867	0
TCGA.B6.A0WW.01A.11R.A109.07	0.074645	0.074645	0
TCGA.B6.A0WX.01A.11R.A109.07	0.365902	0.365902	0
TCGA.B6.A0WY.01A.11R.A109.07	0.456807	0.456807	0
TCGA.B6.A0WZ.01A.11R.A109.07	0.83762	0.755901	0.081719
TCGA.B6.A0X0.01A.21R.A115.07	0.503511	0.503511	0
TCGA.B6.A0X1.01A.11R.A109.07	0.986141	0.316421	0
TCGA.B6.A0X4.01A.11R.A109.07	0.042936	0.042936	0
TCGA.B6.A0X5.01A.21R.A109.07	0.062155	0.014202	0
TCGA.B6.A0X7.01A.11R.A10J.07	0.056914	0.056914	0
TCGA.B6.A1KC.01B.11R.A157.07	0.008954	0.008954	0
TCGA.B6.A1KF.01A.11R.A13Q.07	0.018984	0.018984	0
TCGA.B6.A1KI.01A.11R.A14M.07	0.029871	0.029871	0
TCGA.B6.A1KN.01A.11R.A13Q.07	0.070079	0.070079	0
TCGA.B6.A2IU.01A.32R.A18M.07	0.221291	0.027011	0
TCGA.B6.A3ZX.01A.11R.A239.07	0.111578	0.111578	0
TCGA.B6.A400.01A.11R.A239.07	1.784627	1.631758	0
TCGA.B6.A401.01A.11R.A239.07	1.096866	1.096866	0
TCGA.B6.A402.01A.11R.A239.07	0.010104	0.010104	0
TCGA.B6.A408.01A.12R.A24H.07	0.544969	0.544969	0
TCGA.B6.A409.01A.11R.A24H.07	0.12428	0.12428	0
TCGA.B6.A40B.01A.11R.A239.07	0.981382	0.981382	0
TCGA.B6.A40C.01A.11R.A239.07	0.40248	0.396005	0
TCGA.BH.A0AU.01A.11R.A12P.07	0.088625	0.088625	0
TCGA.BH.A0AU.11A.11R.A12P.07	0.035693	0.035693	0
TCGA.BH.A0AV.01A.31R.A115.07	0.334908	0.334908	0
TCGA.BH.A0AW.01A.11R.A056.07	0.378412	0.378412	0
TCGA.BH.A0AY.01A.21R.A00Z.07	0.06888	0.06888	0
TCGA.BH.A0AY.11A.23R.A089.07	0.011395	0.011395	0
TCGA.BH.A0AZ.01A.21R.A12P.07	0.545581	0.379795	0
TCGA.BH.A0AZ.11A.22R.A12P.07	0.05613	0.045564	0
TCGA.BH.A0B0.01A.21R.A115.07	0.041938	0.041938	0
TCGA.BH.A0B1.01A.12R.A056.07	0.065724	0.065724	0
TCGA.BH.A0B2.01A.11R.A10J.07	2.452226	2.39848	0
TCGA.BH.A0B3.01A.11R.A056.07	0.1147	0.1147	0
TCGA.BH.A0B3.11B.21R.A089.07	0.08391	0.08391	0
TCGA.BH.A0B4.01A.11R.A00Z.07	0.2729	0.2729	0
TCGA.BH.A0B5.01A.11R.A12P.07	1.648638	1.558708	0.020101
TCGA.BH.A0B5.11A.23R.A12P.07	0.029664	0	0
TCGA.BH.A0B6.01A.11R.A19W.07	0.971535	0.971535	0
TCGA.BH.A0B7.01A.12R.A115.07	0.2878	0.2878	0
TCGA.BH.A0B7.11A.34R.A115.07	0.058602	0.058602	0
TCGA.BH.A0B8.01A.21R.A056.07	0.024035	0.024035	0
TCGA.BH.A0B8.11A.41R.A089.07	0	0	0
TCGA.BH.A0B9.01A.11R.A056.07	0.50089	0.50089	0
TCGA.BH.A0BA.01A.11R.A056.07	0.157417	0.071645	0
TCGA.BH.A0BA.11A.22R.A19E.07	0.326469	0.112885	0
TCGA.BH.A0BC.01A.22R.A084.07	3.902094	3.836165	0.065929
TCGA.BH.A0BC.11A.22R.A089.07	0.058325	0.058325	0
TCGA.BH.A0BD.01A.11R.A034.07	0.090971	0.090971	0
TCGA.BH.A0BF.01A.21R.A12P.07	5.570127	5.307798	0
TCGA.BH.A0BG.01A.11R.A115.07	0.153029	0.153029	0
TCGA.BH.A0BJ.01A.11R.A056.07	0.334505	0.334505	0
TCGA.BH.A0BJ.11A.23R.A089.07	0.02841	0.02841	0
TCGA.BH.A0BL.01A.11R.A115.07	0.475302	0.41706	0
TCGA.BH.A0BM.01A.11R.A056.07	0.009783	0.009783	0
TCGA.BH.A0BM.11A.12R.A089.07	0.017571	0.017571	0
TCGA.BH.A0BO.01A.23R.A12D.07	0.041911	0.041911	0
TCGA.BH.A0BP.01A.11R.A115.07	0.206755	0.206755	0
TCGA.BH.A0BQ.01A.21R.A115.07	0.406177	0.406177	0
TCGA.BH.A0BQ.11A.33R.A115.07	0.096369	0.096369	0
TCGA.BH.A0BR.01A.21R.A115.07	0.680502	0.680502	0
TCGA.BH.A0BS.01A.11R.A12P.07	0.004935	0.004935	0
TCGA.BH.A0BS.11A.11R.A12P.07	0.008598	0	0
TCGA.BH.A0BT.01A.11R.A12P.07	0.095446	0.095446	0
TCGA.BH.A0BT.11A.21R.A12P.07	0.300114	0.300114	0
TCGA.BH.A0BV.01A.11R.A00Z.07	0.19281	0.19281	0
TCGA.BH.A0BV.11A.31R.A089.07	0.025461	0	0.025461
TCGA.BH.A0BW.01A.11R.A115.07	2.985663	2.834333	0
TCGA.BH.A0BW.11A.12R.A115.07	0.167112	0.133813	0.033299
TCGA.BH.A0BZ.01A.31R.A12P.07	4.181765	3.371182	0.456183
TCGA.BH.A0BZ.11A.61R.A12P.07	0.015339	0.015339	0
TCGA.BH.A0C0.01A.21R.A056.07	1.240176	1.240176	0
TCGA.BH.A0C0.11A.21R.A089.07	0.007197	0.007197	0
TCGA.BH.A0C1.01B.11R.A12D.07	2.616046	1.521426	0.9935
TCGA.BH.A0C3.01A.21R.A12P.07	0.375805	0.375805	0
TCGA.BH.A0C3.11A.23R.A12P.07	0.410067	0.410067	0
TCGA.BH.A0C7.01B.11R.A115.07	0.200544	0.200544	0
TCGA.BH.A0DD.01A.31R.A12P.07	0.059953	0.059953	0
TCGA.BH.A0DD.11A.23R.A12P.07	0.046606	0.046606	0
TCGA.BH.A0DE.01A.11R.A115.07	0.044305	0.044305	0
TCGA.BH.A0DG.01A.21R.A12P.07	1.470992	1.196722	0.0559
TCGA.BH.A0DG.11A.43R.A12P.07	0.029227	0.004878	0
TCGA.BH.A0DH.01A.11R.A084.07	0.592465	0.496796	0
TCGA.BH.A0DH.11A.31R.A089.07	0.005855	0.005855	0
TCGA.BH.A0DI.01A.21R.A12P.07	0.421347	0.421347	0
TCGA.BH.A0DK.01A.21R.A056.07	2.548012	2.548012	0
TCGA.BH.A0DK.11A.13R.A089.07	0.047649	0.047649	0
TCGA.BH.A0DL.01A.11R.A115.07	0.483501	0.279626	0
TCGA.BH.A0DL.11A.13R.A115.07	0.10044	0.051853	0
TCGA.BH.A0DO.01B.11R.A12D.07	0.066198	0.066198	0
TCGA.BH.A0DO.11A.22R.A12D.07	0.031055	0.031055	0
TCGA.BH.A0DP.01A.21R.A056.07	0.227326	0.227326	0
TCGA.BH.A0DP.11A.12R.A089.07	0.063784	0.063784	0
TCGA.BH.A0DQ.01A.11R.A084.07	0.183539	0.183539	0
TCGA.BH.A0DQ.11A.12R.A089.07	0.12423	0.12423	0
TCGA.BH.A0DS.01A.11R.A056.07	0.005282	0.005282	0
TCGA.BH.A0DT.01A.21R.A12D.07	0.065582	0.065582	0
TCGA.BH.A0DT.11A.12R.A12D.07	0.014425	0.014425	0
TCGA.BH.A0DV.01A.21R.A12P.07	0.066369	0.066369	0
TCGA.BH.A0DV.11A.22R.A12P.07	0.067894	0.067894	0
TCGA.BH.A0DX.01A.11R.A115.07	0.836525	0.836525	0
TCGA.BH.A0DZ.01A.11R.A00Z.07	0.415119	0.241588	0
TCGA.BH.A0DZ.11A.22R.A089.07	0.106542	0.106542	0
TCGA.BH.A0E0.01A.11R.A056.07	1.427654	0.958808	0
TCGA.BH.A0E0.11A.13R.A089.07	0.181323	0.068224	0
TCGA.BH.A0E1.01A.11R.A056.07	0.111856	0.111856	0
TCGA.BH.A0E1.11A.13R.A089.07	0.014381	0.014381	0
TCGA.BH.A0E2.01A.11R.A056.07	0.269184	0.269184	0
TCGA.BH.A0E6.01A.11R.A034.07	0.312758	0.312758	0
TCGA.BH.A0E7.01A.11R.A034.07	0.085953	0.063737	0
TCGA.BH.A0E9.01B.11R.A115.07	0.77854	0.535928	0.242612
TCGA.BH.A0EA.01A.11R.A115.07	0.271183	0.066921	0
TCGA.BH.A0EB.01A.11R.A034.07	0.104935	0.104935	0
TCGA.BH.A0EE.01A.11R.A034.07	0.18377	0.18377	0
TCGA.BH.A0EI.01A.11R.A115.07	0.057377	0.057377	0
TCGA.BH.A0GY.01A.11R.A056.07	0.410033	0.410033	0
TCGA.BH.A0GZ.01A.11R.A056.07	0.031896	0.031896	0
TCGA.BH.A0H0.01A.11R.A056.07	0.114889	0.114889	0
TCGA.BH.A0H3.01A.11R.A12P.07	0.793895	0.793895	0
TCGA.BH.A0H5.01A.21R.A115.07	3.401449	3.401449	0
TCGA.BH.A0H5.11A.62R.A115.07	0.059638	0.059638	0
TCGA.BH.A0H6.01A.21R.A056.07	0.176949	0.176949	0
TCGA.BH.A0H7.01A.13R.A056.07	0.026747	0.026747	0
TCGA.BH.A0H7.11A.13R.A089.07	0.017377	0.017377	0
TCGA.BH.A0H9.01A.11R.A056.07	0.075853	0.075853	0
TCGA.BH.A0H9.11A.22R.A466.07	0.072522	0.072522	0
TCGA.BH.A0HA.01A.11R.A12P.07	0.101843	0.101843	0
TCGA.BH.A0HA.11A.31R.A12P.07	0.044954	0.024212	0
TCGA.BH.A0HB.01A.11R.A056.07	0.235252	0.235252	0
TCGA.BH.A0HF.01A.11R.A056.07	0.152747	0.152747	0
TCGA.BH.A0HI.01A.11R.A084.07	0.231568	0.231568	0
TCGA.BH.A0HK.01A.11R.A056.07	0.029243	0.029243	0
TCGA.BH.A0HK.11A.11R.A089.07	0.002647	0.002647	0
TCGA.BH.A0HL.01A.11R.A10U.07	0.046417	0.046417	0
TCGA.BH.A0HN.01A.11R.A10U.07	0.076794	0.076794	0
TCGA.BH.A0HO.01A.11R.A034.07	0.102406	0.102406	0
TCGA.BH.A0HP.01A.12R.A084.07	0.172013	0.172013	0
TCGA.BH.A0HQ.01A.11R.A034.07	0.107359	0.107359	0
TCGA.BH.A0HU.01A.11R.A034.07	0.580747	0.580747	0
TCGA.BH.A0HW.01A.11R.A034.07	0.01869	0.01869	0
TCGA.BH.A0HX.01A.21R.A056.07	1.481158	1.449427	0
TCGA.BH.A0HY.01A.11R.A056.07	0.071585	0.071585	0
TCGA.BH.A0RX.01A.21R.A084.07	0.624963	0.624963	0
TCGA.BH.A0W3.01A.11R.A109.07	0.309909	0.309909	0
TCGA.BH.A0W4.01A.11R.A109.07	0.866359	0.806546	0
TCGA.BH.A0W5.01A.11R.A109.07	0.222082	0.222082	0
TCGA.BH.A0W7.01A.11R.A115.07	2.990983	2.647048	0
TCGA.BH.A0WA.01A.11R.A109.07	0.065482	0.065482	0
TCGA.BH.A18F.01A.11R.A12D.07	0.597773	0.597773	0
TCGA.BH.A18G.01A.11R.A12D.07	0.766654	0.766654	0
TCGA.BH.A18H.01A.11R.A12D.07	11.506158	1.657496	0.032962
TCGA.BH.A18I.01A.11R.A12D.07	0.903904	0.474453	0.354748
TCGA.BH.A18J.01A.11R.A12D.07	0.541827	0.529753	0
TCGA.BH.A18J.11A.31R.A12D.07	0.072949	0.072949	0
TCGA.BH.A18K.01A.11R.A12D.07	0.115269	0.115269	0
TCGA.BH.A18K.11A.13R.A12D.07	0.112734	0.112734	0
TCGA.BH.A18L.01A.32R.A12D.07	0.008678	0.008678	0
TCGA.BH.A18L.11A.42R.A12D.07	0.277455	0.232599	0
TCGA.BH.A18M.01A.11R.A12D.07	0.288788	0.134107	0.154681
TCGA.BH.A18M.11A.33R.A12D.07	0.049603	0.049603	0
TCGA.BH.A18N.01A.11R.A12D.07	0.156967	0.097886	0.059081
TCGA.BH.A18N.11A.43R.A12D.07	0.064879	0.011529	0
TCGA.BH.A18P.01A.11R.A12D.07	0.36727	0.36727	0
TCGA.BH.A18P.11A.43R.A12D.07	0.041504	0.041504	0
TCGA.BH.A18Q.01A.12R.A12D.07	2.028167	1.888495	0.098641
TCGA.BH.A18Q.11A.34R.A12D.07	0.031845	0.022781	0
TCGA.BH.A18R.01A.11R.A12D.07	0.272244	0.272244	0
TCGA.BH.A18R.11A.42R.A12D.07	0.029776	0.029776	0
TCGA.BH.A18S.01A.11R.A12D.07	0.096006	0.096006	0
TCGA.BH.A18S.11A.43R.A12D.07	0.021199	0.021199	0
TCGA.BH.A18T.01A.11R.A12D.07	0.349098	0.321244	0
TCGA.BH.A18U.01A.21R.A12D.07	0.772862	0.772862	0
TCGA.BH.A18U.11A.23R.A12D.07	0.064766	0.064766	0
TCGA.BH.A18V.01A.11R.A12D.07	0.565935	0.565935	0
TCGA.BH.A18V.06A.11R.A213.07	5.978353	5.557685	0.098545
TCGA.BH.A18V.11A.52R.A12D.07	0.010864	0.010864	0
TCGA.BH.A1EN.01A.11R.A13Q.07	0.031228	0.031228	0
TCGA.BH.A1EN.11A.23R.A13Q.07	0.006466	0.006466	0
TCGA.BH.A1EO.01A.11R.A137.07	0.389386	0.389386	0
TCGA.BH.A1EO.11A.31R.A137.07	0.009142	0	0.009142
TCGA.BH.A1ES.01A.11R.A137.07	0.182963	0.182963	0
TCGA.BH.A1ES.06A.12R.A24H.07	0.150426	0.150426	0
TCGA.BH.A1ET.01A.11R.A137.07	0.318636	0.318636	0
TCGA.BH.A1ET.11B.23R.A137.07	0.196988	0.180029	0
TCGA.BH.A1EU.01A.11R.A137.07	0.668854	0.650414	0
TCGA.BH.A1EU.11A.23R.A137.07	0.093994	0.05623	0
TCGA.BH.A1EV.01A.11R.A137.07	0.109139	0.109139	0
TCGA.BH.A1EV.11A.24R.A137.07	0.028247	0.028247	0
TCGA.BH.A1EW.01A.11R.A137.07	0.17465	0.17465	0
TCGA.BH.A1EW.11B.33R.A137.07	0.269032	0.230029	0
TCGA.BH.A1EX.01A.11R.A13Q.07	1.025502	1.025502	0
TCGA.BH.A1EY.01A.11R.A13Q.07	1.418595	1.418595	0
TCGA.BH.A1F0.01A.11R.A137.07	0.277084	0.263739	0
TCGA.BH.A1F0.11B.23R.A137.07	0.039653	0.028348	0
TCGA.BH.A1F2.01A.31R.A13Q.07	0.014782	0.014782	0
TCGA.BH.A1F2.11A.32R.A13Q.07	0.031007	0	0
TCGA.BH.A1F5.01A.12R.A13Q.07	0.070493	0.070493	0
TCGA.BH.A1F6.01A.11R.A13Q.07	0.359817	0.359817	0
TCGA.BH.A1F6.11B.94R.A13Q.07	0.030477	0.030477	0
TCGA.BH.A1F8.01A.11R.A13Q.07	0.17273	0.17273	0
TCGA.BH.A1F8.11B.21R.A13Q.07	0.228489	0.016435	0
TCGA.BH.A1FB.01A.11R.A13Q.07	0.276389	0.276389	0
TCGA.BH.A1FB.11A.33R.A13Q.07	0.145439	0.145439	0
TCGA.BH.A1FC.01A.11R.A13Q.07	1.055174	1.055174	0
TCGA.BH.A1FC.11A.32R.A13Q.07	0.508954	0.29075	0
TCGA.BH.A1FD.01A.11R.A13Q.07	0.025667	0.025667	0
TCGA.BH.A1FD.11B.21R.A13Q.07	0.003461	0.003461	0
TCGA.BH.A1FE.01A.11R.A13Q.07	0.385352	0.385352	0
TCGA.BH.A1FE.06A.11R.A213.07	0.0445	0.0445	0
TCGA.BH.A1FE.11B.14R.A13Q.07	0.034801	0.021038	0
TCGA.BH.A1FG.01A.11R.A13Q.07	0.022031	0.022031	0
TCGA.BH.A1FG.11B.12R.A13Q.07	0.016412	0.008152	0
TCGA.BH.A1FH.01A.12R.A13Q.07	0.029968	0.029968	0
TCGA.BH.A1FH.11B.42R.A13Q.07	0.18154	0.039552	0
TCGA.BH.A1FJ.01A.11R.A13Q.07	0.063744	0.063744	0
TCGA.BH.A1FJ.11B.42R.A13Q.07	0.024272	0.024272	0
TCGA.BH.A1FL.01A.11R.A13Q.07	0.073481	0.073481	0
TCGA.BH.A1FM.01A.11R.A13Q.07	0.046191	0.046191	0
TCGA.BH.A1FM.11B.23R.A13Q.07	0	0	0
TCGA.BH.A1FN.01A.11R.A13Q.07	0.364166	0.364166	0
TCGA.BH.A1FN.11A.34R.A13Q.07	0.217979	0.211523	0.006456
TCGA.BH.A1FR.01A.11R.A13Q.07	0.545321	0.502989	0
TCGA.BH.A1FR.11B.42R.A13Q.07	0.126719	0.126719	0
TCGA.BH.A1FU.01A.11R.A14D.07	0.41064	0.41064	0
TCGA.BH.A1FU.11A.23R.A14D.07	0.187584	0.187584	0
TCGA.BH.A201.01A.11R.A14M.07	0.044979	0.044979	0
TCGA.BH.A202.01A.11R.A14M.07	2.966788	2.865579	0
TCGA.BH.A203.01A.12R.A169.07	1.008904	0.921325	0
TCGA.BH.A203.11A.42R.A169.07	0.289873	0.270254	0
TCGA.BH.A204.01A.11R.A157.07	0.012934	0.012934	0
TCGA.BH.A204.11A.53R.A157.07	0	0	0
TCGA.BH.A208.01A.11R.A157.07	0.133449	0.133449	0
TCGA.BH.A208.11A.51R.A157.07	0	0	0
TCGA.BH.A209.01A.11R.A157.07	1.563345	1.473224	0
TCGA.BH.A209.11A.42R.A157.07	0.084863	0.084863	0
TCGA.BH.A28O.01A.11R.A22K.07	0.145196	0.145196	0
TCGA.BH.A28Q.01A.11R.A16F.07	0.029932	0.029932	0
TCGA.BH.A2L8.01A.11R.A18M.07	0.450775	0.40209	0
TCGA.BH.A42T.01A.11R.A24H.07	0.616619	0.616619	0
TCGA.BH.A42U.01A.12R.A24H.07	0.187603	0.187603	0
TCGA.BH.A42V.01A.11R.A24H.07	0.227248	0.201948	0.0253
TCGA.BH.A5IZ.01A.11R.A27Q.07	0.086885	0.086885	0
TCGA.BH.A5J0.01A.11R.A27Q.07	0.218543	0.207064	0.011479
TCGA.BH.A6R8.01A.21R.A33J.07	0.567752	0.567752	0
TCGA.BH.A6R9.01A.21R.A32P.07	2.258904	2.209454	0
TCGA.BH.A8FY.01A.11R.A36F.07	0.036198	0.019748	0
TCGA.BH.A8FZ.01A.11R.A352.07	1.9212	1.431018	0.455741
TCGA.BH.A8G0.01A.11R.A352.07	0.790424	0.769532	0
TCGA.BH.AB28.01A.31R.A41B.07	0.771664	0.749053	0
TCGA.C8.A12K.01A.21R.A115.07	0.434681	0.434681	0
TCGA.C8.A12L.01A.11R.A115.07	0.327832	0.327832	0
TCGA.C8.A12M.01A.11R.A115.07	0.057384	0.057384	0
