ID	seqname	strand	start	stop	Geneid	hgnc_symbol	entrezgene_id	biotype
16782615	chr14	+	24605367	24608176	ENSG00000092010	PSME1	5720	protein_coding
16791962	chr14	-	35554673	35591723	ENSG00000092020	PPP2R3C	55012	protein_coding
16790943	chr14	-	24028774	24037279	ENSG00000092051	JPH4	84502	protein_coding
16790992	chr14	-	24037244	24048009	ENSG00000092051	JPH4	84502	protein_coding
16790032	chr14	-	20914570	20923267	ENSG00000092094	OSGEP	55644	protein_coding
16790803	chr14	-	23815515	23822121	ENSG00000092096	SLC22A17	51310	protein_coding
16783075	chr14	+	31091318	31205018	ENSG00000092108	SCFD1	23256	protein_coding
16783047	chr14	+	31028329	31089269	ENSG00000092140	G2E3	55632	protein_coding
16790233	chr14	-	21677295	21737653	ENSG00000092199	HNRNPC	3183	protein_coding
16781753	chr14	+	21756098	21819460	ENSG00000092200	RPGRIP1	57096	protein_coding
16790267	chr14	-	21819631	21852425	ENSG00000092201	SUPT16H	11198	protein_coding
16781791	chr14	+	21944756	21967319	ENSG00000092203	TOX4	9878	protein_coding
16783623	chr14	+	39583427	39606177	ENSG00000092208	GEMIN2	8487	protein_coding
16791219	chr14	-	24718320	24733638	ENSG00000092295	TGM1	7051	protein_coding
16791197	chr14	-	24708849	24711880	ENSG00000092330	TINF2	26277	protein_coding
17116028	chrY	+	6778727	6959977	ENSG00000092377	TBL1Y	90665	protein_coding
16809138	chr15	-	50844670	50979012	ENSG00000092439	TRPM7	54822	protein_coding
16799852	chr15	+	41849873	41871536	ENSG00000092445	TYRO3	7301	protein_coding
16800355	chr15	+	44119112	44160617	ENSG00000092470	WDR76	79968	protein_coding
16800095	chr15	+	42787504	42825259	ENSG00000092531	SNAP23	8773	protein_coding
16800105	chr15	+	42817139	42819162	ENSG00000092531	SNAP23	8773	protein_coding
16691576	chr1	-	119425666	119532179	ENSG00000092607	TBX15	6913	protein_coding
16669389	chr1	+	120202421	120286849	ENSG00000092621	PHGDH	26227	protein_coding
16915771	chr20	+	61447596	61472511	ENSG00000092758	COL9A3	1299	protein_coding
17025191	chr6	-	159186773	159240456	ENSG00000092820	EZR	7430	protein_coding
16752561	chr12	+	56551945	56557280	ENSG00000092841	MYL6	4637	protein_coding
16662453	chr1	+	36335409	36389900	ENSG00000092847	AGO1	26523	protein_coding
16662510	chr1	+	36549676	36553876	ENSG00000092850	TEKT2	27285	protein_coding
16685165	chr1	-	36185819	36235568	ENSG00000092853	CLSPN	63967	protein_coding
16677556	chr1	+	218518676	218617961	ENSG00000092969	TGFB2	7042	protein_coding
16699320	chr1	-	217600334	217804424	ENSG00000092978	GPATCH2	55105	protein_coding
16927052	chr22	+	19466982	19508135	ENSG00000093009	CDC45	8318	protein_coding
16931957	chr22	-	17660192	17702991	ENSG00000093072	ADA2	51816	protein_coding
16932075	chr22	-	18284835	18285915	ENSG00000093100	AC016026.1	NA	lncRNA
17023716	chr6	-	133043923	133055904	ENSG00000093134	VNN3	55350	protein_coding
16952561	chr3	-	42589459	42642572	ENSG00000093183	SEC22C	9117	protein_coding
16939203	chr3	+	38388251	38462839	ENSG00000093217	XYLB	9942	protein_coding
17103451	chrX	+	48659784	48683392	ENSG00000094631	HDAC6	10013	protein_coding
16859101	chr19	+	15197791	15199032	ENSG00000094661	OR1I1	126370	protein_coding
16992240	chr5	+	170190354	170241051	ENSG00000094755	GABRP	2568	protein_coding
16844674	chr17	-	39549976	39553844	ENSG00000094796	KRT31	3881	protein_coding
16834056	chr17	+	38443885	38459413	ENSG00000094804	CDC6	990	protein_coding
17104960	chrX	+	74493894	74524732	ENSG00000094841	UPRT	139596	protein_coding
17000404	chr5	-	137523337	137549032	ENSG00000094880	CDC23	8697	protein_coding
16765284	chr12	-	53701240	53718648	ENSG00000094914	AAAS	8086	protein_coding
16673713	chr1	+	171154347	171181822	ENSG00000094963	FMO2	2327	protein_coding
16673899	chr1	+	172501489	172580973	ENSG00000094975	SUCO	51430	protein_coding
16869228	chr19	-	12786531	12792701	ENSG00000095059	DHPS	1725	protein_coding
16869299	chr19	-	12873817	12886434	ENSG00000095066	HOOK2	29911	protein_coding
16744585	chr11	-	114392437	114430617	ENSG00000095110	NXPE1	120400	protein_coding
17097895	chr9	-	123577774	123605229	ENSG00000095261	PSMD5	5711	protein_coding
17089898	chr9	+	131709977	131769375	ENSG00000095319	NUP188	23511	protein_coding
17098567	chr9	-	130500596	130541048	ENSG00000095370	SH2D3C	10044	protein_coding
17087397	chr9	+	100818959	100845365	ENSG00000095380	NANS	54187	protein_coding
17096471	chr9	-	100961280	101018003	ENSG00000095383	TBC1D2	55357	protein_coding
17097603	chr9	-	117164360	117267736	ENSG00000095397	WHRN	25861	protein_coding
16707576	chr10	+	95372345	95425767	ENSG00000095464	PDE6C	5146	protein_coding
16707409	chr10	+	93683736	93790082	ENSG00000095564	BTAF1	9044	protein_coding
16719159	chr10	-	124750322	124768333	ENSG00000095574	IKZF5	64376	protein_coding
16716918	chr10	-	97950992	98031333	ENSG00000095585	BLNK	29760	protein_coding
16716956	chr10	-	98124363	98273683	ENSG00000095587	TLL2	7093	protein_coding
16707541	chr10	+	94833232	94837647	ENSG00000095596	CYP26A1	1592	protein_coding
16709458	chr10	+	115939029	115992063	ENSG00000095627	TDRD1	56165	protein_coding
16716795	chr10	-	97071528	97321171	ENSG00000095637	SORBS1	10580	protein_coding
16703563	chr10	+	28966271	28972120	ENSG00000095739	BAMBI	25805	protein_coding
16875754	chr19	-	55875757	55881814	ENSG00000095752	IL11	3589	protein_coding
16703340	chr10	+	26223002	26501465	ENSG00000095777	MYO3A	53904	protein_coding
16703520	chr10	+	28821422	28912041	ENSG00000095787	WAC	51322	protein_coding
16814837	chr16	+	1832902	1839192	ENSG00000095906	NUBP2	10101	protein_coding
16867057	chr19	-	3474405	3480540	ENSG00000095932	SMIM24	284422	protein_coding
17004879	chr6	+	12002391	12165232	ENSG00000095951	HIVEP1	3096	protein_coding
17019029	chr6	-	41126245	41130924	ENSG00000095970	TREM2	54209	protein_coding
17018859	chr6	-	39282474	39290744	ENSG00000095981	KCNK16	83795	protein_coding
17019877	chr6	-	49695089	49712168	ENSG00000096006	CRISP3	10321	protein_coding
17018530	chr6	-	35800743	35889119	ENSG00000096063	SRPK1	6732	protein_coding
17007930	chr6	+	36164521	36200567	ENSG00000096070	BRPF3	27154	protein_coding
17019516	chr6	-	43638934	43655549	ENSG00000096080	MRPS18A	55168	protein_coding
17019103	chr6	-	41704449	41721847	ENSG00000096088	PGC	5225	protein_coding
17009620	chr6	+	52535884	52551386	ENSG00000096092	TMEM14A	28978	protein_coding
17009583	chr6	+	52284994	52387892	ENSG00000096093	EFHC1	114327	protein_coding
17008463	chr6	+	41303393	41318625	ENSG00000096264	NCR2	9436	protein_coding
17009217	chr6	+	44214824	44221620	ENSG00000096384	HSP90AB1	3326	protein_coding
17018329	chr6	-	33762449	33771793	ENSG00000096395	MLN	4295	protein_coding
17007543	chr6	+	33588522	33664351	ENSG00000096433	ITPR3	3710	protein_coding
17016473	chr6	-	27418521	27440897	ENSG00000096654	ZNF184	7738	protein_coding
17004612	chr6	+	7541808	7586950	ENSG00000096696	DSP	1832	protein_coding
16705313	chr10	+	69644427	69678147	ENSG00000096717	SIRT1	23411	protein_coding
16705356	chr10	+	70090931	70102953	ENSG00000096746	HNRNPH3	3189	protein_coding
17084097	chr9	+	26947037	27062931	ENSG00000096872	IFT74	80173	protein_coding
17090373	chr9	+	133589268	133763062	ENSG00000097007	ABL1	25	protein_coding
16681103	chr1	-	6324332	6454451	ENSG00000097021	ACOT7	11332	protein_coding
16666835	chr1	+	87170253	87213867	ENSG00000097033	SH3GLB1	51100	protein_coding
16667037	chr1	+	91966404	91991321	ENSG00000097046	CDC7	8317	protein_coding
16689042	chr1	-	85622556	85666729	ENSG00000097096	SYDE2	84144	protein_coding
16868820	chr19	-	10943114	10946983	ENSG00000099203	TMED1	11018	protein_coding
17092208	chr9	-	5765076	5833117	ENSG00000099219	ERMP1	79956	protein_coding
16703495	chr10	+	27793197	27829099	ENSG00000099246	RAB18	22931	protein_coding
16704055	chr10	+	38645308	38667433	ENSG00000099251	HSD17B7P2	158160	transcribed_unprocessed_pseudogene
16667530	chr1	+	100111431	100160097	ENSG00000099260	PALMD	54873	protein_coding
16705620	chr10	+	71211226	71267425	ENSG00000099282	TSPAN15	23555	protein_coding
16705701	chr10	+	71812357	71872040	ENSG00000099284	MACROH2A2	55506	protein_coding
16704920	chr10	+	51827648	51893269	ENSG00000099290	WASHC2A	387680	protein_coding
16859711	chr19	+	18208603	18262499	ENSG00000099308	MAST3	23031	protein_coding
16876200	chr19	-	59073284	59084942	ENSG00000099326	MZF1	7593	protein_coding
16859446	chr19	+	17337055	17340028	ENSG00000099330	OCEL1	79629	protein_coding
16859395	chr19	+	17186591	17324104	ENSG00000099331	MYO9B	4650	protein_coding
16861647	chr19	+	38810482	38819877	ENSG00000099337	KCNK6	9424	protein_coding
16861653	chr19	+	38826415	38861589	ENSG00000099338	CATSPERG	57828	protein_coding
16861704	chr19	+	38865176	38874464	ENSG00000099341	PSMD8	5714	protein_coding
16825911	chr16	-	31000577	31021829	ENSG00000099365	STX1B	112755	protein_coding
16818114	chr16	+	30996519	31000473	ENSG00000099377	HSD3B7	80270	protein_coding
16818090	chr16	+	30968615	30995985	ENSG00000099381	SETD1A	9739	protein_coding
17102327	chrX	+	30233675	30238206	ENSG00000099399	MAGEB2	4113	protein_coding
16856538	chr19	+	1286153	1301430	ENSG00000099617	EFNA2	1943	protein_coding
16856497	chr19	+	1269267	1274809	ENSG00000099622	CIRBP	1153	protein_coding
16856494	chr19	+	1261354	1262238	ENSG00000099622	CIRBP	1153	protein_coding
16856476	chr19	+	1241749	1244824	ENSG00000099624	ATP5F1D	513	protein_coding
16866612	chr19	-	1229178	1237990	ENSG00000099625	CBARP	255057	protein_coding
17116810	chrY	-	6733959	6742068	ENSG00000099721	AMELY	266	protein_coding
16822825	chr16	-	1840414	1844909	ENSG00000099769	IGFALS	3483	protein_coding
16857913	chr19	+	8509651	8554384	ENSG00000099783	HNRNPM	4670	protein_coding
16857905	chr19	+	8478187	8503901	ENSG00000099785	MARCHF2	51257	protein_coding
16869660	chr19	-	14676890	14682889	ENSG00000099795	NDUFB7	4713	protein_coding
16856187	chr19	+	531733	542087	ENSG00000099804	CDC34	997	protein_coding
16856249	chr19	+	751146	764318	ENSG00000099812	MISP	126353	protein_coding
16789536	chr14	+	105331617	105363107	ENSG00000099814	CEP170B	283638	protein_coding
16866565	chr19	-	1086578	1095391	ENSG00000099817	POLR2E	5434	protein_coding
16866456	chr19	-	617223	633568	ENSG00000099821	POLRMT	5442	protein_coding
16856216	chr19	+	589893	617159	ENSG00000099822	HCN2	610	protein_coding
16734016	chr11	-	616565	626078	ENSG00000099834	CDHR5	53841	protein_coding
16856680	chr19	+	2096380	2099592	ENSG00000099840	IZUMO4	113177	protein_coding
16720219	chr11	+	560404	564025	ENSG00000099849	RASSF7	8045	protein_coding
16856803	chr19	+	2476123	2478257	ENSG00000099860	GADD45B	4616	protein_coding
16856239	chr19	+	708953	748330	ENSG00000099864	PALM	5064	protein_coding
16856174	chr19	+	496454	505343	ENSG00000099866	MADCAM1	8174	protein_coding
16720842	chr11	+	2161731	2169896	ENSG00000099869	IGF2-AS	51214	lncRNA
16866849	chr19	-	2037470	2051243	ENSG00000099875	MKNK2	2872	protein_coding
16932394	chr22	-	19957402	20004331	ENSG00000099889	ARVCF	421	protein_coding
16932420	chr22	-	20098344	20104915	ENSG00000099899	TRMT2A	27037	protein_coding
16927222	chr22	+	20116979	20135530	ENSG00000099904	ZDHHC8	29801	protein_coding
16932570	chr22	-	20778874	20792146	ENSG00000099910	KLHL22	84861	protein_coding
16927309	chr22	+	20850199	20941919	ENSG00000099917	MED15	51586	protein_coding
16927382	chr22	+	21128167	21142008	ENSG00000099937	SERPIND1	3053	protein_coding
16927390	chr22	+	21213271	21245502	ENSG00000099940	SNAP29	9342	protein_coding
16927401	chr22	+	21271714	21308037	ENSG00000099942	CRKL	1399	protein_coding
16927446	chr22	+	21336302	21353327	ENSG00000099949	LZTR1	8216	protein_coding
16927412	chr22	+	21319396	21335649	ENSG00000099949	LZTR1	8216	protein_coding
16928023	chr22	+	24110413	24126503	ENSG00000099953	MMP11	4320	protein_coding
16927486	chr22	+	21356175	21364663	ENSG00000099957	P2RX6	9127	protein_coding
16927491	chr22	+	21369316	21383119	ENSG00000099957	P2RX6	9127	protein_coding
16933062	chr22	-	24176690	24181315	ENSG00000099958	DERL3	91319	protein_coding
16932706	chr22	-	21383007	21387129	ENSG00000099960	SLC7A4	6545	protein_coding
16926893	chr22	+	18111621	18213388	ENSG00000099968	BCL2L13	23786	protein_coding
16928115	chr22	+	24322314	24326106	ENSG00000099984	GSTT2	2953	polymorphic_pseudogene
16933766	chr22	-	30658818	30662829	ENSG00000099985	OSM	5008	protein_coding
16933795	chr22	-	30687979	30723035	ENSG00000099992	TBC1D10A	83874	protein_coding
16928182	chr22	+	24577227	24585078	ENSG00000099994	SUSD2	56241	protein_coding
16933818	chr22	-	30727977	30752936	ENSG00000099995	SF3A1	10291	protein_coding
16933140	chr22	-	24615622	24641110	ENSG00000099998	GGT5	2687	protein_coding
16933865	chr22	-	30843946	30868036	ENSG00000100012	SEC14L3	266629	protein_coding
16928282	chr22	+	24951471	24978020	ENSG00000100028	SNRPD3	6634	protein_coding
16933931	chr22	-	30972612	31003070	ENSG00000100029	PES1	23481	protein_coding
16932831	chr22	-	22108789	22221970	ENSG00000100030	MAPK1	5594	protein_coding
16932130	chr22	-	18900287	18924066	ENSG00000100033	PRODH	5625	protein_coding
16932844	chr22	-	22273792	22307250	ENSG00000100034	PPM1F	9647	protein_coding
16929006	chr22	+	31031639	31065003	ENSG00000100036	SLC35E4	339665	protein_coding
16932867	chr22	-	22311397	22337213	ENSG00000100038	TOP3B	8940	protein_coding
16928391	chr22	+	25595817	25603330	ENSG00000100053	CRYBB3	1417	protein_coding
16929741	chr22	+	37678068	37711389	ENSG00000100055	CYTH4	27128	protein_coding
16932182	chr22	-	19117792	19132197	ENSG00000100056	ESS2	8220	protein_coding
16928415	chr22	+	25844054	25857645	ENSG00000100058	CRYBB2P1	1416	transcribed_unprocessed_pseudogene
16934786	chr22	-	37865101	37882478	ENSG00000100060	MFNG	4242	protein_coding
16934804	chr22	-	37886400	37915549	ENSG00000100065	CARD10	29775	protein_coding
16933265	chr22	-	25747385	25801344	ENSG00000100068	LRP5L	91355	protein_coding
16932204	chr22	-	19163094	19166343	ENSG00000100075	SLC25A1	6576	protein_coding
16934029	chr22	-	31530793	31536593	ENSG00000100078	PLA2G3	50487	protein_coding
16934836	chr22	-	37966253	37978623	ENSG00000100079	LGALS2	3957	protein_coding
16934844	chr22	-	37968206	37974633	ENSG00000100079	LGALS2	3957	protein_coding
16929782	chr22	+	38004481	38029571	ENSG00000100083	GGA1	26088	protein_coding
16929817	chr22	+	38030661	38052124	ENSG00000100092	SH3BP1	23616	protein_coding
16928510	chr22	+	26565440	26779563	ENSG00000100095	SEZ6L	23544	protein_coding
16929855	chr22	+	38071613	38075813	ENSG00000100097	LGALS1	3956	protein_coding
16933314	chr22	-	26839389	26879820	ENSG00000100099	HPS4	89781	protein_coding
16934045	chr22	-	31677579	31688520	ENSG00000100100	PIK3IP1	113791	protein_coding
16929866	chr22	+	38077680	38089485	ENSG00000100101	Z83844.1	NA	protein_coding
16928539	chr22	+	26879843	26887912	ENSG00000100104	SRRD	402055	protein_coding
16934059	chr22	-	31721790	31742249	ENSG00000100105	PATZ1	23598	protein_coding
16929882	chr22	+	38092995	38172563	ENSG00000100106	TRIOBP	11078	protein_coding
16933350	chr22	-	26887191	26908471	ENSG00000100109	TFIP11	24144	protein_coding
16929925	chr22	+	38203912	38213183	ENSG00000100116	GCAT	23464	protein_coding
16927778	chr22	+	22988780	22990368	ENSG00000100121	GGTLC2	91227	protein_coding
16933398	chr22	-	26995242	27014052	ENSG00000100122	CRYBB1	1414	protein_coding
16929943	chr22	+	38244875	38285414	ENSG00000100129	EIF3L	51386	protein_coding
17117975	chr22	-	42072746	42073267	ENSG00000100138	SNU13	4809	protein_coding
16935490	chr22	-	42069934	42086508	ENSG00000100138	SNU13	4809	protein_coding
16929969	chr22	+	38301664	38338829	ENSG00000100139	MICALL1	85377	protein_coding
16930758	chr22	+	42196678	42222303	ENSG00000100147	CCDC134	79879	protein_coding
16930023	chr22	+	38452318	38471708	ENSG00000100151	PICK1	9463	protein_coding
16934901	chr22	-	38474141	38480100	ENSG00000100156	SLC16A8	23539	protein_coding
16935517	chr22	-	42334370	42343168	ENSG00000100162	CENPM	79019	protein_coding
16930811	chr22	+	42372276	42394225	ENSG00000100167	SEPTIN3	55964	protein_coding
16929368	chr22	+	32439019	32509016	ENSG00000100170	SLC5A1	6523	protein_coding
16934198	chr22	-	32614067	32651328	ENSG00000100191	SLC5A4	6527	protein_coding
16930066	chr22	+	38864067	38879452	ENSG00000100196	KDELR3	11015	protein_coding
16935042	chr22	-	38879443	38903665	ENSG00000100201	DDX17	10521	protein_coding
16935069	chr22	-	38914954	38966291	ENSG00000100206	DMC1	11144	protein_coding
16935593	chr22	-	42556019	42739622	ENSG00000100207	TCF20	6942	protein_coding
16928668	chr22	+	29138019	29153503	ENSG00000100209	HSCB	150274	protein_coding
16930077	chr22	+	39052641	39069859	ENSG00000100211	CBY1	25776	protein_coding
16930093	chr22	+	39077953	39080818	ENSG00000100216	TOMM22	56993	protein_coding
16933535	chr22	-	29190543	29196585	ENSG00000100219	XBP1	7494	protein_coding
16934227	chr22	-	32783562	32808274	ENSG00000100220	RTCB	51493	protein_coding
16935130	chr22	-	39081548	39097561	ENSG00000100221	JOSD1	9929	protein_coding
16929416	chr22	+	32870663	32894818	ENSG00000100225	FBXO7	25793	protein_coding
16935648	chr22	-	42979727	43010968	ENSG00000100227	POLDIP3	84271	protein_coding
16927887	chr22	+	23487513	23506537	ENSG00000100228	RAB36	9609	protein_coding
16929442	chr22	+	33196802	33259030	ENSG00000100234	TIMP3	7078	protein_coding
16936535	chr22	-	50883429	50913464	ENSG00000100241	SBF1	6305	protein_coding
16935176	chr22	-	39162239	39162338	ENSG00000100242	SUN2	25777	protein_coding
16935178	chr22	-	39174513	39190203	ENSG00000100246	DNAL4	10126	protein_coding
16933555	chr22	-	29454660	29457907	ENSG00000100249	C22orf31	25770	protein_coding
16931716	chr22	+	50925213	50929077	ENSG00000100253	MIOX	55586	protein_coding
16936585	chr22	-	50941376	50946135	ENSG00000100258	LMF2	91289	protein_coding
16933564	chr22	-	29655841	29664198	ENSG00000100263	RHBDD3	25807	protein_coding
16935724	chr22	-	43254393	43254528	ENSG00000100266	PACSIN2	11252	protein_coding
16935727	chr22	-	43265772	43411184	ENSG00000100266	PACSIN2	11252	protein_coding
16935751	chr22	-	43414609	43485434	ENSG00000100271	TTLL1	25809	protein_coding
16933580	chr22	-	29708922	29711748	ENSG00000100276	RASL10A	10633	protein_coding
16929509	chr22	+	35653445	35691800	ENSG00000100281	HMGXB4	10042	protein_coding
16928816	chr22	+	29876181	29887379	ENSG00000100285	NEFH	4744	protein_coding
16936648	chr22	-	51007290	51039884	ENSG00000100288	CHKB	1120	protein_coding
16930947	chr22	+	43506754	43525718	ENSG00000100290	BIK	638	protein_coding
16929562	chr22	+	35776354	35790207	ENSG00000100292	HMOX1	3162	protein_coding
16935767	chr22	-	43528212	43539403	ENSG00000100294	MCAT	27349	protein_coding
16929573	chr22	+	35796056	35820495	ENSG00000100297	MCM5	4174	protein_coding
16930212	chr22	+	39493229	39500072	ENSG00000100298	APOBEC3H	164668	protein_coding
16936709	chr22	-	51061182	51066607	ENSG00000100299	ARSA	410	protein_coding
16930954	chr22	+	43547520	43559248	ENSG00000100300	TSPO	706	protein_coding
16929610	chr22	+	35936915	35950048	ENSG00000100302	RASD2	23551	protein_coding
16935775	chr22	-	43562628	43583139	ENSG00000100304	TTLL12	23170	protein_coding
16935228	chr22	-	39619364	39640957	ENSG00000100311	PDGFB	5155	protein_coding
16931838	chr22	+	51176624	51183762	ENSG00000100312	ACR	49	protein_coding
16928851	chr22	+	30116073	30127828	ENSG00000100314	CABP7	164633	protein_coding
16933691	chr22	-	30126945	30163000	ENSG00000100319	ZMAT5	55954	protein_coding
17117973	chr22	-	36340583	36340954	ENSG00000100320	RBFOX2	23543	protein_coding
16930226	chr22	+	39745930	39781892	ENSG00000100321	SYNGR1	9145	protein_coding
16930256	chr22	+	39828165	39833133	ENSG00000100324	TAB1	10454	protein_coding
16930262	chr22	+	39832495	39833065	ENSG00000100324	TAB1	10454	protein_coding
16933703	chr22	-	30184597	30234293	ENSG00000100325	ASCC2	84164	protein_coding
16930271	chr22	+	39895437	39914137	ENSG00000100335	MIEF1	54471	protein_coding
16930238	chr22	+	39795746	39913596	ENSG00000100335	MIEF1	54471	protein_coding
16934458	chr22	-	36585172	36600886	ENSG00000100336	APOL4	80832	protein_coding
16935892	chr22	-	44275558	44287893	ENSG00000100341	PNPLA5	150379	protein_coding
16931000	chr22	+	44319619	44343448	ENSG00000100344	PNPLA3	80339	protein_coding
16930307	chr22	+	39966758	40085742	ENSG00000100346	CACNA1I	8911	protein_coding
16934558	chr22	-	36863083	36878077	ENSG00000100348	TXN2	25828	protein_coding
16934568	chr22	-	36883233	36903148	ENSG00000100350	FOXRED2	80020	protein_coding
16934583	chr22	-	36906897	36925483	ENSG00000100353	EIF3D	8664	protein_coding
16930383	chr22	+	40440821	40731812	ENSG00000100354	TNRC6B	23112	protein_coding
16930446	chr22	+	40766595	40806293	ENSG00000100359	SGSM3	27352	protein_coding
16930418	chr22	+	40742504	40786467	ENSG00000100359	SGSM3	27352	protein_coding
16934621	chr22	-	37154246	37172300	ENSG00000100360	IFT27	11020	protein_coding
16934643	chr22	-	37196728	37215523	ENSG00000100362	PVALB	5816	protein_coding
16929677	chr22	+	37309670	37336491	ENSG00000100368	CSF2RB	1439	protein_coding
16931190	chr22	+	45680863	45691755	ENSG00000100373	UPK3A	7380	protein_coding
16931197	chr22	+	45704849	45737836	ENSG00000100376	FAM118A	55007	protein_coding
16929719	chr22	+	37447779	37459430	ENSG00000100379	KCTD17	79734	protein_coding
16935344	chr22	-	41220539	41253026	ENSG00000100380	ST13	6767	protein_coding
16934709	chr22	-	37515126	37571094	ENSG00000100385	IL2RB	3560	protein_coding
16930530	chr22	+	41351291	41351450	ENSG00000100387	RBX1	9978	protein_coding
16930518	chr22	+	41322353	41369313	ENSG00000100387	RBX1	9978	protein_coding
16930570	chr22	+	41601209	41627275	ENSG00000100395	L3MBTL2	83746	protein_coding
16935386	chr22	-	41625514	41636938	ENSG00000100399	CHADL	150356	protein_coding
16930598	chr22	+	41697526	41756151	ENSG00000100403	ZC3H7B	23264	protein_coding
16935432	chr22	-	41855721	41864729	ENSG00000100410	PHF5A	84844	protein_coding
16930635	chr22	+	41865117	41924993	ENSG00000100412	ACO2	50	protein_coding
16935440	chr22	-	41921803	41940610	ENSG00000100413	POLR3H	171568	protein_coding
16931400	chr22	+	46726772	46753237	ENSG00000100416	TRMU	55687	protein_coding
16935455	chr22	-	41972890	41985894	ENSG00000100417	PMM1	5372	protein_coding
16935473	chr22	-	41994032	42017100	ENSG00000100418	DESI1	27351	protein_coding
16936137	chr22	-	47080307	47134158	ENSG00000100422	CERK	64781	protein_coding
16936253	chr22	-	50171538	50173958	ENSG00000100425	BRD1	23774	protein_coding
16936230	chr22	-	50166931	50221160	ENSG00000100425	BRD1	23774	protein_coding
16931558	chr22	+	50247490	50283726	ENSG00000100426	ZBED4	9889	protein_coding
16936306	chr22	-	50497820	50524358	ENSG00000100427	MLC1	23209	protein_coding
16795567	chr14	-	88646452	88793256	ENSG00000100433	KCNK10	54207	protein_coding
16782132	chr14	+	23067146	23081265	ENSG00000100439	ABHD4	63874	protein_coding
16782876	chr14	+	24898492	24910548	ENSG00000100441	KHNYN	23351	protein_coding
16792369	chr14	-	45584339	45604522	ENSG00000100442	FKBP3	2287	protein_coding
16791401	chr14	-	24908972	24912111	ENSG00000100445	SDR39U1	56948	protein_coding
16791427	chr14	-	25042724	25045466	ENSG00000100448	CTSG	1511	protein_coding
16791436	chr14	-	25075686	25078905	ENSG00000100450	GZMH	2999	protein_coding
16791444	chr14	-	25100160	25103473	ENSG00000100453	GZMB	3002	protein_coding
16790529	chr14	-	23369854	23388396	ENSG00000100461	RBM23	55147	protein_coding
16790556	chr14	-	23389720	23398794	ENSG00000100462	PRMT5	10419	protein_coding
16783124	chr14	+	31343720	31364271	ENSG00000100473	COCH	1690	protein_coding
16783144	chr14	+	31494312	31565656	ENSG00000100478	AP4S1	11154	protein_coding
16792519	chr14	-	50110270	50155140	ENSG00000100479	POLE2	5427	protein_coding
16792650	chr14	-	50575350	50583318	ENSG00000100483	VCPKMT	79609	protein_coding
16792659	chr14	-	50583846	50698276	ENSG00000100485	SOS2	6655	protein_coding
16792715	chr14	-	50796310	50883179	ENSG00000100490	CDKL1	8814	protein_coding
16792888	chr14	-	51350294	51353947	ENSG00000100504	PYGL	5836	protein_coding
16792859	chr14	-	51324609	51411454	ENSG00000100504	PYGL	5836	protein_coding
16792894	chr14	-	51441979	51562779	ENSG00000100505	TRIM9	114088	protein_coding
16784228	chr14	+	53173890	53195305	ENSG00000100519	PSMC6	5706	protein_coding
16793052	chr14	-	53241911	53258386	ENSG00000100522	GNPNAT1	64841	protein_coding
16784299	chr14	+	54863567	54886936	ENSG00000100526	CDKN3	1033	protein_coding
16793149	chr14	-	54893647	54908149	ENSG00000100528	CNIH1	10175	protein_coding
16784317	chr14	+	54976530	55005567	ENSG00000100532	CGRRF1	10668	protein_coding
16793973	chr14	-	67761088	67826982	ENSG00000100554	ATP6V1D	51382	protein_coding
16793382	chr14	-	57936019	57960585	ENSG00000100557	CCDC198	55195	protein_coding
16793999	chr14	-	67853700	67878917	ENSG00000100558	PLEK2	26499	protein_coding
16794030	chr14	-	68048672	68067017	ENSG00000100564	PIGH	5283	protein_coding
16786820	chr14	+	77292715	77336645	ENSG00000100565	LRRC74A	145497	protein_coding
16793460	chr14	-	58875212	58894332	ENSG00000100575	TIMM9	26520	protein_coding
16786908	chr14	+	77787227	77797940	ENSG00000100577	GSTZ1	2954	protein_coding
16786933	chr14	+	77843032	77857840	ENSG00000100583	SAMD15	161394	protein_coding
16784787	chr14	+	59655364	59838123	ENSG00000100592	DAAM1	23002	protein_coding
16795176	chr14	-	77940737	77965210	ENSG00000100593	ISM2	145501	protein_coding
16787597	chr14	+	92980118	93155339	ENSG00000100599	RIN3	79890	protein_coding
16796060	chr14	-	93170152	93215047	ENSG00000100600	LGMN	5641	protein_coding
16795226	chr14	-	78183942	78227550	ENSG00000100603	SNW1	22938	protein_coding
16787650	chr14	+	93389425	93401638	ENSG00000100604	CHGA	1113	protein_coding
16796094	chr14	-	93403259	93582665	ENSG00000100605	ITPK1	3705	protein_coding
16793559	chr14	-	60610838	60636574	ENSG00000100612	DHRS7	51635	protein_coding
16784909	chr14	+	60712470	60765805	ENSG00000100614	PPM1A	5494	protein_coding
16793623	chr14	-	61176246	61191066	ENSG00000100625	SIX4	51804	protein_coding
16785789	chr14	+	69725994	69821190	ENSG00000100626	GALNT16	57452	protein_coding
16795304	chr14	-	80943330	81425861	ENSG00000100629	CEP128	145508	protein_coding
16794256	chr14	-	69846840	69865344	ENSG00000100632	ERH	2079	protein_coding
16785858	chr14	+	70078310	70181861	ENSG00000100647	SUSD6	9766	protein_coding
16785869	chr14	+	70193617	70238722	ENSG00000100650	SRSF5	6430	protein_coding
16794268	chr14	-	70242134	70264006	ENSG00000100652	SLC10A1	6554	protein_coding
