ID	CHROMOSOMAL_LOCATION	Geneid	hgnc_symbol	entrezgene_id	biotype
A_23_P134542	chr7:114299675-114302125	ENSG00000128573	FOXP2	93986	protein_coding
A_24_P921683	chr7:114066598-114066657	ENSG00000128573	FOXP2	93986	protein_coding
A_24_P16556	chr7:114284810-114292282	ENSG00000128573	FOXP2	93986	protein_coding
A_24_P38316	chr7:114331886-114331945	ENSG00000128573	FOXP2	93986	protein_coding
A_32_P233735	chr7:129128118-129128177	ENSG00000128578	STRIP2	57464	protein_coding
A_32_P213831	chr7:129122721-129122780	ENSG00000128578	STRIP2	57464	protein_coding
A_24_P286527	chr7:100957126-100957067	ENSG00000128581	IFT22	64792	protein_coding
A_23_P31584	chr7:100958189-100958130	ENSG00000128581	IFT22	64792	protein_coding
A_24_P170327	chr7:131176873-131176932	ENSG00000128585	MKLN1	4289	protein_coding
A_23_P93613	chr7:131163432-131172420	ENSG00000128585	MKLN1	4289	protein_coding
A_24_P914817	chr7:131180695-131180754	ENSG00000128585	MKLN1	4289	protein_coding
A_23_P258944	chr7:108214515-108214574	ENSG00000128590	DNAJB9	4189	protein_coding
A_24_P77968	chr7:128498476-128498535	ENSG00000128591	FLNC	2318	protein_coding
A_23_P8625	chr7:127668440-127668381	ENSG00000128594	LRRC4	64101	protein_coding
A_24_P918458	chr7:128395511-128395452	ENSG00000128595	CALU	813	protein_coding
A_23_P122815	chr7:128410369-128410428	ENSG00000128595	CALU	813	protein_coding
A_32_P220109	chr7:128410493-128410434	ENSG00000128595	CALU	813	protein_coding
A_24_P924351	chr7:128460899-128460958	ENSG00000128596	CCDC136	64753	protein_coding
A_23_P416178	chr7:128454834-128454893	ENSG00000128596	CCDC136	64753	protein_coding
A_23_P70818	chr7:128853237-128853296	ENSG00000128602	SMO	6608	protein_coding
A_24_P363609	chr7:128589681-128589740	ENSG00000128604	IRF5	3663	protein_coding
A_23_P500271	chr7:128589323-128589382	ENSG00000128604	IRF5	3663	protein_coding
A_23_P253958	chr7:102584826-102584885	ENSG00000128606	LRRC17	10234	protein_coding
A_24_P342127	chr7:129770593-129770652	ENSG00000128607	KLHDC10	23008	protein_coding
A_32_P131090	chr7:129756408-129756349	ENSG00000128607	KLHDC10	23008	protein_coding
A_24_P299429	chr7:129774296-129774355	ENSG00000128607	KLHDC10	23008	protein_coding
A_32_P189680	chr7:129775441-129775500	ENSG00000128607	KLHDC10	23008	protein_coding
A_23_P412041	chr7:123197146-123197087	ENSG00000128609	NDUFA5	4698	protein_coding
A_23_P215751	chr7:123181228-123181169	ENSG00000128609	NDUFA5	4698	protein_coding
A_32_P96641	chr7:123190555-123185703	ENSG00000128609	NDUFA5	4698	protein_coding
A_23_P419156	chr7:128414662-128414603	ENSG00000128617	OPN1SW	611	protein_coding
A_24_P569294	chr19:39423438-39423496	ENSG00000128626	MRPS12	6183	protein_coding
A_23_P50807	chr19:39423569-39423628	ENSG00000128626	MRPS12	6183	protein_coding
A_23_P252175	chr2:192252490-192252549	ENSG00000128641	MYO1B	4430	protein_coding
A_23_P361049	chr2:192289808-192289867	ENSG00000128641	MYO1B	4430	protein_coding
A_32_P217471	chr2:192160843-192160902	ENSG00000128641	MYO1B	4430	protein_coding
A_24_P7143	chr2:192160894-192194661	ENSG00000128641	MYO1B	4430	protein_coding
A_23_P120243	chr2:177055372-177055431	ENSG00000128645	HOXD1	3231	protein_coding
A_32_P211117	chr2:177004062-177004121	ENSG00000128652	HOXD3	3232	protein_coding
A_23_P323180	chr2:177037727-177037786	ENSG00000128652	HOXD3	3232	protein_coding
A_23_P120335	chr2:177202234-177202293	ENSG00000128654	MTX2	10651	protein_coding
A_32_P228037	chr2:178488124-178488065	ENSG00000128655	PDE11A	50940	protein_coding
A_23_P394367	chr2:178493223-178493164	ENSG00000128655	PDE11A	50940	protein_coding
A_32_P116857	chr2:178489104-178489045	ENSG00000128655	PDE11A	50940	protein_coding
A_24_P43144	chr2:178545613-178545554	ENSG00000128655	PDE11A	50940	protein_coding
A_32_P107097	chr2:175664454-175664513	ENSG00000128656	CHN1	1123	protein_coding
A_23_P79482	chr2:175664526-175664467	ENSG00000128656	CHN1	1123	protein_coding
A_23_P209578	chr2:171699159-171699218	ENSG00000128683	GAD1	2571	protein_coding
A_23_P374689	chr2:171717173-171717232	ENSG00000128683	GAD1	2571	protein_coding
A_24_P319711	chr2:171702249-171702531	ENSG00000128683	GAD1	2571	protein_coding
A_32_P11723	chr2:171609178-171609237	ENSG00000128692	EIF2S2P4	NA	processed_pseudogene
A_32_P206751	chr2:171608468-171608409	ENSG00000128692	EIF2S2P4	NA	processed_pseudogene
A_24_P302574	chr2:190611508-190611449	ENSG00000128694	OSGEPL1	64172	protein_coding
A_23_P210081	chr2:190618719-190618660	ENSG00000128694	OSGEPL1	64172	protein_coding
A_23_P120194	chr2:190636267-190636208	ENSG00000128699	ORMDL1	94101	protein_coding
A_24_P371053	chr2:190635255-190635196	ENSG00000128699	ORMDL1	94101	protein_coding
A_23_P339480	chr2:172848187-172848246	ENSG00000128708	HAT1	8520	protein_coding
A_23_P429383	chr2:176989029-176989088	ENSG00000128709	HOXD9	3235	protein_coding
A_23_P381368	chr2:176984028-176984087	ENSG00000128710	HOXD10	3236	protein_coding
A_23_P143029	chr2:176973811-176973870	ENSG00000128713	HOXD11	3237	protein_coding
A_23_P165796	chr2:176959414-176959473	ENSG00000128714	HOXD13	3239	protein_coding
A_24_P555791	chr15:28501135-28501076	ENSG00000128731	HERC2	8924	protein_coding
A_23_P33407	chr15:28356983-28356924	ENSG00000128731	HERC2	8924	protein_coding
A_23_P77066	chr15:25220523-25220582	ENSG00000128739	SNRPN	6638	protein_coding
A_23_P335143	chr15:25225161-25225220	ENSG00000128739	SNRPN	6638	protein_coding
A_23_P118909	chr18:12718571-12718630	ENSG00000128789	PSMG2	56984	protein_coding
A_24_P399362	chr18:12720519-12720578	ENSG00000128789	PSMG2	56984	protein_coding
A_24_P202497	chr18:9402199-9402258	ENSG00000128791	TWSG1	57045	protein_coding
A_23_P27256	chr18:9400235-9400294	ENSG00000128791	TWSG1	57045	protein_coding
A_24_P211064	chr18:9399460-9399519	ENSG00000128791	TWSG1	57045	protein_coding
A_23_P46755	chr10:48413156-48413097	ENSG00000128802	NA	NA	NA
A_23_P75310	chr10:49654256-49654197	ENSG00000128805	ARHGAP22	58504	protein_coding
A_32_P30905	chr10:50190868-50190926	ENSG00000128815	WDFY4	57705	protein_coding
A_32_P321996	chr10:49942018-49942077	ENSG00000128815	WDFY4	57705	protein_coding
A_32_P110604	chr10:50021225-50021284	ENSG00000128815	WDFY4	57705	protein_coding
A_24_P410498	chr10:50032040-50032099	ENSG00000128815	WDFY4	57705	protein_coding
A_32_P214395	chr15:40325762-40325703	ENSG00000128829	EIF2AK4	440275	protein_coding
A_32_P200773	chr15:040327275-040327216	ENSG00000128829	EIF2AK4	440275	protein_coding
A_23_P26281	chr15:040305778-040305720	ENSG00000128829	EIF2AK4	440275	protein_coding
A_32_P157775	chr15:040268456-040268397	ENSG00000128829	EIF2AK4	440275	protein_coding
A_23_P54540	chr15:40326645-40327286	ENSG00000128829	EIF2AK4	440275	protein_coding
A_24_P497318	chr15:52497664-52497723	ENSG00000128833	MYO5C	55930	protein_coding
A_23_P140434	chr15:52484703-52484644	ENSG00000128833	MYO5C	55930	protein_coding
A_23_P163306	chr15:57842847-57842906	ENSG00000128849	CGNL1	84952	protein_coding
A_24_P135319	chr15:57745940-57745999	ENSG00000128849	CGNL1	84952	protein_coding
A_32_P134556	chr15:052103026-052102967	ENSG00000128872	TMOD2	29767	protein_coding
A_23_P48803	chr15:52101182-52101241	ENSG00000128872	TMOD2	29767	protein_coding
A_24_P224342	chr15:43038355-43038296	ENSG00000128881	TTBK2	146057	protein_coding
A_23_P206169	chr15:43069357-43069298	ENSG00000128881	TTBK2	146057	protein_coding
A_24_P47988	chr15:44065408-44065349	ENSG00000128886	ELL3	80237	protein_coding
A_23_P3237	chr15:44065209-44065150	ENSG00000128886	ELL3	80237	protein_coding
A_24_P348892	chr15:40845790-40845731	ENSG00000128891	CCDC32	90416	protein_coding
A_32_P98975	chr15:40849479-40849420	ENSG00000128891	CCDC32	90416	protein_coding
A_23_P398491	chr15:40824156-40824097	ENSG00000128891	CCDC32	90416	protein_coding
A_23_P106522	chr15:41271243-41271184	ENSG00000128908	INO80	54617	protein_coding
A_24_P39454	chr15:41271933-41271874	ENSG00000128908	INO80	54617	protein_coding
A_32_P115701	chr15:60714704-60714645	ENSG00000128915	ICE2	79664	protein_coding
A_32_P129419	chr15:60712848-60712789	ENSG00000128915	ICE2	79664	protein_coding
A_23_P54389	chr15:60715658-60715599	ENSG00000128915	ICE2	79664	protein_coding
A_24_P914972	chr15:60714109-60714050	ENSG00000128915	ICE2	79664	protein_coding
A_23_P419641	chr15:41229655-41229714	ENSG00000128917	DLL4	54567	protein_coding
A_24_P73577	chr15:58246591-58246532	ENSG00000128918	ALDH1A2	8854	protein_coding
A_23_P99956	chr15:58254281-58254222	ENSG00000128918	ALDH1A2	8854	protein_coding
A_23_P379327	chr15:59149158-59149217	ENSG00000128923	MINDY2	54629	protein_coding
A_24_P392333	chr15:59139554-59139613	ENSG00000128923	MINDY2	54629	protein_coding
A_23_P129322	chr15:40703523-40703783	ENSG00000128928	IVD	3712	protein_coding
A_23_P129313	chr15:40708364-40708530	ENSG00000128928	IVD	3712	protein_coding
A_23_P140705	chr15:40686335-40686394	ENSG00000128944	KNSTRN	90417	protein_coding
A_23_P88484	chr15:48633763-48634258	ENSG00000128951	DUT	1854	protein_coding
A_23_P14863	chr15:41248522-41248581	ENSG00000128965	CHAC1	79094	protein_coding
A_23_P117797	chr15:68500008-68499949	ENSG00000128973	CLN6	54982	protein_coding
A_24_P313262	chr15:52840062-52840003	ENSG00000128989	ARPP19	10776	protein_coding
A_23_P205768	chr15:52843577-52843518	ENSG00000128989	ARPP19	10776	protein_coding
A_32_P76865	chr15:052842203-052842262	ENSG00000128989	ARPP19	10776	protein_coding
A_23_P206228	chr15:62144891-62144832	ENSG00000129003	VPS13C	54832	protein_coding
A_24_P927650	chr15:62149168-62149109	ENSG00000129003	VPS13C	54832	protein_coding
A_32_P74901	chr15:062145656-062145715	ENSG00000129003	VPS13C	54832	protein_coding
A_23_P124805	chr15:62199365-62199306	ENSG00000129003	VPS13C	54832	protein_coding
A_23_P129188	chr15:68486419-68486360	ENSG00000129007	CALML4	91860	protein_coding
A_23_P3312	chr15:74469121-74469180	ENSG00000129009	ISLR	3671	protein_coding
A_23_P106391	chr15:71173920-71173861	ENSG00000129028	THAP10	56906	protein_coding
A_23_P124084	chr15:74244395-74244454	ENSG00000129038	LOXL1	4016	protein_coding
A_23_P6909	chr3:132320225-132320284	ENSG00000129048	ACKR4	51554	protein_coding
A_32_P16854	chr3:134201667-134197518	ENSG00000129055	ANAPC13	25847	protein_coding
A_23_P92154	chr3:129150389-129150330	ENSG00000129071	MBD4	8930	protein_coding
A_23_P138899	chr11:14482746-14481799	ENSG00000129083	COPB1	1315	protein_coding
A_23_P150286	chr11:14526628-14526569	ENSG00000129084	PSMA1	5682	protein_coding
A_23_P123265	chr7:56147679-56147738	ENSG00000129103	SUMF2	25870	protein_coding
A_32_P193166	chr7:056147717-056147658	ENSG00000129103	SUMF2	25870	protein_coding
A_23_P213102	chr4:169848826-169848885	ENSG00000129116	PALLD	23022	protein_coding
A_23_P132936	chr4:177249358-177249417	ENSG00000129128	SPCS3	60559	protein_coding
A_23_P127495	chr11:27148956-27149015	ENSG00000129151	BBOX1	8424	protein_coding
A_24_P30257	chr11:17742942-17743001	ENSG00000129152	MYOD1	4654	protein_coding
A_24_P364087	chr11:17809710-17809651	ENSG00000129158	SERGEF	26297	protein_coding
A_23_P139207	chr11:17981050-17899766	ENSG00000129158	SERGEF	26297	protein_coding
A_24_P38810	chr11:17801187-17803271	ENSG00000129159	KCNC1	3746	protein_coding
A_23_P203439	chr11:17793938-17793997	ENSG00000129159	KCNC1	3746	protein_coding
A_24_P275199	chr11:17804077-17804136	ENSG00000129159	KCNC1	3746	protein_coding
A_24_P709844	chr11:18039508-18039449	ENSG00000129167	TPH1	7166	protein_coding
A_23_P150595	chr11:18042665-18042606	ENSG00000129167	TPH1	7166	protein_coding
A_23_P24469	chr11:19204109-19204050	ENSG00000129170	CSRP3	8048	protein_coding
A_23_P35871	chr11:19245734-19245675	ENSG00000129173	E2F8	79733	protein_coding
A_24_P337334	chr4:183812095-183812036	ENSG00000129187	DCTD	1635	protein_coding
A_24_P345948	chr4:183814211-183812599	ENSG00000129187	DCTD	1635	protein_coding
A_23_P164011	chr17:7493088-7493029	ENSG00000129194	SOX15	6665	protein_coding
A_23_P49878	chr17:6354242-6354301	ENSG00000129195	PIMREG	54478	protein_coding
A_23_P66766	chr17:5324688-5324747	ENSG00000129197	RPAIN	84268	protein_coding
A_24_P36097	chr17:5329302-5329361	ENSG00000129197	RPAIN	84268	protein_coding
A_24_P941210	chr17:5029432-5029491	ENSG00000129204	USP6	9098	protein_coding
A_24_P170454	chr17:5076208-5076267	ENSG00000129204	USP6	9098	protein_coding
A_23_P207666	chr17:5077642-5077701	ENSG00000129204	USP6	9098	protein_coding
A_24_P238040	chr17:5037199-5037258	ENSG00000129204	USP6	9098	protein_coding
A_23_P207089	chr17:7536135-7536194	ENSG00000129214	SHBG	6462	protein_coding
A_23_P4308	chr17:4721661-4721828	ENSG00000129219	PLD2	5338	protein_coding
A_23_P100931	chr17:6328371-6328312	ENSG00000129221	AIPL1	23746	protein_coding
A_23_P100935	chr17:6328485-6328426	ENSG00000129221	AIPL1	23746	protein_coding
A_23_P15394	chr17:7484879-7484938	ENSG00000129226	CD68	968	protein_coding
A_23_P380848	chr17:6546310-6546369	ENSG00000129235	TXNDC17	84817	protein_coding
A_24_P31275	chr17:7560632-7560691	ENSG00000129244	ATP1B2	482	protein_coding
A_23_P4007	chr17:7496046-7495893	ENSG00000129245	FXR2	9513	protein_coding
A_23_P107369	chr17:4927827-4927881	ENSG00000129250	KIF1C	10749	protein_coding
A_32_P149288	chr17:4931469-4931528	ENSG00000129250	KIF1C	10749	protein_coding
A_32_P53884	chr17:4929621-4929680	ENSG00000129250	KIF1C	10749	protein_coding
A_24_P932851	chr17:4930244-4930303	ENSG00000129250	KIF1C	10749	protein_coding
A_23_P26799	chr17:7491082-7491141	ENSG00000129255	MPDU1	9526	protein_coding
A_24_P198844	chr17:7491011-7491070	ENSG00000129255	MPDU1	9526	protein_coding
A_24_P196592	chr17:34106300-34106073	ENSG00000129270	NA	NA	NA
A_23_P207564	chr17:34432718-34432777	ENSG00000129277	NA	NA	NA
A_23_P15603	chr17:34965169-34965228	ENSG00000129282	NA	NA	NA
A_23_P216038	chr8:133837383-133837442	ENSG00000129292	PHF20L1	51105	protein_coding
A_23_P134786	chr8:133859354-133859413	ENSG00000129292	PHF20L1	51105	protein_coding
A_24_P389348	chr8:133806799-133807009	ENSG00000129292	PHF20L1	51105	protein_coding
A_24_P403303	chr8:133824957-133825016	ENSG00000129292	PHF20L1	51105	protein_coding
A_23_P112004	chr8:133584643-133584584	ENSG00000129295	LRRC6	23639	protein_coding
A_23_P98963	chr12:49082595-49082536	ENSG00000129315	CCNT1	904	protein_coding
A_23_P87575	chr12:49087490-49087431	ENSG00000129315	CCNT1	904	protein_coding
A_23_P36776	chr12:44122689-44122630	ENSG00000129317	PUS7L	83448	protein_coding
A_24_P167496	chr12:44122939-44122880	ENSG00000129317	PUS7L	83448	protein_coding
A_23_P101332	chr19:10664573-10664514	ENSG00000129347	KRI1	65095	protein_coding
A_23_P434944	chr19:10795765-10795824	ENSG00000129351	ILF3	3609	protein_coding
A_23_P218456	chr19:10800232-10800291	ENSG00000129351	ILF3	3609	protein_coding
A_23_P329152	chr19:10802660-10802719	ENSG00000129351	ILF3	3609	protein_coding
A_24_P10657	chr19:10754558-10754617	ENSG00000129353	SLC44A2	57153	protein_coding
A_23_P208340	chr19:10754950-10755009	ENSG00000129353	SLC44A2	57153	protein_coding
A_23_P78543	chr19:10685629-10685159	ENSG00000129354	AP1M2	10053	protein_coding
A_23_P89941	chr19:10677285-10677226	ENSG00000129355	CDKN2D	1032	protein_coding
A_23_P347169	chr8:17502332-17502273	ENSG00000129422	MTUS1	57509	protein_coding
A_23_P78717	chr19:51587405-51586067	ENSG00000129437	KLK14	43847	protein_coding
A_24_P125561	chr19:51630519-51631230	ENSG00000129450	SIGLEC9	27180	protein_coding
A_23_P107911	chr19:51517655-51517596	ENSG00000129451	KLK10	5655	protein_coding
A_24_P399490	chr19:51518118-51518059	ENSG00000129451	KLK10	5655	protein_coding
A_23_P369343	chr19:51499375-51499316	ENSG00000129455	KLK8	11202	protein_coding
A_23_P76841	chr14:23946514-23946719	ENSG00000129460	NGDN	25983	protein_coding
A_23_P14559	chr14:24806583-24806524	ENSG00000129465	RIPK3	11035	protein_coding
A_23_P381261	chr14:24787727-24787668	ENSG00000129467	ADCY4	196883	protein_coding
A_23_P65466	chr14:21927987-21927928	ENSG00000129472	RAB2B	84932	protein_coding
A_23_P418373	chr14:23780660-23780719	ENSG00000129473	BCL2L2	599	protein_coding
A_23_P54055	chr14:23441306-23441247	ENSG00000129474	AJUBA	84962	protein_coding
A_23_P332871	chr14:31915236-31915227	ENSG00000129480	DTD2	112487	protein_coding
A_23_P37144	chr14:31915237-31915227	ENSG00000129480	DTD2	112487	protein_coding
A_23_P163027	chr14:20825902-20825961	ENSG00000129484	PARP2	10038	protein_coding
A_23_P433369	chr14:31761197-31761138	ENSG00000129493	HEATR5A	25938	protein_coding
A_23_P37127	chr14:38059605-38059546	ENSG00000129514	FOXA1	3169	protein_coding
A_24_P347431	chr14:38059513-38059454	ENSG00000129514	FOXA1	3169	protein_coding
A_23_P54000	chr14:35031706-35031647	ENSG00000129515	SNX6	58533	protein_coding
A_23_P128783	chr14:34985315-34985256	ENSG00000129518	EAPP	55837	protein_coding
A_23_P360379	chr14:34394700-34394641	ENSG00000129521	EGLN3	112399	protein_coding
A_23_P106162	chr14:45696979-45696920	ENSG00000129534	MIS18BP1	55320	protein_coding
A_24_P668821	chr14:045679120-045679061	ENSG00000129534	MIS18BP1	55320	protein_coding
A_23_P364107	chr14:45673272-45673213	ENSG00000129534	MIS18BP1	55320	protein_coding
A_23_P337746	chr14:24550099-24550040	ENSG00000129535	NRL	4901	protein_coding
A_24_P403959	chr14:21270061-21270002	ENSG00000129538	RNASE1	6035	protein_coding
A_24_P557245	unmapped	ENSG00000129538	RNASE1	6035	protein_coding
A_23_P48596	chr14:21269661-21269602	ENSG00000129538	RNASE1	6035	protein_coding
A_23_P88420	chr14:24686144-24686085	ENSG00000129559	NEDD8	4738	protein_coding
A_24_P710090	chr14:24696863-24696804	ENSG00000129559	NEDD8	4738	protein_coding
A_24_P301240	chr14:24686319-24686260	ENSG00000129559	NEDD8	4738	protein_coding
A_24_P56462	chr14:23057869-23044091	ENSG00000129562	DAD1	1603	protein_coding
A_23_P106056	chr14:23034008-23033949	ENSG00000129562	DAD1	1603	protein_coding
A_24_P47870	chr14:23034027-23033968	ENSG00000129562	DAD1	1603	protein_coding
A_24_P201973	chr14:20836158-20836099	ENSG00000129566	TEP1	7011	protein_coding
A_23_P65481	chr14:20836584-20836525	ENSG00000129566	TEP1	7011	protein_coding
A_24_P257579	chr5:111530291-111519800	ENSG00000129595	EPB41L4A	64097	protein_coding
A_24_P943026	chr5:111599344-111599285	ENSG00000129595	EPB41L4A	64097	protein_coding
A_24_P944378	chr5:111478309-111478250	ENSG00000129595	EPB41L4A	64097	protein_coding
A_23_P135948	chr5:111505904-111505845	ENSG00000129595	EPB41L4A	64097	protein_coding
A_23_P30294	chr5:115140611-115140552	ENSG00000129596	CDO1	1036	protein_coding
A_32_P131377	chr5:112222725-112214487	ENSG00000129625	REEP5	7905	protein_coding
A_23_P350045	chr5:112212209-112212150	ENSG00000129625	REEP5	7905	protein_coding
A_24_P874334	chr16:047227782-047227723	ENSG00000129636	ITFG1	81533	protein_coding
A_23_P206526	chr16:47188985-47188926	ENSG00000129636	ITFG1	81533	protein_coding
A_23_P334123	chr16:47192890-47192831	ENSG00000129636	ITFG1	81533	protein_coding
A_23_P141142	chr17:74276489-74276430	ENSG00000129646	QRICH2	84074	protein_coding
A_24_P168033	chr17:74133617-74133558	ENSG00000129654	FOXJ1	2302	protein_coding
A_23_P348636	chr17:74132655-74132596	ENSG00000129654	FOXJ1	2302	protein_coding
A_24_P237766	chr17:75211736-75211795	ENSG00000129657	SEC14L1	6397	protein_coding
A_23_P206960	chr17:75210225-75210284	ENSG00000129657	SEC14L1	6397	protein_coding
A_23_P329870	chr17:74467037-74466978	ENSG00000129667	RHBDF2	79651	protein_coding
A_23_P152527	chr17:74465316-74465375	ENSG00000129673	AANAT	15	protein_coding
A_24_P926566	chrX:135863697-135863638	ENSG00000129675	ARHGEF6	9459	protein_coding
A_24_P228875	chrX:135748769-135748710	ENSG00000129675	ARHGEF6	9459	protein_coding
A_23_P85024	chrX:135757202-135754256	ENSG00000129675	ARHGEF6	9459	protein_coding
A_23_P11160	chrX:135299676-135299617	ENSG00000129680	MAP7D3	79649	protein_coding
A_23_P22557	chrX:135313066-135313007	ENSG00000129680	MAP7D3	79649	protein_coding
A_24_P177631	chrX:135312708-135312649	ENSG00000129680	MAP7D3	79649	protein_coding
A_32_P41396	chrX:137713967-137714026	ENSG00000129682	FGF13	2258	protein_coding
A_32_P234336	chrX:138283413-138283354	ENSG00000129682	FGF13	2258	protein_coding
A_23_P217319	chrX:137713947-137713888	ENSG00000129682	FGF13	2258	protein_coding
A_24_P350386	chrX:137946789-137939833	ENSG00000129682	FGF13	2258	protein_coding
A_24_P85009	chrX:138286303-138286244	ENSG00000129682	FGF13	2258	protein_coding
A_32_P62835	chr8:037996814-037996755	ENSG00000129691	ASH2L	9070	protein_coding
A_23_P134827	chr8:37996767-37996826	ENSG00000129691	ASH2L	9070	protein_coding
A_32_P207494	chr8:33369543-33367450	ENSG00000129696	TTI2	80185	protein_coding
A_23_P87363	chr11:3685463-3685523	ENSG00000129744	ART1	417	protein_coding
A_23_P411188	chr11:3687068-3687009	ENSG00000129749	CHRNA10	57053	protein_coding
A_23_P428129	chr11:2904962-2904903	ENSG00000129757	CDKN1C	1028	protein_coding
A_32_P78613	chr11:002904943-002905002	ENSG00000129757	CDKN1C	1028	protein_coding
A_23_P29723	chr3:20202365-20202306	ENSG00000129810	SGO1	151648	protein_coding
A_24_P225970	chr3:20212674-20212615	ENSG00000129810	SGO1	151648	protein_coding
A_24_P923984	chr3:20211023-20210964	ENSG00000129810	SGO1	151648	protein_coding
A_24_P323131	chrY:6269165-6269224	ENSG00000129816	TTTY1B	100101116	lncRNA
A_23_P259314	chrY:2722790-2733165	ENSG00000129824	RPS4Y1	6192	protein_coding
A_23_P11390	chrY:16168718-16168777	ENSG00000129862	VCY1B	353513	protein_coding
A_32_P25357	chr16:89261839-89261898	ENSG00000129910	CDH15	1013	protein_coding
A_24_P173294	chr19:1854533-1854474	ENSG00000129911	KLF16	83855	protein_coding
A_23_P16476	chr19:1852419-1852381	ENSG00000129911	KLF16	83855	protein_coding
A_23_P140907	chr16:422210-422151	ENSG00000129925	PGAP6	58986	protein_coding
A_32_P190568	chr16:437004-436945	ENSG00000129925	PGAP6	58986	protein_coding
A_23_P125408	chr19:3491420-3491361	ENSG00000129932	DOHH	83475	protein_coding
A_32_P8365	chr19:19468626-19468685	ENSG00000129933	MAU2	23383	protein_coding
A_32_P8361	chr19:19468679-19468738	ENSG00000129933	MAU2	23383	protein_coding
A_24_P565430	chr19:19441897-19441838	ENSG00000129933	MAU2	23383	protein_coding
A_32_P205624	chr19:416892-416833	ENSG00000129946	SHC2	25759	protein_coding
A_23_P67569	chr19:812797-812738	ENSG00000129951	PLPPR3	79948	protein_coding
A_24_P187583	chr19:1877283-1877224	ENSG00000129968	ABHD17A	81926	protein_coding
A_23_P5075	chr19:1877241-1877182	ENSG00000129968	ABHD17A	81926	protein_coding
A_24_P324563	chr19:1877547-1877406	ENSG00000129968	ABHD17A	81926	protein_coding
A_23_P165078	chr19:1877600-1877541	ENSG00000129968	ABHD17A	81926	protein_coding
A_32_P68335	chr19:1877514-1877373	ENSG00000129968	ABHD17A	81926	protein_coding
A_23_P143178	chr20:36993369-36995434	ENSG00000129988	LBP	3929	protein_coding
A_23_P78849	chr19:55685957-55685898	ENSG00000129990	SYT5	6861	protein_coding
A_24_P373877	chr19:55684701-55684642	ENSG00000129990	SYT5	6861	protein_coding
A_23_P67453	chr19:55665570-55665511	ENSG00000129991	TNNI3	7137	protein_coding
A_24_P118801	chr16:88996706-88996765	ENSG00000129993	CBFA2T3	863	protein_coding
A_23_P500741	chr16:88941407-88941348	ENSG00000129993	CBFA2T3	863	protein_coding
A_24_P19228	chr19:1399172-1399012	ENSG00000130005	GAMT	2593	protein_coding
A_23_P108143	chr19:1397288-1397229	ENSG00000130005	GAMT	2593	protein_coding
A_23_P254842	chrX:6967420-6967361	ENSG00000130021	PUDP	8226	protein_coding
A_24_P642758	chrX:6981157-6981098	ENSG00000130021	PUDP	8226	protein_coding
A_32_P129527	chr6:170181465-170181524	ENSG00000130023	ERMARD	55780	protein_coding
A_32_P129530	chr6:170176099-170176158	ENSG00000130023	ERMARD	55780	protein_coding
A_23_P503200	chr6:170104142-170104083	ENSG00000130024	PHF10	55274	protein_coding
A_24_P528213	chr6:170115836-170115777	ENSG00000130024	PHF10	55274	protein_coding
A_32_P145159	chr6:170106364-170106423	ENSG00000130024	PHF10	55274	protein_coding
A_24_P535219	chr6:170107576-170107517	ENSG00000130024	PHF10	55274	protein_coding
A_23_P387537	chrX:150869583-150869642	ENSG00000130032	PRRG3	79057	protein_coding
A_23_P65100	chr12:4874659-4881616	ENSG00000130035	GALNT8	26290	protein_coding
A_23_P417173	chr12:5155673-5155732	ENSG00000130037	KCNA5	3741	protein_coding
A_24_P931964	chr12:3720609-3720550	ENSG00000130038	CRACR2A	84766	protein_coding
A_32_P462013	chr12:3716017-3715958	ENSG00000130038	CRACR2A	84766	protein_coding
A_23_P128351	chr12:3782664-3768814	ENSG00000130038	CRACR2A	84766	protein_coding
A_23_P418464	chr9:91190004-91190063	ENSG00000130045	NXNL2	158046	protein_coding
A_23_P169319	chr9:91159685-91159744	ENSG00000130045	NXNL2	158046	protein_coding
A_23_P387630	chrX:67945527-67945586	ENSG00000130052	STARD8	9754	protein_coding
A_23_P22647	chrX:68752227-68752286	ENSG00000130054	FAM155B	27112	protein_coding
A_23_P217498	chrX:69652770-69652922	ENSG00000130055	GDPD2	54857	protein_coding
A_23_P378722	chrX:23803466-23803525	ENSG00000130066	SAT1	6303	protein_coding
A_23_P137016	chrX:23804055-23804114	ENSG00000130066	SAT1	6303	protein_coding
A_23_P69918	chrX:54587551-54587610	ENSG00000130119	GNL3L	54552	protein_coding
A_23_P22499	chrX:54585075-54586998	ENSG00000130119	GNL3L	54552	protein_coding
A_24_P100351	chrX:54588995-54589054	ENSG00000130119	GNL3L	54552	protein_coding
A_23_P79259	chr2:235963306-235963365	ENSG00000130147	SH3BP4	23677	protein_coding
A_24_P126093	chrX:14936853-14937801	ENSG00000130150	MOSPD2	158747	protein_coding
A_23_P406986	chrX:14939335-14939394	ENSG00000130150	MOSPD2	158747	protein_coding
A_23_P67299	chr19:11311405-11311100	ENSG00000130158	DOCK6	57572	protein_coding
A_23_P119295	chr19:11616951-11616892	ENSG00000130159	ECSIT	51295	protein_coding
A_24_P913489	chr19:11234075-11234134	ENSG00000130164	LDLR	3949	protein_coding
A_23_P208595	chr19:11242533-11242592	ENSG00000130164	LDLR	3949	protein_coding
