probe_id	Geneid	hgnc_symbol	entrezgene_id	biotype
31613_at	ENSG00000091128	LAMB4	22798	protein_coding
37287_at	ENSG00000091129	NRCAM	4897	protein_coding
37288_g_at	ENSG00000091129	NRCAM	4897	protein_coding
37286_at	ENSG00000091129	NRCAM	4897	protein_coding
581_at	ENSG00000091136	LAMB1	3912	protein_coding
36376_at	ENSG00000091137	SLC26A4	5172	protein_coding
928_at	ENSG00000091138	SLC26A3	1811	protein_coding
36163_at	ENSG00000091140	DLD	1738	protein_coding
41430_at	ENSG00000091157	WDR7	23335	protein_coding
32214_at	ENSG00000091164	TXNL1	9352	protein_coding
36755_s_at	ENSG00000091181	IL5RA	3568	protein_coding
964_at	ENSG00000091262	ABCC6	368	protein_coding
2077_at	ENSG00000091409	ITGA6	3655	protein_coding
33411_g_at	ENSG00000091409	ITGA6	3655	protein_coding
33410_at	ENSG00000091409	ITGA6	3655	protein_coding
41266_at	ENSG00000091409	ITGA6	3655	protein_coding
41012_r_at	ENSG00000091428	RAPGEF4	11069	protein_coding
41011_i_at	ENSG00000091428	RAPGEF4	11069	protein_coding
32546_at	ENSG00000091483	FH	2271	protein_coding
41585_at	ENSG00000091490	SEL1L3	23231	protein_coding
32538_at	ENSG00000091513	TF	7018	protein_coding
40618_at	ENSG00000091527	CDV3	55573	protein_coding
40874_at	ENSG00000091527	CDV3	55573	protein_coding
39393_r_at	ENSG00000091583	APOH	350	protein_coding
37127_at	ENSG00000091592	NLRP1	22861	protein_coding
38817_at	ENSG00000091640	SPAG7	9552	protein_coding
34309_at	ENSG00000091704	CPA1	1357	protein_coding
1298_at	ENSG00000091831	ESR1	2099	protein_coding
33670_at	ENSG00000091831	ESR1	2099	protein_coding
1893_s_at	ENSG00000091831	ESR1	2099	protein_coding
1681_at	ENSG00000091831	ESR1	2099	protein_coding
37461_at	ENSG00000091879	ANGPT2	285	protein_coding
1951_at	ENSG00000091879	ANGPT2	285	protein_coding
37716_at	ENSG00000091972	CD200	4345	protein_coding
33024_at	ENSG00000092009	CMA1	1215	protein_coding
36600_at	ENSG00000092010	PSME1	5720	protein_coding
39095_at	ENSG00000092054	MYH7	4625	protein_coding
33097_at	ENSG00000092067	CEBPE	1053	protein_coding
41271_at	ENSG00000092068	SLC7A8	23428	protein_coding
38723_at	ENSG00000092094	OSGEP	55644	protein_coding
33930_at	ENSG00000092108	SCFD1	23256	protein_coding
723_s_at	ENSG00000092199	HNRNPC	3183	protein_coding
33666_at	ENSG00000092199	HNRNPC	3183	protein_coding
35543_at	ENSG00000092200	RPGRIP1	57096	protein_coding
32244_at	ENSG00000092203	TOX4	9878	protein_coding
41363_at	ENSG00000092208	GEMIN2	8487	protein_coding
35947_at	ENSG00000092295	TGM1	7051	protein_coding
33972_r_at	ENSG00000092345	DAZL	1618	protein_coding
33971_f_at	ENSG00000092345	DAZL	1618	protein_coding
36275_at	ENSG00000092421	SEMA6A	57556	protein_coding
1063_s_at	ENSG00000092445	TYRO3	7301	protein_coding
35246_at	ENSG00000092445	TYRO3	7301	protein_coding
2086_s_at	ENSG00000092445	TYRO3	7301	protein_coding
32179_s_at	ENSG00000092531	SNAP23	8773	protein_coding
32178_r_at	ENSG00000092531	SNAP23	8773	protein_coding
34367_at	ENSG00000092621	PHGDH	26227	protein_coding
36455_at	ENSG00000092758	COL9A3	1299	protein_coding
40103_at	ENSG00000092820	EZR	7430	protein_coding
33993_at	ENSG00000092841	MYL6	4637	protein_coding
33994_g_at	ENSG00000092841	MYL6	4637	protein_coding
35515_at	ENSG00000092850	TEKT2	27285	protein_coding
40607_at	ENSG00000092964	DPYSL2	1808	protein_coding
971_s_at	ENSG00000092969	TGFB2	7042	protein_coding
1262_s_at	ENSG00000092969	TGFB2	7042	protein_coding
40564_at	ENSG00000093000	NUP50	10762	protein_coding
37458_at	ENSG00000093009	CDC45	8318	protein_coding
34651_at	ENSG00000093010	COMT	1312	protein_coding
31767_at	ENSG00000093217	XYLB	9942	protein_coding
35795_at	ENSG00000094631	HDAC6	10013	protein_coding
40339_at	ENSG00000094755	GABRP	2568	protein_coding
36310_at	ENSG00000094796	KRT31	3881	protein_coding
1536_at	ENSG00000094804	CDC6	990	protein_coding
36839_at	ENSG00000094804	CDC6	990	protein_coding
31877_at	ENSG00000094880	CDC23	8697	protein_coding
40731_at	ENSG00000094916	CBX5	23468	protein_coding
36236_at	ENSG00000094916	CBX5	23468	protein_coding
39715_at	ENSG00000094916	CBX5	23468	protein_coding
34935_at	ENSG00000094963	FMO2	2327	protein_coding
38712_at	ENSG00000094975	SUCO	51430	protein_coding
861_g_at	ENSG00000095002	MSH2	4436	protein_coding
860_at	ENSG00000095002	MSH2	4436	protein_coding
2004_at	ENSG00000095015	MAP3K1	4214	protein_coding
33009_at	ENSG00000095015	MAP3K1	4214	protein_coding
37722_s_at	ENSG00000095059	DHPS	1725	protein_coding
34370_at	ENSG00000095139	ARCN1	372	protein_coding
32240_at	ENSG00000095261	PSMD5	5711	protein_coding
37969_at	ENSG00000095303	PTGS1	5742	protein_coding
32644_at	ENSG00000095319	NUP188	23511	protein_coding
41648_at	ENSG00000095321	CRAT	1384	protein_coding
35032_at	ENSG00000095464	PDE6C	5146	protein_coding
40641_at	ENSG00000095564	BTAF1	9044	protein_coding
38242_at	ENSG00000095585	BLNK	29760	protein_coding
36343_at	ENSG00000095587	TLL2	7093	protein_coding
37678_at	ENSG00000095739	BAMBI	25805	protein_coding
35464_at	ENSG00000095752	IL11	3589	protein_coding
32067_at	ENSG00000095794	CREM	1390	protein_coding
32066_g_at	ENSG00000095794	CREM	1390	protein_coding
32065_at	ENSG00000095794	CREM	1390	protein_coding
35251_at	ENSG00000095951	HIVEP1	3096	protein_coding
36464_at	ENSG00000096006	CRISP3	10321	protein_coding
34721_at	ENSG00000096060	FKBP5	2289	protein_coding
1031_at	ENSG00000096063	SRPK1	6732	protein_coding
33699_at	ENSG00000096088	PGC	5225	protein_coding
34064_s_at	ENSG00000096264	NCR2	9436	protein_coding
1161_at	ENSG00000096384	HSP90AB1	3326	protein_coding
33984_at	ENSG00000096384	HSP90AB1	3326	protein_coding
33480_at	ENSG00000096395	MLN	4295	protein_coding
1621_at	ENSG00000096401	CDC5L	988	protein_coding
32040_i_at	ENSG00000096401	CDC5L	988	protein_coding
32041_r_at	ENSG00000096401	CDC5L	988	protein_coding
182_at	ENSG00000096433	ITPR3	3710	protein_coding
37343_at	ENSG00000096433	ITPR3	3710	protein_coding
32086_at	ENSG00000096654	ZNF184	7738	protein_coding
36133_at	ENSG00000096696	DSP	1832	protein_coding
41283_at	ENSG00000096746	HNRNPH3	3189	protein_coding
37468_at	ENSG00000096968	JAK2	3717	protein_coding
1066_at	ENSG00000096996	IL12RB1	3594	protein_coding
1656_s_at	ENSG00000097007	ABL1	25	protein_coding
2041_i_at	ENSG00000097007	ABL1	25	protein_coding
2040_s_at	ENSG00000097007	ABL1	25	protein_coding
1635_at	ENSG00000097007	ABL1	25	protein_coding
39730_at	ENSG00000097007	ABL1	25	protein_coding
1636_g_at	ENSG00000097007	ABL1	25	protein_coding
37945_at	ENSG00000097021	ACOT7	11332	protein_coding
39691_at	ENSG00000097033	SH3GLB1	51100	protein_coding
1809_at	ENSG00000097046	CDC7	8317	protein_coding
41032_at	ENSG00000099139	PCSK5	5125	protein_coding
36461_at	ENSG00000099203	TMED1	11018	protein_coding
40155_at	ENSG00000099204	ABLIM1	3983	protein_coding
36836_at	ENSG00000099250	NRP1	8829	protein_coding
33223_at	ENSG00000099308	MAST3	23031	protein_coding
40569_at	ENSG00000099326	MZF1	7593	protein_coding
38531_at	ENSG00000099330	OCEL1	79629	protein_coding
33816_at	ENSG00000099331	MYO9B	4650	protein_coding
1312_at	ENSG00000099341	PSMD8	5714	protein_coding
32584_at	ENSG00000099341	PSMD8	5714	protein_coding
41464_at	ENSG00000099381	SETD1A	9739	protein_coding
35097_at	ENSG00000099399	MAGEB2	4113	protein_coding
33089_s_at	ENSG00000099617	EFNA2	1943	protein_coding
33090_at	ENSG00000099617	EFNA2	1943	protein_coding
39864_at	ENSG00000099622	CIRBP	1153	protein_coding
37992_s_at	ENSG00000099624	ATP5F1D	513	protein_coding
37993_at	ENSG00000099624	ATP5F1D	513	protein_coding
33696_at	ENSG00000099625	CBARP	255057	protein_coding
33695_at	ENSG00000099625	CBARP	255057	protein_coding
32991_f_at	ENSG00000099721	AMELY	266	protein_coding
40030_at	ENSG00000099725	PRKY	5616	protein_coding
573_at	ENSG00000099769	IGFALS	3483	protein_coding
37717_at	ENSG00000099783	HNRNPM	4670	protein_coding
39910_at	ENSG00000099785	MARCHF2	51257	protein_coding
35773_i_at	ENSG00000099795	NDUFB7	4713	protein_coding
35774_r_at	ENSG00000099795	NDUFB7	4713	protein_coding
1274_s_at	ENSG00000099804	CDC34	997	protein_coding
1273_r_at	ENSG00000099804	CDC34	997	protein_coding
38150_at	ENSG00000099810	MTAP	4507	protein_coding
35444_at	ENSG00000099812	MISP	126353	protein_coding
38594_i_at	ENSG00000099814	CEP170B	283638	protein_coding
38595_r_at	ENSG00000099814	CEP170B	283638	protein_coding
38592_s_at	ENSG00000099814	CEP170B	283638	protein_coding
38593_r_at	ENSG00000099814	CEP170B	283638	protein_coding
41332_at	ENSG00000099817	POLR2E	5434	protein_coding
34520_at	ENSG00000099822	HCN2	610	protein_coding
40751_at	ENSG00000099840	IZUMO4	113177	protein_coding
40752_at	ENSG00000099840	IZUMO4	113177	protein_coding
40359_at	ENSG00000099849	RASSF7	8045	protein_coding
39822_s_at	ENSG00000099860	GADD45B	4616	protein_coding
37657_at	ENSG00000099864	PALM	5064	protein_coding
34429_at	ENSG00000099866	MADCAM1	8174	protein_coding
1281_f_at	ENSG00000099875	MKNK2	2872	protein_coding
1280_i_at	ENSG00000099875	MKNK2	2872	protein_coding
32701_at	ENSG00000099889	ARVCF	421	protein_coding
41342_at	ENSG00000099901	RANBP1	5902	protein_coding
31825_at	ENSG00000099937	SERPIND1	3053	protein_coding
415_at	ENSG00000099942	CRKL	1399	protein_coding
33524_at	ENSG00000099942	CRKL	1399	protein_coding
35301_at	ENSG00000099942	CRKL	1399	protein_coding
37269_at	ENSG00000099949	LZTR1	8216	protein_coding
38181_at	ENSG00000099953	MMP11	4320	protein_coding
40416_at	ENSG00000099956	SMARCB1	6598	protein_coding
35093_at	ENSG00000099957	P2RX6	9127	protein_coding
38897_at	ENSG00000099960	SLC7A4	6545	protein_coding
41180_i_at	ENSG00000099977	DDT	1652	protein_coding
1579_at	ENSG00000099985	OSM	5008	protein_coding
37652_at	ENSG00000099991	CABIN1	23523	protein_coding
34733_at	ENSG00000099995	SF3A1	10291	protein_coding
38237_at	ENSG00000099998	GGT5	2687	protein_coding
32817_at	ENSG00000100003	SEC14L2	23541	protein_coding
34837_at	ENSG00000100014	SPECC1L	23384	protein_coding
35448_at	ENSG00000100023	PPIL2	23759	protein_coding
39111_s_at	ENSG00000100023	PPIL2	23759	protein_coding
33188_at	ENSG00000100023	PPIL2	23759	protein_coding
40352_at	ENSG00000100027	YPEL1	29799	protein_coding
40150_at	ENSG00000100028	SNRPD3	6634	protein_coding
41869_at	ENSG00000100029	PES1	23481	protein_coding
976_s_at	ENSG00000100030	MAPK1	5594	protein_coding
34110_g_at	ENSG00000100033	PRODH	5625	protein_coding
40042_r_at	ENSG00000100033	PRODH	5625	protein_coding
34109_at	ENSG00000100033	PRODH	5625	protein_coding
37384_at	ENSG00000100034	PPM1F	9647	protein_coding
32361_s_at	ENSG00000100038	TOP3B	8940	protein_coding
32360_s_at	ENSG00000100038	TOP3B	8940	protein_coding
31981_at	ENSG00000100053	CRYBB3	1417	protein_coding
32032_at	ENSG00000100056	ESS2	8220	protein_coding
41522_at	ENSG00000100060	MFNG	4242	protein_coding
41817_g_at	ENSG00000100065	CARD10	29775	protein_coding
41816_at	ENSG00000100065	CARD10	29775	protein_coding
39825_at	ENSG00000100075	SLC25A1	6576	protein_coding
38998_g_at	ENSG00000100075	SLC25A1	6576	protein_coding
724_at	ENSG00000100077	GRK3	157	protein_coding
31795_at	ENSG00000100077	GRK3	157	protein_coding
37456_at	ENSG00000100079	LGALS2	3957	protein_coding
32706_at	ENSG00000100084	HIRA	7290	protein_coding
34046_at	ENSG00000100092	SH3BP1	23616	protein_coding
32968_s_at	ENSG00000100095	SEZ6L	23544	protein_coding
33735_at	ENSG00000100095	SEZ6L	23544	protein_coding
33412_at	ENSG00000100097	LGALS1	3956	protein_coding
31575_f_at	ENSG00000100097	LGALS1	3956	protein_coding
36231_at	ENSG00000100100	PIK3IP1	113791	protein_coding
40974_at	ENSG00000100104	SRRD	402055	protein_coding
34300_at	ENSG00000100105	PATZ1	23598	protein_coding
34299_at	ENSG00000100105	PATZ1	23598	protein_coding
34784_at	ENSG00000100106	TRIOBP	11078	protein_coding
40975_s_at	ENSG00000100109	TFIP11	24144	protein_coding
36475_at	ENSG00000100116	GCAT	23464	protein_coding
39683_at	ENSG00000100122	CRYBB1	1414	protein_coding
41746_at	ENSG00000100138	SNU13	4809	protein_coding
36027_at	ENSG00000100142	POLR2F	5435	protein_coding
36018_at	ENSG00000100146	SOX10	6663	protein_coding
38191_at	ENSG00000100150	DEPDC5	9681	protein_coding
38190_r_at	ENSG00000100150	DEPDC5	9681	protein_coding
38189_s_at	ENSG00000100150	DEPDC5	9681	protein_coding
35853_at	ENSG00000100151	PICK1	9463	protein_coding
41478_at	ENSG00000100154	TTC28	23331	protein_coding
35906_at	ENSG00000100170	SLC5A1	6523	protein_coding
33010_at	ENSG00000100191	SLC5A4	6527	protein_coding
33402_at	ENSG00000100196	KDELR3	11015	protein_coding
38507_at	ENSG00000100197	CYP2D6	1565	protein_coding
41260_at	ENSG00000100201	DDX17	10521	protein_coding
35363_at	ENSG00000100201	DDX17	10521	protein_coding
34579_r_at	ENSG00000100206	DMC1	11144	protein_coding
33794_g_at	ENSG00000100207	TCF20	6942	protein_coding
33793_at	ENSG00000100207	TCF20	6942	protein_coding
33795_at	ENSG00000100207	TCF20	6942	protein_coding
33406_at	ENSG00000100211	CBY1	25776	protein_coding
39756_g_at	ENSG00000100219	XBP1	7494	protein_coding
39755_at	ENSG00000100219	XBP1	7494	protein_coding
38689_at	ENSG00000100220	RTCB	51493	protein_coding
34333_at	ENSG00000100221	JOSD1	9929	protein_coding
35337_at	ENSG00000100225	FBXO7	25793	protein_coding
41262_at	ENSG00000100226	GTPBP1	9567	protein_coding
33868_at	ENSG00000100227	POLDIP3	84271	protein_coding
39934_at	ENSG00000100228	RAB36	9609	protein_coding
1034_at	ENSG00000100234	TIMP3	7078	protein_coding
1035_g_at	ENSG00000100234	TIMP3	7078	protein_coding
40224_s_at	ENSG00000100239	PPP6R2	9701	protein_coding
39835_at	ENSG00000100241	SBF1	6305	protein_coding
35336_at	ENSG00000100242	SUN2	25777	protein_coding
36668_at	ENSG00000100243	CYB5R3	1727	protein_coding
33292_at	ENSG00000100246	DNAL4	10126	protein_coding
33557_at	ENSG00000100249	C22orf31	25770	protein_coding
31837_at	ENSG00000100258	LMF2	91289	protein_coding
41414_at	ENSG00000100263	RHBDD3	25807	protein_coding
35886_at	ENSG00000100266	PACSIN2	11252	protein_coding
41039_at	ENSG00000100271	TTLL1	25809	protein_coding
33974_at	ENSG00000100276	RASL10A	10633	protein_coding
40745_at	ENSG00000100280	AP1B1	162	protein_coding
38843_at	ENSG00000100281	HMGXB4	10042	protein_coding
39134_at	ENSG00000100284	TOM1	10043	protein_coding
33767_at	ENSG00000100285	NEFH	4744	protein_coding
2011_s_at	ENSG00000100290	BIK	638	protein_coding
33802_at	ENSG00000100292	HMOX1	3162	protein_coding
36891_at	ENSG00000100294	MCAT	27349	protein_coding
40383_at	ENSG00000100296	THOC5	8563	protein_coding
982_at	ENSG00000100297	MCM5	4174	protein_coding
37963_at	ENSG00000100299	ARSA	410	protein_coding
32806_at	ENSG00000100300	TSPO	706	protein_coding
37648_at	ENSG00000100304	TTLL12	23170	protein_coding
36894_at	ENSG00000100307	CBX7	23492	protein_coding
1573_at	ENSG00000100311	PDGFB	5155	protein_coding
31722_at	ENSG00000100316	RPL3	6122	protein_coding
40260_g_at	ENSG00000100320	RBFOX2	23543	protein_coding
40259_at	ENSG00000100320	RBFOX2	23543	protein_coding
35354_at	ENSG00000100321	SYNGR1	9145	protein_coding
35634_at	ENSG00000100324	TAB1	10454	protein_coding
36058_at	ENSG00000100325	ASCC2	84164	protein_coding
35739_at	ENSG00000100330	MTMR3	8897	protein_coding
41236_at	ENSG00000100335	MIEF1	54471	protein_coding
35099_at	ENSG00000100342	APOL1	8542	protein_coding
39738_at	ENSG00000100345	MYH9	4627	protein_coding
34845_at	ENSG00000100347	SAMM50	25813	protein_coding
32852_at	ENSG00000100348	TXN2	25828	protein_coding
38867_g_at	ENSG00000100351	GRAP2	9402	protein_coding
38866_at	ENSG00000100351	GRAP2	9402	protein_coding
38865_at	ENSG00000100351	GRAP2	9402	protein_coding
35298_at	ENSG00000100353	EIF3D	8664	protein_coding
37487_at	ENSG00000100354	TNRC6B	23112	protein_coding
33366_at	ENSG00000100359	SGSM3	27352	protein_coding
36077_at	ENSG00000100360	IFT27	11020	protein_coding
36075_at	ENSG00000100360	IFT27	11020	protein_coding
36076_g_at	ENSG00000100360	IFT27	11020	protein_coding
37614_g_at	ENSG00000100362	PVALB	5816	protein_coding
37613_at	ENSG00000100362	PVALB	5816	protein_coding
39433_at	ENSG00000100364	KIAA0930	23313	protein_coding
38895_i_at	ENSG00000100365	NCF4	4689	protein_coding
38894_g_at	ENSG00000100365	NCF4	4689	protein_coding
38893_at	ENSG00000100365	NCF4	4689	protein_coding
1086_at	ENSG00000100368	CSF2RB	1439	protein_coding
37494_at	ENSG00000100368	CSF2RB	1439	protein_coding
37493_at	ENSG00000100368	CSF2RB	1439	protein_coding
36549_at	ENSG00000100372	SLC25A17	10478	protein_coding
36379_at	ENSG00000100373	UPK3A	7380	protein_coding
41036_at	ENSG00000100379	KCTD17	79734	protein_coding
1640_at	ENSG00000100380	ST13	6767	protein_coding
1365_at	ENSG00000100385	IL2RB	3560	protein_coding
551_at	ENSG00000100393	EP300	2033	protein_coding
33896_at	ENSG00000100393	EP300	2033	protein_coding
32151_at	ENSG00000100401	RANGAP1	5905	protein_coding
35144_at	ENSG00000100403	ZC3H7B	23264	protein_coding
160044_g_at	ENSG00000100412	ACO2	50	protein_coding
37443_at	ENSG00000100416	TRMU	55687	protein_coding
37189_at	ENSG00000100417	PMM1	5372	protein_coding
41670_at	ENSG00000100418	DESI1	27351	protein_coding
41699_f_at	ENSG00000100425	BRD1	23774	protein_coding
39894_f_at	ENSG00000100425	BRD1	23774	protein_coding
31788_at	ENSG00000100426	ZBED4	9889	protein_coding
36897_at	ENSG00000100427	MLC1	23209	protein_coding
32592_at	ENSG00000100441	KHNYN	23351	protein_coding
32591_at	ENSG00000100445	SDR39U1	56948	protein_coding
679_at	ENSG00000100448	CTSG	1511	protein_coding
37105_at	ENSG00000100448	CTSG	1511	protein_coding
32370_at	ENSG00000100450	GZMH	2999	protein_coding
37137_at	ENSG00000100453	GZMB	3002	protein_coding
34190_at	ENSG00000100473	COCH	1690	protein_coding
36704_at	ENSG00000100478	AP4S1	11154	protein_coding
41085_at	ENSG00000100479	POLE2	5427	protein_coding
304_at	ENSG00000100485	SOS2	6655	protein_coding
305_g_at	ENSG00000100485	SOS2	6655	protein_coding
32857_at	ENSG00000100485	SOS2	6655	protein_coding
795_s_at	ENSG00000100490	CDKL1	8814	protein_coding
37215_at	ENSG00000100504	PYGL	5836	protein_coding
36903_at	ENSG00000100505	TRIM9	114088	protein_coding
949_s_at	ENSG00000100519	PSMC6	5706	protein_coding
1599_at	ENSG00000100526	CDKN3	1033	protein_coding
32803_at	ENSG00000100528	CNIH1	10175	protein_coding
449_at	ENSG00000100532	CGRRF1	10668	protein_coding
450_g_at	ENSG00000100532	CGRRF1	10668	protein_coding
36514_at	ENSG00000100532	CGRRF1	10668	protein_coding
33854_at	ENSG00000100554	ATP6V1D	51382	protein_coding
40629_at	ENSG00000100564	PIGH	5283	protein_coding
1448_at	ENSG00000100567	PSMA3	5684	protein_coding
32647_at	ENSG00000100568	VTI1B	10490	protein_coding
1212_at	ENSG00000100577	GSTZ1	2954	protein_coding
37232_at	ENSG00000100578	KIAA0586	9786	protein_coding
40979_at	ENSG00000100591	AHSA1	10598	protein_coding
33753_at	ENSG00000100592	DAAM1	23002	protein_coding
36518_at	ENSG00000100596	SPTLC2	9517	protein_coding
317_at	ENSG00000100600	LGMN	5641	protein_coding
40005_at	ENSG00000100601	ALKBH1	8846	protein_coding
37715_at	ENSG00000100603	SNW1	22938	protein_coding
40808_at	ENSG00000100604	CHGA	1113	protein_coding
35755_at	ENSG00000100605	ITPK1	3705	protein_coding
39814_s_at	ENSG00000100612	DHRS7	51635	protein_coding
36435_at	ENSG00000100614	PPM1A	5494	protein_coding
857_at	ENSG00000100614	PPM1A	5494	protein_coding
36501_at	ENSG00000100614	PPM1A	5494	protein_coding
39079_at	ENSG00000100632	ERH	2079	protein_coding
1039_s_at	ENSG00000100644	HIF1A	3091	protein_coding
38393_at	ENSG00000100647	SUSD6	9766	protein_coding
40453_s_at	ENSG00000100650	SRSF5	6430	protein_coding
34035_at	ENSG00000100652	SLC10A1	6554	protein_coding
167_at	ENSG00000100664	EIF5	1983	protein_coding
32171_at	ENSG00000100664	EIF5	1983	protein_coding
32106_at	ENSG00000100665	SERPINA4	5267	protein_coding
38765_at	ENSG00000100697	DICER1	23405	protein_coding
38764_at	ENSG00000100697	DICER1	23405	protein_coding
673_at	ENSG00000100714	MTHFD1	4522	protein_coding
674_g_at	ENSG00000100714	MTHFD1	4522	protein_coding
39318_at	ENSG00000100721	TCL1A	8115	protein_coding
40859_at	ENSG00000100722	ZC3H14	79882	protein_coding
34260_at	ENSG00000100726	TELO2	9894	protein_coding
32012_at	ENSG00000100731	PCNX1	22990	protein_coding
36486_at	ENSG00000100731	PCNX1	22990	protein_coding
39980_at	ENSG00000100749	VRK1	7443	protein_coding
41432_at	ENSG00000100784	RPS6KA5	9252	protein_coding
37666_at	ENSG00000100804	PSMB5	5693	protein_coding
891_at	ENSG00000100811	YY1	7528	protein_coding
33209_at	ENSG00000100811	YY1	7528	protein_coding
33398_at	ENSG00000100813	ACIN1	22985	protein_coding
37932_at	ENSG00000100815	TRIP11	9321	protein_coding
2025_s_at	ENSG00000100823	APEX1	328	protein_coding
33883_at	ENSG00000100842	EFS	10278	protein_coding
2029_at	ENSG00000100852	ARHGAP5	394	protein_coding
39927_at	ENSG00000100852	ARHGAP5	394	protein_coding
35004_at	ENSG00000100867	DHRS2	10202	protein_coding
36060_at	ENSG00000100883	SRP54	6729	protein_coding
40295_at	ENSG00000100884	CPNE6	9362	protein_coding
40980_at	ENSG00000100888	CHD8	57680	protein_coding
40609_at	ENSG00000100888	CHD8	57680	protein_coding
37188_at	ENSG00000100889	PCK2	5106	protein_coding
40073_at	ENSG00000100890	PRORP	9692	protein_coding
38449_at	ENSG00000100897	DCAF11	80344	protein_coding
1461_at	ENSG00000100906	NFKBIA	4792	protein_coding
1184_at	ENSG00000100911	PSME2	5721	protein_coding
41171_at	ENSG00000100911	PSME2	5721	protein_coding
39099_at	ENSG00000100934	SEC23A	10484	protein_coding
33543_s_at	ENSG00000100941	PNN	5411	protein_coding
41574_at	ENSG00000100941	PNN	5411	protein_coding
111_at	ENSG00000100949	RABGGTA	5875	protein_coding
100_g_at	ENSG00000100949	RABGGTA	5875	protein_coding
249_at	ENSG00000100968	NFATC4	4776	protein_coding
37370_i_at	ENSG00000100968	NFATC4	4776	protein_coding
37368_at	ENSG00000100968	NFATC4	4776	protein_coding
37369_s_at	ENSG00000100968	NFATC4	4776	protein_coding
40081_at	ENSG00000100979	PLTP	5360	protein_coding
38386_r_at	ENSG00000100983	GSS	2937	protein_coding
31859_at	ENSG00000100985	MMP9	4318	protein_coding
40462_at	ENSG00000100991	TRPC4AP	26133	protein_coding
36667_at	ENSG00000100994	PYGB	5834	protein_coding
647_at	ENSG00000101000	PROCR	10544	protein_coding
39677_at	ENSG00000101003	GINS1	9837	protein_coding
34276_at	ENSG00000101004	NINL	22981	protein_coding
35150_at	ENSG00000101017	CD40	958	protein_coding
35149_at	ENSG00000101017	CD40	958	protein_coding
37115_at	ENSG00000101040	ZMYND8	23613	protein_coding
842_at	ENSG00000101040	ZMYND8	23613	protein_coding
36957_at	ENSG00000101040	ZMYND8	23613	protein_coding
1854_at	ENSG00000101057	MYBL2	4605	protein_coding
36722_s_at	ENSG00000101076	HNF4A	3172	protein_coding
36721_s_at	ENSG00000101076	HNF4A	3172	protein_coding
36723_at	ENSG00000101076	HNF4A	3172	protein_coding
36294_at	ENSG00000101109	STK4	6789	protein_coding
34394_at	ENSG00000101126	ADNP	23394	protein_coding
41003_at	ENSG00000101132	PFDN4	5203	protein_coding
40401_at	ENSG00000101134	DOK5	55816	protein_coding
32723_at	ENSG00000101138	CSTF1	1477	protein_coding
38515_at	ENSG00000101144	BMP7	655	protein_coding
32758_g_at	ENSG00000101146	RAE1	8480	protein_coding
32757_at	ENSG00000101146	RAE1	8480	protein_coding
40076_at	ENSG00000101150	TPD52L2	7165	protein_coding
32514_s_at	ENSG00000101160	CTSZ	1522	protein_coding
34345_at	ENSG00000101161	PRPF6	24148	protein_coding
33449_at	ENSG00000101182	PSMA7	5688	protein_coding
35080_at	ENSG00000101188	NTSR1	4923	protein_coding
35614_at	ENSG00000101190	TCFL5	10732	protein_coding
32045_at	ENSG00000101191	DIDO1	11083	protein_coding
34020_at	ENSG00000101200	AVP	551	protein_coding
34447_at	ENSG00000101204	CHRNA4	1137	protein_coding
35175_f_at	ENSG00000101210	EEF1A2	1917	protein_coding
35174_i_at	ENSG00000101210	EEF1A2	1917	protein_coding
1208_at	ENSG00000101213	PTK6	5753	protein_coding
33559_at	ENSG00000101213	PTK6	5753	protein_coding
36765_at	ENSG00000101222	SPEF1	25876	protein_coding
1347_at	ENSG00000101224	CDC25B	994	protein_coding
35250_at	ENSG00000101236	RNF24	11237	protein_coding
35765_at	ENSG00000101246	ARFRP1	10139	protein_coding
37598_at	ENSG00000101265	RASSF2	9770	protein_coding
594_s_at	ENSG00000101266	CSNK2A1	1457	protein_coding
40258_at	ENSG00000101266	CSNK2A1	1457	protein_coding
36235_at	ENSG00000101266	CSNK2A1	1457	protein_coding
41343_at	ENSG00000101290	CDS2	8760	protein_coding
41107_at	ENSG00000101298	SNPH	9751	protein_coding
32367_at	ENSG00000101307	SIRPB1	10326	protein_coding
40851_r_at	ENSG00000101310	SEC23B	10483	protein_coding
35891_at	ENSG00000101323	HAO1	54363	protein_coding
35954_at	ENSG00000101327	PDYN	5173	protein_coding
900_at	ENSG00000101333	PLCB4	5332	protein_coding
901_g_at	ENSG00000101333	PLCB4	5332	protein_coding
35654_at	ENSG00000101333	PLCB4	5332	protein_coding
39145_at	ENSG00000101335	MYL9	10398	protein_coding
2045_s_at	ENSG00000101336	HCK	3055	protein_coding
40742_at	ENSG00000101336	HCK	3055	protein_coding
37751_at	ENSG00000101337	TM9SF4	9777	protein_coding
41150_r_at	ENSG00000101346	POFUT1	23509	protein_coding
34714_at	ENSG00000101347	SAMHD1	25939	protein_coding
39213_at	ENSG00000101349	PAK5	57144	protein_coding
34713_at	ENSG00000101350	KIF3B	9371	protein_coding
34882_at	ENSG00000101361	NOP56	10528	protein_coding
40111_g_at	ENSG00000101365	IDH3B	3420	protein_coding
40110_at	ENSG00000101365	IDH3B	3420	protein_coding
40112_at	ENSG00000101365	IDH3B	3420	protein_coding
33456_at	ENSG00000101367	MAPRE1	22919	protein_coding
